Year,UNIT_MEASURE,Pol,Uzrok smrti (prema šiframa bolesti po MKB-10),Value
2017,Broj,M,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasifikovani",720
2018,Broj,M,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasifikovani",844
2019,Broj,M,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasifikovani",1048
2020,Broj,M,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasifikovani",834
2003,Broj,M,"(S00-T98) Povrede, trovanja i druge posljedice dejstava spoljnih faktora",444
2004,Broj,M,"(S00-T98) Povrede, trovanja i druge posljedice dejstava spoljnih faktora",411
2005,Broj,M,"(S00-T98) Povrede, trovanja i druge posljedice dejstava spoljnih faktora",463
2006,Broj,M,"(S00-T98) Povrede, trovanja i druge posljedice dejstava spoljnih faktora",466
2007,Broj,M,"(S00-T98) Povrede, trovanja i druge posljedice dejstava spoljnih faktora",488
2008,Broj,M,"(S00-T98) Povrede, trovanja i druge posljedice dejstava spoljnih faktora",451
2009,Broj,M,"(S00-T98) Povrede, trovanja i druge posljedice dejstava spoljnih faktora",424
2010,Broj,M,"(S00-T98) Povrede, trovanja i druge posljedice dejstava spoljnih faktora",405
2011,Broj,M,"(S00-T98) Povrede, trovanja i druge posljedice dejstava spoljnih faktora",482
2012,Broj,M,"(S00-T98) Povrede, trovanja i druge posljedice dejstava spoljnih faktora",420
2013,Broj,M,"(S00-T98) Povrede, trovanja i druge posljedice dejstava spoljnih faktora",377
2014,Broj,M,"(S00-T98) Povrede, trovanja i druge posljedice dejstava spoljnih faktora",412
2015,Broj,M,"(S00-T98) Povrede, trovanja i druge posljedice dejstava spoljnih faktora",417
2016,Broj,M,"(S00-T98) Povrede, trovanja i druge posljedice dejstava spoljnih faktora",373
2017,Broj,M,"(S00-T98) Povrede, trovanja i druge posljedice dejstava spoljnih faktora",349
2018,Broj,M,"(S00-T98) Povrede, trovanja i druge posljedice dejstava spoljnih faktora",370
2019,Broj,M,"(S00-T98) Povrede, trovanja i druge posljedice dejstava spoljnih faktora",340
2020,Broj,M,"(S00-T98) Povrede, trovanja i druge posljedice dejstava spoljnih faktora",304
2003,Broj,M,special_purpose_codes,0
2004,Broj,M,special_purpose_codes,0
2005,Broj,M,special_purpose_codes,0
2006,Broj,M,special_purpose_codes,0
2007,Broj,M,special_purpose_codes,0
2008,Broj,M,special_purpose_codes,0
2009,Broj,M,special_purpose_codes,0
2010,Broj,M,special_purpose_codes,0
2011,Broj,M,special_purpose_codes,0
2012,Broj,M,special_purpose_codes,0
2013,Broj,M,special_purpose_codes,0
2014,Broj,M,special_purpose_codes,0
2015,Broj,M,special_purpose_codes,0
2016,Broj,M,special_purpose_codes,0
2017,Broj,M,special_purpose_codes,0
2018,Broj,M,special_purpose_codes,0
2019,Broj,M,special_purpose_codes,0
2020,Broj,M,special_purpose_codes,1030
2003,Broj,Ž,Ukupno,6184
2004,Broj,Ž,Ukupno,6347
2005,Broj,Ž,Ukupno,6563
2006,Broj,Ž,Ukupno,6328
2007,Broj,Ž,Ukupno,6844
2008,Broj,Ž,Ukupno,6443
2009,Broj,Ž,Ukupno,6676
2010,Broj,Ž,Ukupno,6582
2011,Broj,Ž,Ukupno,6657
2012,Broj,Ž,Ukupno,6732
2013,Broj,Ž,Ukupno,6741
2014,Broj,Ž,Ukupno,7023
2015,Broj,Ž,Ukupno,7419
2016,Broj,Ž,Ukupno,6772
2017,Broj,Ž,Ukupno,7300
2018,Broj,Ž,Ukupno,7314
2019,Broj,Ž,Ukupno,7328
2020,Broj,Ž,Ukupno,7969
2003,Broj,Ž,(A00-B99) Zarazne i parazitske bolesti,30
2004,Broj,Ž,(A00-B99) Zarazne i parazitske bolesti,49
2005,Broj,Ž,(A00-B99) Zarazne i parazitske bolesti,50
2006,Broj,Ž,(A00-B99) Zarazne i parazitske bolesti,38
2007,Broj,Ž,(A00-B99) Zarazne i parazitske bolesti,33
2008,Broj,Ž,(A00-B99) Zarazne i parazitske bolesti,46
2009,Broj,Ž,(A00-B99) Zarazne i parazitske bolesti,43
2010,Broj,Ž,(A00-B99) Zarazne i parazitske bolesti,37
2011,Broj,Ž,(A00-B99) Zarazne i parazitske bolesti,38
2012,Broj,Ž,(A00-B99) Zarazne i parazitske bolesti,66
2013,Broj,Ž,(A00-B99) Zarazne i parazitske bolesti,47
2014,Broj,Ž,(A00-B99) Zarazne i parazitske bolesti,56
2015,Broj,Ž,(A00-B99) Zarazne i parazitske bolesti,67
2016,Broj,Ž,(A00-B99) Zarazne i parazitske bolesti,83
2017,Broj,Ž,(A00-B99) Zarazne i parazitske bolesti,62
2018,Broj,Ž,(A00-B99) Zarazne i parazitske bolesti,75
2019,Broj,Ž,(A00-B99) Zarazne i parazitske bolesti,81
2020,Broj,Ž,(A00-B99) Zarazne i parazitske bolesti,75
2003,Broj,Ž,"(C00-C97,D00-D48) Neoplazme",950
2004,Broj,Ž,"(C00-C97,D00-D48) Neoplazme",928
2005,Broj,Ž,"(C00-C97,D00-D48) Neoplazme",1072
2006,Broj,Ž,"(C00-C97,D00-D48) Neoplazme",1015
2007,Broj,Ž,"(C00-C97,D00-D48) Neoplazme",1109
2008,Broj,Ž,"(C00-C97,D00-D48) Neoplazme",1075
2009,Broj,Ž,"(C00-C97,D00-D48) Neoplazme",1161
2010,Broj,Ž,"(C00-C97,D00-D48) Neoplazme",1105
2011,Broj,Ž,"(C00-C97,D00-D48) Neoplazme",1118
2012,Broj,Ž,"(C00-C97,D00-D48) Neoplazme",1183
2013,Broj,Ž,"(C00-C97,D00-D48) Neoplazme",1231
2014,Broj,Ž,"(C00-C97,D00-D48) Neoplazme",1353
2015,Broj,Ž,"(C00-C97,D00-D48) Neoplazme",1355
2016,Broj,Ž,"(C00-C97,D00-D48) Neoplazme",1209
2017,Broj,Ž,"(C00-C97,D00-D48) Neoplazme",1268
2018,Broj,Ž,"(C00-C97,D00-D48) Neoplazme",1209
2019,Broj,Ž,"(C00-C97,D00-D48) Neoplazme",1186
2020,Broj,Ž,"(C00-C97,D00-D48) Neoplazme",1097
2003,Broj,Ž,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",2
2004,Broj,Ž,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",11
2005,Broj,Ž,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",10
2006,Broj,Ž,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",4
2007,Broj,Ž,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",10
2008,Broj,Ž,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",5
2009,Broj,Ž,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",9
2010,Broj,Ž,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",10
2011,Broj,Ž,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",10
2012,Broj,Ž,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",6
2013,Broj,Ž,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",8
2014,Broj,Ž,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",8
2015,Broj,Ž,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",10
2016,Broj,Ž,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",15
2017,Broj,Ž,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",17
2018,Broj,Ž,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",18
2019,Broj,Ž,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",16
2020,Broj,Ž,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",15
2003,Broj,Ž,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",109
2004,Broj,Ž,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",92
2005,Broj,Ž,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",441
2006,Broj,Ž,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",484
2007,Broj,Ž,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",442
2008,Broj,Ž,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",454
2009,Broj,Ž,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",530
2010,Broj,Ž,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",402
2011,Broj,Ž,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",397
2012,Broj,Ž,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",350
2013,Broj,Ž,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",459
2014,Broj,Ž,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",501
2015,Broj,Ž,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",400
2016,Broj,Ž,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",378
2017,Broj,Ž,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",452
2018,Broj,Ž,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",458
2019,Broj,Ž,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",343
2020,Broj,Ž,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",485
2003,Broj,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,9
2004,Broj,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,12
2005,Broj,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,16
2006,Broj,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,15
2007,Broj,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,20
2008,Broj,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,19
2009,Broj,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,30
2010,Broj,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,11
2011,Broj,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,14
2012,Broj,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,12
2013,Broj,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,31
2014,Broj,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,21
2015,Broj,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,28
2016,Broj,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,26
2017,Broj,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,43
2018,Broj,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,30
2019,Broj,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,22
2020,Broj,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,29
2003,Broj,Ž,(G00-G99) Bolesti nervnog sistema,26
2004,Broj,Ž,(G00-G99) Bolesti nervnog sistema,38
2005,Broj,Ž,(G00-G99) Bolesti nervnog sistema,84
2006,Broj,Ž,(G00-G99) Bolesti nervnog sistema,73
2007,Broj,Ž,(G00-G99) Bolesti nervnog sistema,70
2008,Broj,Ž,(G00-G99) Bolesti nervnog sistema,55
2009,Broj,Ž,(G00-G99) Bolesti nervnog sistema,55
2010,Broj,Ž,(G00-G99) Bolesti nervnog sistema,76
2011,Broj,Ž,(G00-G99) Bolesti nervnog sistema,97
2012,Broj,Ž,(G00-G99) Bolesti nervnog sistema,102
2013,Broj,Ž,(G00-G99) Bolesti nervnog sistema,87
2014,Broj,Ž,(G00-G99) Bolesti nervnog sistema,89
2015,Broj,Ž,(G00-G99) Bolesti nervnog sistema,106
2016,Broj,Ž,(G00-G99) Bolesti nervnog sistema,75
2017,Broj,Ž,(G00-G99) Bolesti nervnog sistema,95
2018,Broj,Ž,(G00-G99) Bolesti nervnog sistema,87
2019,Broj,Ž,(G00-G99) Bolesti nervnog sistema,81
2020,Broj,Ž,(G00-G99) Bolesti nervnog sistema,97
2003,Broj,Ž,"(H00-H93) Bolesti oka, uha i adneksa",0
2004,Broj,Ž,"(H00-H93) Bolesti oka, uha i adneksa",0
2005,Broj,Ž,"(H00-H93) Bolesti oka, uha i adneksa",0
2006,Broj,Ž,"(H00-H93) Bolesti oka, uha i adneksa",0
2007,Broj,Ž,"(H00-H93) Bolesti oka, uha i adneksa",0
2008,Broj,Ž,"(H00-H93) Bolesti oka, uha i adneksa",0
2009,Broj,Ž,"(H00-H93) Bolesti oka, uha i adneksa",0
2010,Broj,Ž,"(H00-H93) Bolesti oka, uha i adneksa",0
2011,Broj,Ž,"(H00-H93) Bolesti oka, uha i adneksa",0
2012,Broj,Ž,"(H00-H93) Bolesti oka, uha i adneksa",0
2013,Broj,Ž,"(H00-H93) Bolesti oka, uha i adneksa",0
2014,Broj,Ž,"(H00-H93) Bolesti oka, uha i adneksa",0
2015,Broj,Ž,"(H00-H93) Bolesti oka, uha i adneksa",0
2016,Broj,Ž,"(H00-H93) Bolesti oka, uha i adneksa",0
2017,Broj,Ž,"(H00-H93) Bolesti oka, uha i adneksa",0
2018,Broj,Ž,"(H00-H93) Bolesti oka, uha i adneksa",0
2019,Broj,Ž,"(H00-H93) Bolesti oka, uha i adneksa",0
2020,Broj,Ž,"(H00-H93) Bolesti oka, uha i adneksa",0
2003,Broj,Ž,diseases_of_the_ear,0
2004,Broj,Ž,diseases_of_the_ear,0
2005,Broj,Ž,diseases_of_the_ear,0
2006,Broj,Ž,diseases_of_the_ear,0
2007,Broj,Ž,diseases_of_the_ear,0
2008,Broj,Ž,diseases_of_the_ear,0
2009,Broj,Ž,diseases_of_the_ear,0
2010,Broj,Ž,diseases_of_the_ear,0
2011,Broj,Ž,diseases_of_the_ear,0
2012,Broj,Ž,diseases_of_the_ear,0
2013,Broj,Ž,diseases_of_the_ear,0
2014,Broj,Ž,diseases_of_the_ear,0
2015,Broj,Ž,diseases_of_the_ear,0
2016,Broj,Ž,diseases_of_the_ear,0
2017,Broj,Ž,diseases_of_the_ear,0
2018,Broj,Ž,diseases_of_the_ear,0
2019,Broj,Ž,diseases_of_the_ear,0
2020,Broj,Ž,diseases_of_the_ear,0
2003,Broj,Ž,(I00-I99) Bolesti cirkulatornog sistema,3748
2004,Broj,Ž,(I00-I99) Bolesti cirkulatornog sistema,3957
2005,Broj,Ž,(I00-I99) Bolesti cirkulatornog sistema,3677
2006,Broj,Ž,(I00-I99) Bolesti cirkulatornog sistema,3458
2007,Broj,Ž,(I00-I99) Bolesti cirkulatornog sistema,3864
2008,Broj,Ž,(I00-I99) Bolesti cirkulatornog sistema,3756
2009,Broj,Ž,(I00-I99) Bolesti cirkulatornog sistema,3743
2010,Broj,Ž,(I00-I99) Bolesti cirkulatornog sistema,3926
2011,Broj,Ž,(I00-I99) Bolesti cirkulatornog sistema,4009
2012,Broj,Ž,(I00-I99) Bolesti cirkulatornog sistema,4109
2013,Broj,Ž,(I00-I99) Bolesti cirkulatornog sistema,3625
2014,Broj,Ž,(I00-I99) Bolesti cirkulatornog sistema,3635
2015,Broj,Ž,(I00-I99) Bolesti cirkulatornog sistema,3964
2016,Broj,Ž,(I00-I99) Bolesti cirkulatornog sistema,3743
2017,Broj,Ž,(I00-I99) Bolesti cirkulatornog sistema,3960
2018,Broj,Ž,(I00-I99) Bolesti cirkulatornog sistema,3905
2019,Broj,Ž,(I00-I99) Bolesti cirkulatornog sistema,4033
2020,Broj,Ž,(I00-I99) Bolesti cirkulatornog sistema,4150
2003,Broj,Ž,(J00-J99) Bolesti respiratornog sistema,120
2004,Broj,Ž,(J00-J99) Bolesti respiratornog sistema,134
2005,Broj,Ž,(J00-J99) Bolesti respiratornog sistema,220
2006,Broj,Ž,(J00-J99) Bolesti respiratornog sistema,228
2007,Broj,Ž,(J00-J99) Bolesti respiratornog sistema,211
2008,Broj,Ž,(J00-J99) Bolesti respiratornog sistema,173
2009,Broj,Ž,(J00-J99) Bolesti respiratornog sistema,176
2010,Broj,Ž,(J00-J99) Bolesti respiratornog sistema,173
2011,Broj,Ž,(J00-J99) Bolesti respiratornog sistema,233
2012,Broj,Ž,(J00-J99) Bolesti respiratornog sistema,161
2013,Broj,Ž,(J00-J99) Bolesti respiratornog sistema,222
2014,Broj,Ž,(J00-J99) Bolesti respiratornog sistema,209
2015,Broj,Ž,(J00-J99) Bolesti respiratornog sistema,248
2016,Broj,Ž,(J00-J99) Bolesti respiratornog sistema,204
2017,Broj,Ž,(J00-J99) Bolesti respiratornog sistema,243
2018,Broj,Ž,(J00-J99) Bolesti respiratornog sistema,282
2019,Broj,Ž,(J00-J99) Bolesti respiratornog sistema,258
2020,Broj,Ž,(J00-J99) Bolesti respiratornog sistema,254
2003,Broj,Ž,(K00-K93) Bolesti digestivnog sistema,136
2004,Broj,Ž,(K00-K93) Bolesti digestivnog sistema,141
2005,Broj,Ž,(K00-K93) Bolesti digestivnog sistema,124
2006,Broj,Ž,(K00-K93) Bolesti digestivnog sistema,146
2007,Broj,Ž,(K00-K93) Bolesti digestivnog sistema,147
2008,Broj,Ž,(K00-K93) Bolesti digestivnog sistema,131
2009,Broj,Ž,(K00-K93) Bolesti digestivnog sistema,148
2010,Broj,Ž,(K00-K93) Bolesti digestivnog sistema,156
2011,Broj,Ž,(K00-K93) Bolesti digestivnog sistema,136
2012,Broj,Ž,(K00-K93) Bolesti digestivnog sistema,145
2013,Broj,Ž,(K00-K93) Bolesti digestivnog sistema,183
2014,Broj,Ž,(K00-K93) Bolesti digestivnog sistema,188
2015,Broj,Ž,(K00-K93) Bolesti digestivnog sistema,191
2016,Broj,Ž,(K00-K93) Bolesti digestivnog sistema,185
2017,Broj,Ž,(K00-K93) Bolesti digestivnog sistema,184
2018,Broj,Ž,(K00-K93) Bolesti digestivnog sistema,191
2019,Broj,Ž,(K00-K93) Bolesti digestivnog sistema,180
2020,Broj,Ž,(K00-K93) Bolesti digestivnog sistema,169
2003,Broj,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,0
2004,Broj,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,3
2005,Broj,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,0
2006,Broj,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,1
2007,Broj,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,2
2008,Broj,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,2
2009,Broj,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,2
2010,Broj,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,2
2011,Broj,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,1
2012,Broj,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,1
2013,Broj,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,11
2014,Broj,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,9
2015,Broj,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,15
2016,Broj,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,14
2017,Broj,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,19
2018,Broj,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,10
2019,Broj,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,16
2020,Broj,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,17
2003,Broj,Ž,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,3
2004,Broj,Ž,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,2
2005,Broj,Ž,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,7
2006,Broj,Ž,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,9
2007,Broj,Ž,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,9
2008,Broj,Ž,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,14
2009,Broj,Ž,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,11
2010,Broj,Ž,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,8
2011,Broj,Ž,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,14
2012,Broj,Ž,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,12
2013,Broj,Ž,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,19
2014,Broj,Ž,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,14
2015,Broj,Ž,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,18
2016,Broj,Ž,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,13
2017,Broj,Ž,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,9
2018,Broj,Ž,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,17
2019,Broj,Ž,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,9
2020,Broj,Ž,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,21
2003,Broj,Ž,(N00-N99) Bolesti genitourinarnog sistema,99
2004,Broj,Ž,(N00-N99) Bolesti genitourinarnog sistema,92
2005,Broj,Ž,(N00-N99) Bolesti genitourinarnog sistema,97
2006,Broj,Ž,(N00-N99) Bolesti genitourinarnog sistema,114
2007,Broj,Ž,(N00-N99) Bolesti genitourinarnog sistema,112
2008,Broj,Ž,(N00-N99) Bolesti genitourinarnog sistema,113
2009,Broj,Ž,(N00-N99) Bolesti genitourinarnog sistema,118
2010,Broj,Ž,(N00-N99) Bolesti genitourinarnog sistema,115
2011,Broj,Ž,(N00-N99) Bolesti genitourinarnog sistema,74
2012,Broj,Ž,(N00-N99) Bolesti genitourinarnog sistema,120
2013,Broj,Ž,(N00-N99) Bolesti genitourinarnog sistema,92
2014,Broj,Ž,(N00-N99) Bolesti genitourinarnog sistema,77
2015,Broj,Ž,(N00-N99) Bolesti genitourinarnog sistema,86
2016,Broj,Ž,(N00-N99) Bolesti genitourinarnog sistema,101
2017,Broj,Ž,(N00-N99) Bolesti genitourinarnog sistema,97
2018,Broj,Ž,(N00-N99) Bolesti genitourinarnog sistema,103
2019,Broj,Ž,(N00-N99) Bolesti genitourinarnog sistema,91
2020,Broj,Ž,(N00-N99) Bolesti genitourinarnog sistema,108
2003,Broj,Ž,"(O00-O99) Trudnoća, porođaj i postporođajni period",1
2004,Broj,Ž,"(O00-O99) Trudnoća, porođaj i postporođajni period",0
2005,Broj,Ž,"(O00-O99) Trudnoća, porođaj i postporođajni period",2
2006,Broj,Ž,"(O00-O99) Trudnoća, porođaj i postporođajni period",2
2007,Broj,Ž,"(O00-O99) Trudnoća, porođaj i postporođajni period",1
2008,Broj,Ž,"(O00-O99) Trudnoća, porođaj i postporođajni period",1
2009,Broj,Ž,"(O00-O99) Trudnoća, porođaj i postporođajni period",0
2010,Broj,Ž,"(O00-O99) Trudnoća, porođaj i postporođajni period",1
2011,Broj,Ž,"(O00-O99) Trudnoća, porođaj i postporođajni period",1
2012,Broj,Ž,"(O00-O99) Trudnoća, porođaj i postporođajni period",0
2013,Broj,Ž,"(O00-O99) Trudnoća, porođaj i postporođajni period",0
2014,Broj,Ž,"(O00-O99) Trudnoća, porođaj i postporođajni period",0
2015,Broj,Ž,"(O00-O99) Trudnoća, porođaj i postporođajni period",1
2016,Broj,Ž,"(O00-O99) Trudnoća, porođaj i postporođajni period",1
2017,Broj,Ž,"(O00-O99) Trudnoća, porođaj i postporođajni period",0
2018,Broj,Ž,"(O00-O99) Trudnoća, porođaj i postporođajni period",1
2019,Broj,Ž,"(O00-O99) Trudnoća, porođaj i postporođajni period",0
2020,Broj,Ž,"(O00-O99) Trudnoća, porođaj i postporođajni period",3
2003,Broj,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,21
2004,Broj,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,10
2005,Broj,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,10
2006,Broj,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,12
2007,Broj,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,12
2008,Broj,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,8
2009,Broj,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,12
2010,Broj,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,16
2011,Broj,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,16
2012,Broj,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,11
2013,Broj,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,8
2014,Broj,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,9
2015,Broj,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,8
2016,Broj,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,5
2017,Broj,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,10
2018,Broj,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,7
2019,Broj,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,5
2020,Broj,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,18
2003,Broj,Ž,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",3
2004,Broj,Ž,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",1
2005,Broj,Ž,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",8
2006,Broj,Ž,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",7
2007,Broj,Ž,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",6
2008,Broj,Ž,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",10
2009,Broj,Ž,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",13
2010,Broj,Ž,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",7
2011,Broj,Ž,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",2
2012,Broj,Ž,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",1
2013,Broj,Ž,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",3
2014,Broj,Ž,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",7
2015,Broj,Ž,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",4
2016,Broj,Ž,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",2
2017,Broj,Ž,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",1
2018,Broj,Ž,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",3
2019,Broj,Ž,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",4
2020,Broj,Ž,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",3
