Year,UNIT_MEASURE,Административно подручје,Пол,Nationality,Value
2013,Број,BILECA,Ж,Непознато,7
2013,Број,BRATUNAC,Оба пола,Непознато,35
2013,Број,BRATUNAC,M,Непознато,16
2013,Број,BRATUNAC,Ж,Непознато,19
2013,Број,BROD,Оба пола,Непознато,29
2013,Број,BROD,M,Непознато,12
2013,Број,BROD,Ж,Непознато,17
2013,Број,VISEGRAD,Оба пола,Непознато,177
2013,Број,VISEGRAD,M,Непознато,2
2013,Број,VISEGRAD,Ж,Непознато,175
2013,Број,VLASENICA,Оба пола,Непознато,29
2013,Број,VLASENICA,M,Непознато,13
2013,Број,VLASENICA,Ж,Непознато,16
2013,Број,VUKOSAVLJE,Оба пола,Непознато,14
2013,Број,VUKOSAVLJE,M,Непознато,3
2013,Број,VUKOSAVLJE,Ж,Непознато,11
2013,Број,GACKO,Оба пола,Непознато,6
2013,Број,GACKO,M,Непознато,1
2013,Број,GACKO,Ж,Непознато,5
2013,Број,GRADISKA,Оба пола,Непознато,42
2013,Број,GRADISKA,M,Непознато,19
2013,Број,GRADISKA,Ж,Непознато,23
2013,Број,DERVENTA,Оба пола,Непознато,54
2013,Број,DERVENTA,M,Непознато,24
2013,Број,DERVENTA,Ж,Непознато,30
2013,Број,DOBOJ,Оба пола,Непознато,163
2013,Број,DOBOJ,M,Непознато,61
2013,Број,DOBOJ,Ж,Непознато,102
2013,Број,DONJI ZABAR,Оба пола,Непознато,2
2013,Број,DONJI ZABAR,M,Непознато,1
2013,Број,DONJI ZABAR,Ж,Непознато,1
2013,Број,ZVORNIK,Оба пола,Непознато,97
2013,Број,ZVORNIK,M,Непознато,42
2013,Број,ZVORNIK,Ж,Непознато,55
2013,Број,ISTOCNA ILIDZA,Оба пола,Непознато,10
2013,Број,ISTOCNA ILIDZA,M,Непознато,5
2013,Број,ISTOCNA ILIDZA,Ж,Непознато,5
2013,Број,ISTOCNI MOSTAR,Оба пола,Непознато,2
2013,Број,ISTOCNI MOSTAR,M,Непознато,1
2013,Број,ISTOCNI MOSTAR,Ж,Непознато,1
2013,Број,ISTOCNI STARI GRAD,Оба пола,Непознато,1
2013,Број,ISTOCNI STARI GRAD,M,Непознато,1
2013,Број,ISTOCNO NOVO SARAJEVO,Оба пола,Непознато,3
2013,Број,ISTOCNO NOVO SARAJEVO,Ж,Непознато,3
2013,Број,JEZERO,Оба пола,Непознато,1
2013,Број,JEZERO,M,Непознато,1
2013,Број,KNEZEVO,Оба пола,Непознато,4
2013,Број,KNEZEVO,M,Непознато,3
2013,Број,KNEZEVO,Ж,Непознато,1
2013,Број,KOZARSKA DUBICA,Оба пола,Непознато,12
2013,Број,KOZARSKA DUBICA,M,Непознато,5
2013,Број,KOZARSKA DUBICA,Ж,Непознато,7
2013,Број,KOSTAJNICA,Оба пола,Непознато,2
2013,Број,KOSTAJNICA,Ж,Непознато,2
2013,Број,KOTOR VAROS,Оба пола,Непознато,19
2013,Број,KOTOR VAROS,M,Непознато,14
2013,Број,KOTOR VAROS,Ж,Непознато,5
2013,Број,LAKTASI,Оба пола,Непознато,46
2013,Број,LAKTASI,M,Непознато,20
2013,Број,LAKTASI,Ж,Непознато,26
2013,Број,LOPARE,Оба пола,Непознато,10
2013,Број,LOPARE,M,Непознато,6
2013,Број,LOPARE,Ж,Непознато,4
2013,Број,LJUBINJE,Оба пола,Непознато,2
2013,Број,LJUBINJE,M,Непознато,1
2013,Број,LJUBINJE,Ж,Непознато,1
2013,Број,MILICI,Оба пола,Непознато,8
2013,Број,MILICI,M,Непознато,3
2013,Број,MILICI,Ж,Непознато,5
2013,Број,MODRICA,Оба пола,Непознато,116
2013,Број,MODRICA,M,Непознато,62
2013,Број,MODRICA,Ж,Непознато,54
2013,Број,MRKONJIC GRAD,Оба пола,Непознато,12
2013,Број,MRKONJIC GRAD,M,Непознато,6
2013,Број,MRKONJIC GRAD,Ж,Непознато,6
2013,Број,NEVESINJE,Оба пола,Непознато,7
2013,Број,NEVESINJE,M,Непознато,2
2013,Број,NEVESINJE,Ж,Непознато,5
2013,Број,NOVI GRAD,Оба пола,Непознато,24
2013,Број,NOVI GRAD,M,Непознато,13
2013,Број,NOVI GRAD,Ж,Непознато,11
2013,Број,NOVO GORAZDE,Оба пола,Непознато,7
2013,Број,NOVO GORAZDE,M,Непознато,2
2013,Број,NOVO GORAZDE,Ж,Непознато,5
2013,Број,OSMACI,Оба пола,Непознато,4
2013,Број,OSMACI,M,Непознато,2
2013,Број,OSMACI,Ж,Непознато,2
2013,Број,OSTRA LUKA,Оба пола,Непознато,3
2013,Број,OSTRA LUKA,M,Непознато,2
2013,Број,OSTRA LUKA,Ж,Непознато,1
2013,Број,PALE,Оба пола,Непознато,13
2013,Број,PALE,M,Непознато,9
2013,Број,PALE,Ж,Непознато,4
2013,Број,PELAGICEVO,Оба пола,Непознато,5
2013,Број,PELAGICEVO,M,Непознато,1
2013,Број,PELAGICEVO,Ж,Непознато,4
2013,Број,PETROVO,Оба пола,Непознато,4
2013,Број,PETROVO,M,Непознато,2
2013,Број,PETROVO,Ж,Непознато,2
2013,Број,PRIJEDOR,Оба пола,Непознато,369
2013,Број,PRIJEDOR,M,Непознато,257
2013,Број,PRIJEDOR,Ж,Непознато,112
2013,Број,PRNJAVOR,Оба пола,Непознато,30
2013,Број,PRNJAVOR,M,Непознато,10
2013,Број,PRNJAVOR,Ж,Непознато,20
2013,Број,RIBNIK,Оба пола,Непознато,2
2013,Број,RIBNIK,M,Непознато,2
2013,Број,ROGATICA,Оба пола,Непознато,5
2013,Број,ROGATICA,M,Непознато,2
2013,Број,ROGATICA,Ж,Непознато,3
2013,Број,RUDO,Оба пола,Непознато,3
2013,Број,RUDO,Ж,Непознато,3
2013,Број,SOKOLAC,Оба пола,Непознато,18
2013,Број,SOKOLAC,M,Непознато,5
2013,Број,SOKOLAC,Ж,Непознато,13
2013,Број,SRBAC,Оба пола,Непознато,29
2013,Број,SRBAC,M,Непознато,11
2013,Број,SRBAC,Ж,Непознато,18
2013,Број,SREBRENICA,Оба пола,Непознато,14
2013,Број,SREBRENICA,M,Непознато,8
2013,Број,SREBRENICA,Ж,Непознато,6
2013,Број,TESLIC,Оба пола,Непознато,44
2013,Број,TESLIC,M,Непознато,23
2013,Број,TESLIC,Ж,Непознато,21
2013,Број,TREBINJE,Оба пола,Непознато,19
2013,Број,TREBINJE,M,Непознато,11
2013,Број,TREBINJE,Ж,Непознато,8
2013,Број,UGLJEVIK,Оба пола,Непознато,13
2013,Број,UGLJEVIK,M,Непознато,11
2013,Број,UGLJEVIK,Ж,Непознато,2
2013,Број,FOCA,Оба пола,Непознато,12
2013,Број,FOCA,M,Непознато,5
2013,Број,FOCA,Ж,Непознато,7
2013,Број,CAJNICE,Оба пола,Непознато,5
2013,Број,CAJNICE,M,Непознато,2
2013,Број,CAJNICE,Ж,Непознато,3
2013,Број,CELINAC,Оба пола,Непознато,9
2013,Број,CELINAC,M,Непознато,4
2013,Број,CELINAC,Ж,Непознато,5
2013,Број,SAMAC,Оба пола,Непознато,19
2013,Број,SAMAC,M,Непознато,10
2013,Број,SAMAC,Ж,Непознато,9
2013,Број,SEKOVICI,Оба пола,Непознато,8
2013,Број,SEKOVICI,M,Непознато,3
2013,Број,SEKOVICI,Ж,Непознато,5
2013,Број,SIPOVO,Оба пола,Непознато,5
2013,Број,SIPOVO,M,Непознато,3
2013,Број,SIPOVO,Ж,Непознато,2
