Year,UNIT_MEASURE,Pol,Uzrok smrti (prema šiframa bolesti po MKB-10),Value
2023,Broj,M,(K00-K93) Bolesti digestivnog sistema,267
2003,Broj,M,(L00-L99) Bolesti kože i potkožnog tkiva,0
2004,Broj,M,(L00-L99) Bolesti kože i potkožnog tkiva,0
2005,Broj,M,(L00-L99) Bolesti kože i potkožnog tkiva,0
2006,Broj,M,(L00-L99) Bolesti kože i potkožnog tkiva,0
2007,Broj,M,(L00-L99) Bolesti kože i potkožnog tkiva,0
2008,Broj,M,(L00-L99) Bolesti kože i potkožnog tkiva,0
2009,Broj,M,(L00-L99) Bolesti kože i potkožnog tkiva,1
2010,Broj,M,(L00-L99) Bolesti kože i potkožnog tkiva,4
2011,Broj,M,(L00-L99) Bolesti kože i potkožnog tkiva,0
2012,Broj,M,(L00-L99) Bolesti kože i potkožnog tkiva,3
2013,Broj,M,(L00-L99) Bolesti kože i potkožnog tkiva,9
2014,Broj,M,(L00-L99) Bolesti kože i potkožnog tkiva,13
2015,Broj,M,(L00-L99) Bolesti kože i potkožnog tkiva,7
2016,Broj,M,(L00-L99) Bolesti kože i potkožnog tkiva,7
2017,Broj,M,(L00-L99) Bolesti kože i potkožnog tkiva,5
2018,Broj,M,(L00-L99) Bolesti kože i potkožnog tkiva,12
2019,Broj,M,(L00-L99) Bolesti kože i potkožnog tkiva,7
2020,Broj,M,(L00-L99) Bolesti kože i potkožnog tkiva,13
2021,Broj,M,(L00-L99) Bolesti kože i potkožnog tkiva,12
2022,Broj,M,(L00-L99) Bolesti kože i potkožnog tkiva,13
2023,Broj,M,(L00-L99) Bolesti kože i potkožnog tkiva,18
2003,Broj,M,(M00-M99) Bolesti mišićno-koštanog sistema i vezivnog tkiva,3
2004,Broj,M,(M00-M99) Bolesti mišićno-koštanog sistema i vezivnog tkiva,1
2005,Broj,M,(M00-M99) Bolesti mišićno-koštanog sistema i vezivnog tkiva,5
2006,Broj,M,(M00-M99) Bolesti mišićno-koštanog sistema i vezivnog tkiva,1
2007,Broj,M,(M00-M99) Bolesti mišićno-koštanog sistema i vezivnog tkiva,4
2008,Broj,M,(M00-M99) Bolesti mišićno-koštanog sistema i vezivnog tkiva,3
2009,Broj,M,(M00-M99) Bolesti mišićno-koštanog sistema i vezivnog tkiva,2
2010,Broj,M,(M00-M99) Bolesti mišićno-koštanog sistema i vezivnog tkiva,3
2011,Broj,M,(M00-M99) Bolesti mišićno-koštanog sistema i vezivnog tkiva,4
2012,Broj,M,(M00-M99) Bolesti mišićno-koštanog sistema i vezivnog tkiva,4
2013,Broj,M,(M00-M99) Bolesti mišićno-koštanog sistema i vezivnog tkiva,9
2014,Broj,M,(M00-M99) Bolesti mišićno-koštanog sistema i vezivnog tkiva,8
2015,Broj,M,(M00-M99) Bolesti mišićno-koštanog sistema i vezivnog tkiva,12
2016,Broj,M,(M00-M99) Bolesti mišićno-koštanog sistema i vezivnog tkiva,6
2017,Broj,M,(M00-M99) Bolesti mišićno-koštanog sistema i vezivnog tkiva,8
2018,Broj,M,(M00-M99) Bolesti mišićno-koštanog sistema i vezivnog tkiva,4
2019,Broj,M,(M00-M99) Bolesti mišićno-koštanog sistema i vezivnog tkiva,4
2020,Broj,M,(M00-M99) Bolesti mišićno-koštanog sistema i vezivnog tkiva,7
2021,Broj,M,(M00-M99) Bolesti mišićno-koštanog sistema i vezivnog tkiva,5
2022,Broj,M,(M00-M99) Bolesti mišićno-koštanog sistema i vezivnog tkiva,11
2023,Broj,M,(M00-M99) Bolesti mišićno-koštanog sistema i vezivnog tkiva,4
2003,Broj,M,(N00-N99) Bolesti genitourinarnog sistema,123
2004,Broj,M,(N00-N99) Bolesti genitourinarnog sistema,113
2005,Broj,M,(N00-N99) Bolesti genitourinarnog sistema,160
2006,Broj,M,(N00-N99) Bolesti genitourinarnog sistema,152
2007,Broj,M,(N00-N99) Bolesti genitourinarnog sistema,163
2008,Broj,M,(N00-N99) Bolesti genitourinarnog sistema,155
2009,Broj,M,(N00-N99) Bolesti genitourinarnog sistema,139
2010,Broj,M,(N00-N99) Bolesti genitourinarnog sistema,140
2011,Broj,M,(N00-N99) Bolesti genitourinarnog sistema,101
2012,Broj,M,(N00-N99) Bolesti genitourinarnog sistema,116
2013,Broj,M,(N00-N99) Bolesti genitourinarnog sistema,121
2014,Broj,M,(N00-N99) Bolesti genitourinarnog sistema,73
2015,Broj,M,(N00-N99) Bolesti genitourinarnog sistema,93
2016,Broj,M,(N00-N99) Bolesti genitourinarnog sistema,117
2017,Broj,M,(N00-N99) Bolesti genitourinarnog sistema,96
2018,Broj,M,(N00-N99) Bolesti genitourinarnog sistema,117
2019,Broj,M,(N00-N99) Bolesti genitourinarnog sistema,104
2020,Broj,M,(N00-N99) Bolesti genitourinarnog sistema,113
2021,Broj,M,(N00-N99) Bolesti genitourinarnog sistema,107
2022,Broj,M,(N00-N99) Bolesti genitourinarnog sistema,129
2023,Broj,M,(N00-N99) Bolesti genitourinarnog sistema,157
2003,Broj,M,(P00-P96) Određena stanja nastala u perinatalnom periodu,23
2004,Broj,M,(P00-P96) Određena stanja nastala u perinatalnom periodu,28
2005,Broj,M,(P00-P96) Određena stanja nastala u perinatalnom periodu,17
2006,Broj,M,(P00-P96) Određena stanja nastala u perinatalnom periodu,26
2007,Broj,M,(P00-P96) Određena stanja nastala u perinatalnom periodu,15
2008,Broj,M,(P00-P96) Određena stanja nastala u perinatalnom periodu,12
2009,Broj,M,(P00-P96) Određena stanja nastala u perinatalnom periodu,22
2010,Broj,M,(P00-P96) Određena stanja nastala u perinatalnom periodu,13
2011,Broj,M,(P00-P96) Određena stanja nastala u perinatalnom periodu,20
2012,Broj,M,(P00-P96) Određena stanja nastala u perinatalnom periodu,18
2013,Broj,M,(P00-P96) Određena stanja nastala u perinatalnom periodu,13
2014,Broj,M,(P00-P96) Određena stanja nastala u perinatalnom periodu,7
2015,Broj,M,(P00-P96) Određena stanja nastala u perinatalnom periodu,2
2016,Broj,M,(P00-P96) Određena stanja nastala u perinatalnom periodu,13
2017,Broj,M,(P00-P96) Određena stanja nastala u perinatalnom periodu,7
2018,Broj,M,(P00-P96) Određena stanja nastala u perinatalnom periodu,3
2019,Broj,M,(P00-P96) Određena stanja nastala u perinatalnom periodu,6
2020,Broj,M,(P00-P96) Određena stanja nastala u perinatalnom periodu,16
2021,Broj,M,(P00-P96) Određena stanja nastala u perinatalnom periodu,5
2022,Broj,M,(P00-P96) Određena stanja nastala u perinatalnom periodu,12
2023,Broj,M,(P00-P96) Određena stanja nastala u perinatalnom periodu,9
2003,Broj,M,"(Q00-Q99) Kongenitalne anomalije, deformacije i hromozomske nenormalnosti",7
2004,Broj,M,"(Q00-Q99) Kongenitalne anomalije, deformacije i hromozomske nenormalnosti",10
2005,Broj,M,"(Q00-Q99) Kongenitalne anomalije, deformacije i hromozomske nenormalnosti",6
2006,Broj,M,"(Q00-Q99) Kongenitalne anomalije, deformacije i hromozomske nenormalnosti",7
2007,Broj,M,"(Q00-Q99) Kongenitalne anomalije, deformacije i hromozomske nenormalnosti",8
2008,Broj,M,"(Q00-Q99) Kongenitalne anomalije, deformacije i hromozomske nenormalnosti",5
2009,Broj,M,"(Q00-Q99) Kongenitalne anomalije, deformacije i hromozomske nenormalnosti",7
2010,Broj,M,"(Q00-Q99) Kongenitalne anomalije, deformacije i hromozomske nenormalnosti",10
2011,Broj,M,"(Q00-Q99) Kongenitalne anomalije, deformacije i hromozomske nenormalnosti",7
2012,Broj,M,"(Q00-Q99) Kongenitalne anomalije, deformacije i hromozomske nenormalnosti",5
2013,Broj,M,"(Q00-Q99) Kongenitalne anomalije, deformacije i hromozomske nenormalnosti",7
2014,Broj,M,"(Q00-Q99) Kongenitalne anomalije, deformacije i hromozomske nenormalnosti",3
2015,Broj,M,"(Q00-Q99) Kongenitalne anomalije, deformacije i hromozomske nenormalnosti",3
2016,Broj,M,"(Q00-Q99) Kongenitalne anomalije, deformacije i hromozomske nenormalnosti",3
2017,Broj,M,"(Q00-Q99) Kongenitalne anomalije, deformacije i hromozomske nenormalnosti",4
2018,Broj,M,"(Q00-Q99) Kongenitalne anomalije, deformacije i hromozomske nenormalnosti",2
2019,Broj,M,"(Q00-Q99) Kongenitalne anomalije, deformacije i hromozomske nenormalnosti",0
2020,Broj,M,"(Q00-Q99) Kongenitalne anomalije, deformacije i hromozomske nenormalnosti",3
2021,Broj,M,"(Q00-Q99) Kongenitalne anomalije, deformacije i hromozomske nenormalnosti",5
2022,Broj,M,"(Q00-Q99) Kongenitalne anomalije, deformacije i hromozomske nenormalnosti",11
2023,Broj,M,"(Q00-Q99) Kongenitalne anomalije, deformacije i hromozomske nenormalnosti",5
2003,Broj,M,"(R00-R99) Simptomi, znakovi i nenormalni klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu",821
2004,Broj,M,"(R00-R99) Simptomi, znakovi i nenormalni klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu",726
2005,Broj,M,"(R00-R99) Simptomi, znakovi i nenormalni klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu",659
2006,Broj,M,"(R00-R99) Simptomi, znakovi i nenormalni klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu",627
2007,Broj,M,"(R00-R99) Simptomi, znakovi i nenormalni klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu",638
2008,Broj,M,"(R00-R99) Simptomi, znakovi i nenormalni klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu",496
2009,Broj,M,"(R00-R99) Simptomi, znakovi i nenormalni klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu",485
2010,Broj,M,"(R00-R99) Simptomi, znakovi i nenormalni klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu",446
2011,Broj,M,"(R00-R99) Simptomi, znakovi i nenormalni klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu",302
2012,Broj,M,"(R00-R99) Simptomi, znakovi i nenormalni klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu",277
2013,Broj,M,"(R00-R99) Simptomi, znakovi i nenormalni klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu",643
2014,Broj,M,"(R00-R99) Simptomi, znakovi i nenormalni klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu",718
2015,Broj,M,"(R00-R99) Simptomi, znakovi i nenormalni klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu",780
2016,Broj,M,"(R00-R99) Simptomi, znakovi i nenormalni klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu",598
2017,Broj,M,"(R00-R99) Simptomi, znakovi i nenormalni klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu",720
2018,Broj,M,"(R00-R99) Simptomi, znakovi i nenormalni klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu",844
2019,Broj,M,"(R00-R99) Simptomi, znakovi i nenormalni klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu",1048
2020,Broj,M,"(R00-R99) Simptomi, znakovi i nenormalni klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu",834
2021,Broj,M,"(R00-R99) Simptomi, znakovi i nenormalni klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu",1187
2022,Broj,M,"(R00-R99) Simptomi, znakovi i nenormalni klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu",1167
2023,Broj,M,"(R00-R99) Simptomi, znakovi i nenormalni klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu",768
2003,Broj,M,"(S00-T98) Povrede, trovanja i posljedice djelovanja spoljnih faktora",444
2004,Broj,M,"(S00-T98) Povrede, trovanja i posljedice djelovanja spoljnih faktora",411
2005,Broj,M,"(S00-T98) Povrede, trovanja i posljedice djelovanja spoljnih faktora",463
2006,Broj,M,"(S00-T98) Povrede, trovanja i posljedice djelovanja spoljnih faktora",466
2007,Broj,M,"(S00-T98) Povrede, trovanja i posljedice djelovanja spoljnih faktora",488
2008,Broj,M,"(S00-T98) Povrede, trovanja i posljedice djelovanja spoljnih faktora",451
2009,Broj,M,"(S00-T98) Povrede, trovanja i posljedice djelovanja spoljnih faktora",424
2010,Broj,M,"(S00-T98) Povrede, trovanja i posljedice djelovanja spoljnih faktora",405
2011,Broj,M,"(S00-T98) Povrede, trovanja i posljedice djelovanja spoljnih faktora",482
2012,Broj,M,"(S00-T98) Povrede, trovanja i posljedice djelovanja spoljnih faktora",420
2013,Broj,M,"(S00-T98) Povrede, trovanja i posljedice djelovanja spoljnih faktora",377
2014,Broj,M,"(S00-T98) Povrede, trovanja i posljedice djelovanja spoljnih faktora",412
2015,Broj,M,"(S00-T98) Povrede, trovanja i posljedice djelovanja spoljnih faktora",417
2016,Broj,M,"(S00-T98) Povrede, trovanja i posljedice djelovanja spoljnih faktora",373
2017,Broj,M,"(S00-T98) Povrede, trovanja i posljedice djelovanja spoljnih faktora",349
2018,Broj,M,"(S00-T98) Povrede, trovanja i posljedice djelovanja spoljnih faktora",370
2019,Broj,M,"(S00-T98) Povrede, trovanja i posljedice djelovanja spoljnih faktora",340
2020,Broj,M,"(S00-T98) Povrede, trovanja i posljedice djelovanja spoljnih faktora",304
2021,Broj,M,"(S00-T98) Povrede, trovanja i posljedice djelovanja spoljnih faktora",334
2022,Broj,M,"(S00-T98) Povrede, trovanja i posljedice djelovanja spoljnih faktora",338
2023,Broj,M,"(S00-T98) Povrede, trovanja i posljedice djelovanja spoljnih faktora",318
2003,Broj,M,(U00-U85) Šifre za posebne namjene,0
2004,Broj,M,(U00-U85) Šifre za posebne namjene,0
2005,Broj,M,(U00-U85) Šifre za posebne namjene,0
2006,Broj,M,(U00-U85) Šifre za posebne namjene,0
2007,Broj,M,(U00-U85) Šifre za posebne namjene,0
2008,Broj,M,(U00-U85) Šifre za posebne namjene,0
2009,Broj,M,(U00-U85) Šifre za posebne namjene,0
2010,Broj,M,(U00-U85) Šifre za posebne namjene,0
2011,Broj,M,(U00-U85) Šifre za posebne namjene,0
2012,Broj,M,(U00-U85) Šifre za posebne namjene,0
2013,Broj,M,(U00-U85) Šifre za posebne namjene,0
2014,Broj,M,(U00-U85) Šifre za posebne namjene,0
2015,Broj,M,(U00-U85) Šifre za posebne namjene,0
2016,Broj,M,(U00-U85) Šifre za posebne namjene,0
2017,Broj,M,(U00-U85) Šifre za posebne namjene,0
2018,Broj,M,(U00-U85) Šifre za posebne namjene,0
2019,Broj,M,(U00-U85) Šifre za posebne namjene,0
2020,Broj,M,(U00-U85) Šifre za posebne namjene,1030
2021,Broj,M,(U00-U85) Šifre za posebne namjene,2213
2022,Broj,M,(U00-U85) Šifre za posebne namjene,754
2023,Broj,M,(U00-U85) Šifre za posebne namjene,104
2003,Broj,Ž,Ukupno,6184
2004,Broj,Ž,Ukupno,6347
2005,Broj,Ž,Ukupno,6563
2006,Broj,Ž,Ukupno,6328
2007,Broj,Ž,Ukupno,6844
2008,Broj,Ž,Ukupno,6443
2009,Broj,Ž,Ukupno,6676
2010,Broj,Ž,Ukupno,6582
2011,Broj,Ž,Ukupno,6657
2012,Broj,Ž,Ukupno,6732
2013,Broj,Ž,Ukupno,6741
2014,Broj,Ž,Ukupno,7023
2015,Broj,Ž,Ukupno,7419
2016,Broj,Ž,Ukupno,6772
2017,Broj,Ž,Ukupno,7300
2018,Broj,Ž,Ukupno,7314
2019,Broj,Ž,Ukupno,7328
2020,Broj,Ž,Ukupno,7969
2021,Broj,Ž,Ukupno,9059
2022,Broj,Ž,Ukupno,7794
2023,Broj,Ž,Ukupno,6530
2003,Broj,Ž,(A00-B99) Infektivne i parazitske bolesti,30
2004,Broj,Ž,(A00-B99) Infektivne i parazitske bolesti,49
2005,Broj,Ž,(A00-B99) Infektivne i parazitske bolesti,50
2006,Broj,Ž,(A00-B99) Infektivne i parazitske bolesti,38
2007,Broj,Ž,(A00-B99) Infektivne i parazitske bolesti,33
2008,Broj,Ž,(A00-B99) Infektivne i parazitske bolesti,46
2009,Broj,Ž,(A00-B99) Infektivne i parazitske bolesti,43
2010,Broj,Ž,(A00-B99) Infektivne i parazitske bolesti,37
2011,Broj,Ž,(A00-B99) Infektivne i parazitske bolesti,38
2012,Broj,Ž,(A00-B99) Infektivne i parazitske bolesti,66
2013,Broj,Ž,(A00-B99) Infektivne i parazitske bolesti,47
2014,Broj,Ž,(A00-B99) Infektivne i parazitske bolesti,56
2015,Broj,Ž,(A00-B99) Infektivne i parazitske bolesti,67
2016,Broj,Ž,(A00-B99) Infektivne i parazitske bolesti,83
2017,Broj,Ž,(A00-B99) Infektivne i parazitske bolesti,62
2018,Broj,Ž,(A00-B99) Infektivne i parazitske bolesti,75
2019,Broj,Ž,(A00-B99) Infektivne i parazitske bolesti,81
2020,Broj,Ž,(A00-B99) Infektivne i parazitske bolesti,75
2021,Broj,Ž,(A00-B99) Infektivne i parazitske bolesti,54
2022,Broj,Ž,(A00-B99) Infektivne i parazitske bolesti,96
2023,Broj,Ž,(A00-B99) Infektivne i parazitske bolesti,83
2003,Broj,Ž,"(C00-C97,D00-D48) Neoplazme",950
2004,Broj,Ž,"(C00-C97,D00-D48) Neoplazme",928
2005,Broj,Ž,"(C00-C97,D00-D48) Neoplazme",1072
2006,Broj,Ž,"(C00-C97,D00-D48) Neoplazme",1015
2007,Broj,Ž,"(C00-C97,D00-D48) Neoplazme",1109
2008,Broj,Ž,"(C00-C97,D00-D48) Neoplazme",1075
2009,Broj,Ž,"(C00-C97,D00-D48) Neoplazme",1161
2010,Broj,Ž,"(C00-C97,D00-D48) Neoplazme",1105
2011,Broj,Ž,"(C00-C97,D00-D48) Neoplazme",1118
2012,Broj,Ž,"(C00-C97,D00-D48) Neoplazme",1183
2013,Broj,Ž,"(C00-C97,D00-D48) Neoplazme",1231
2014,Broj,Ž,"(C00-C97,D00-D48) Neoplazme",1353
2015,Broj,Ž,"(C00-C97,D00-D48) Neoplazme",1355
2016,Broj,Ž,"(C00-C97,D00-D48) Neoplazme",1209
2017,Broj,Ž,"(C00-C97,D00-D48) Neoplazme",1268
2018,Broj,Ž,"(C00-C97,D00-D48) Neoplazme",1209
2019,Broj,Ž,"(C00-C97,D00-D48) Neoplazme",1186
2020,Broj,Ž,"(C00-C97,D00-D48) Neoplazme",1097
2021,Broj,Ž,"(C00-C97,D00-D48) Neoplazme",1065
2022,Broj,Ž,"(C00-C97,D00-D48) Neoplazme",1116
2023,Broj,Ž,"(C00-C97,D00-D48) Neoplazme",1088
2003,Broj,Ž,(D50-D89) Bolesti krvi i krvotvornih organa i neki poremećaji imunog sistema,2
2004,Broj,Ž,(D50-D89) Bolesti krvi i krvotvornih organa i neki poremećaji imunog sistema,11
2005,Broj,Ž,(D50-D89) Bolesti krvi i krvotvornih organa i neki poremećaji imunog sistema,10
2006,Broj,Ž,(D50-D89) Bolesti krvi i krvotvornih organa i neki poremećaji imunog sistema,4
2007,Broj,Ž,(D50-D89) Bolesti krvi i krvotvornih organa i neki poremećaji imunog sistema,10
2008,Broj,Ž,(D50-D89) Bolesti krvi i krvotvornih organa i neki poremećaji imunog sistema,5
2009,Broj,Ž,(D50-D89) Bolesti krvi i krvotvornih organa i neki poremećaji imunog sistema,9
2010,Broj,Ž,(D50-D89) Bolesti krvi i krvotvornih organa i neki poremećaji imunog sistema,10
2011,Broj,Ž,(D50-D89) Bolesti krvi i krvotvornih organa i neki poremećaji imunog sistema,10
2012,Broj,Ž,(D50-D89) Bolesti krvi i krvotvornih organa i neki poremećaji imunog sistema,6
2013,Broj,Ž,(D50-D89) Bolesti krvi i krvotvornih organa i neki poremećaji imunog sistema,8
2014,Broj,Ž,(D50-D89) Bolesti krvi i krvotvornih organa i neki poremećaji imunog sistema,8
2015,Broj,Ž,(D50-D89) Bolesti krvi i krvotvornih organa i neki poremećaji imunog sistema,10
2016,Broj,Ž,(D50-D89) Bolesti krvi i krvotvornih organa i neki poremećaji imunog sistema,15
2017,Broj,Ž,(D50-D89) Bolesti krvi i krvotvornih organa i neki poremećaji imunog sistema,17
2018,Broj,Ž,(D50-D89) Bolesti krvi i krvotvornih organa i neki poremećaji imunog sistema,18
2019,Broj,Ž,(D50-D89) Bolesti krvi i krvotvornih organa i neki poremećaji imunog sistema,16
2020,Broj,Ž,(D50-D89) Bolesti krvi i krvotvornih organa i neki poremećaji imunog sistema,15
2021,Broj,Ž,(D50-D89) Bolesti krvi i krvotvornih organa i neki poremećaji imunog sistema,15
2022,Broj,Ž,(D50-D89) Bolesti krvi i krvotvornih organa i neki poremećaji imunog sistema,19
2023,Broj,Ž,(D50-D89) Bolesti krvi i krvotvornih organa i neki poremećaji imunog sistema,7
2003,Broj,Ž,"(E00-E90) Bolesti žlijezda sa unutrašnjim lučenjem, ishrane i metabolizma",109
2004,Broj,Ž,"(E00-E90) Bolesti žlijezda sa unutrašnjim lučenjem, ishrane i metabolizma",92
2005,Broj,Ž,"(E00-E90) Bolesti žlijezda sa unutrašnjim lučenjem, ishrane i metabolizma",441
2006,Broj,Ž,"(E00-E90) Bolesti žlijezda sa unutrašnjim lučenjem, ishrane i metabolizma",484
2007,Broj,Ž,"(E00-E90) Bolesti žlijezda sa unutrašnjim lučenjem, ishrane i metabolizma",442
2008,Broj,Ž,"(E00-E90) Bolesti žlijezda sa unutrašnjim lučenjem, ishrane i metabolizma",454
2009,Broj,Ž,"(E00-E90) Bolesti žlijezda sa unutrašnjim lučenjem, ishrane i metabolizma",530
2010,Broj,Ž,"(E00-E90) Bolesti žlijezda sa unutrašnjim lučenjem, ishrane i metabolizma",402
2011,Broj,Ž,"(E00-E90) Bolesti žlijezda sa unutrašnjim lučenjem, ishrane i metabolizma",397
2012,Broj,Ž,"(E00-E90) Bolesti žlijezda sa unutrašnjim lučenjem, ishrane i metabolizma",350
2013,Broj,Ž,"(E00-E90) Bolesti žlijezda sa unutrašnjim lučenjem, ishrane i metabolizma",459
2014,Broj,Ž,"(E00-E90) Bolesti žlijezda sa unutrašnjim lučenjem, ishrane i metabolizma",501
2015,Broj,Ž,"(E00-E90) Bolesti žlijezda sa unutrašnjim lučenjem, ishrane i metabolizma",400
2016,Broj,Ž,"(E00-E90) Bolesti žlijezda sa unutrašnjim lučenjem, ishrane i metabolizma",378
2017,Broj,Ž,"(E00-E90) Bolesti žlijezda sa unutrašnjim lučenjem, ishrane i metabolizma",452
2018,Broj,Ž,"(E00-E90) Bolesti žlijezda sa unutrašnjim lučenjem, ishrane i metabolizma",458
2019,Broj,Ž,"(E00-E90) Bolesti žlijezda sa unutrašnjim lučenjem, ishrane i metabolizma",343
2020,Broj,Ž,"(E00-E90) Bolesti žlijezda sa unutrašnjim lučenjem, ishrane i metabolizma",485
2021,Broj,Ž,"(E00-E90) Bolesti žlijezda sa unutrašnjim lučenjem, ishrane i metabolizma",534
2022,Broj,Ž,"(E00-E90) Bolesti žlijezda sa unutrašnjim lučenjem, ishrane i metabolizma",559
2023,Broj,Ž,"(E00-E90) Bolesti žlijezda sa unutrašnjim lučenjem, ishrane i metabolizma",497
2003,Broj,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,9
2004,Broj,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,12
2005,Broj,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,16
2006,Broj,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,15
2007,Broj,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,20
2008,Broj,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,19
2009,Broj,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,30
2010,Broj,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,11
2011,Broj,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,14
2012,Broj,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,12
2013,Broj,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,31
2014,Broj,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,21
2015,Broj,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,28
2016,Broj,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,26
2017,Broj,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,43
2018,Broj,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,30
2019,Broj,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,22
2020,Broj,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,29
2021,Broj,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,44
2022,Broj,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,38
2023,Broj,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,38
2003,Broj,Ž,(G00-G99) Bolesti nervnog sistema,26
2004,Broj,Ž,(G00-G99) Bolesti nervnog sistema,38
2005,Broj,Ž,(G00-G99) Bolesti nervnog sistema,84
2006,Broj,Ž,(G00-G99) Bolesti nervnog sistema,73
2007,Broj,Ž,(G00-G99) Bolesti nervnog sistema,70
2008,Broj,Ž,(G00-G99) Bolesti nervnog sistema,55
2009,Broj,Ž,(G00-G99) Bolesti nervnog sistema,55
2010,Broj,Ž,(G00-G99) Bolesti nervnog sistema,76
2011,Broj,Ž,(G00-G99) Bolesti nervnog sistema,97
2012,Broj,Ž,(G00-G99) Bolesti nervnog sistema,102
2013,Broj,Ž,(G00-G99) Bolesti nervnog sistema,87
2014,Broj,Ž,(G00-G99) Bolesti nervnog sistema,89
2015,Broj,Ž,(G00-G99) Bolesti nervnog sistema,106
2016,Broj,Ž,(G00-G99) Bolesti nervnog sistema,75
2017,Broj,Ž,(G00-G99) Bolesti nervnog sistema,95
2018,Broj,Ž,(G00-G99) Bolesti nervnog sistema,87
2019,Broj,Ž,(G00-G99) Bolesti nervnog sistema,81
2020,Broj,Ž,(G00-G99) Bolesti nervnog sistema,97
2021,Broj,Ž,(G00-G99) Bolesti nervnog sistema,73
2022,Broj,Ž,(G00-G99) Bolesti nervnog sistema,78
2023,Broj,Ž,(G00-G99) Bolesti nervnog sistema,79
2003,Broj,Ž,(H00-H59) Bolesti oka i pripojka oka,0
2004,Broj,Ž,(H00-H59) Bolesti oka i pripojka oka,0
2005,Broj,Ž,(H00-H59) Bolesti oka i pripojka oka,0
2006,Broj,Ž,(H00-H59) Bolesti oka i pripojka oka,0
2007,Broj,Ž,(H00-H59) Bolesti oka i pripojka oka,0
2008,Broj,Ž,(H00-H59) Bolesti oka i pripojka oka,0
2009,Broj,Ž,(H00-H59) Bolesti oka i pripojka oka,0
2010,Broj,Ž,(H00-H59) Bolesti oka i pripojka oka,0
2011,Broj,Ž,(H00-H59) Bolesti oka i pripojka oka,0
2012,Broj,Ž,(H00-H59) Bolesti oka i pripojka oka,0
2013,Broj,Ž,(H00-H59) Bolesti oka i pripojka oka,0
2014,Broj,Ž,(H00-H59) Bolesti oka i pripojka oka,0
2015,Broj,Ž,(H00-H59) Bolesti oka i pripojka oka,0
2016,Broj,Ž,(H00-H59) Bolesti oka i pripojka oka,0
2017,Broj,Ž,(H00-H59) Bolesti oka i pripojka oka,0
2018,Broj,Ž,(H00-H59) Bolesti oka i pripojka oka,0
2019,Broj,Ž,(H00-H59) Bolesti oka i pripojka oka,0
2020,Broj,Ž,(H00-H59) Bolesti oka i pripojka oka,0
2021,Broj,Ž,(H00-H59) Bolesti oka i pripojka oka,0
2022,Broj,Ž,(H00-H59) Bolesti oka i pripojka oka,0
2023,Broj,Ž,(H00-H59) Bolesti oka i pripojka oka,0
2003,Broj,Ž,(H60-H93) Bolesti uva i mastoidnog nastavka,0
2004,Broj,Ž,(H60-H93) Bolesti uva i mastoidnog nastavka,0
2005,Broj,Ž,(H60-H93) Bolesti uva i mastoidnog nastavka,0
