Year,UNIT_MEASURE,Administrativna oblast,Spol,Disabilities,Value
2013,Broj,NEVESINJE,M,memory,55
2013,Broj,NEVESINJE,Ž,memory,89
2013,Broj,NOVI GRAD,Oba spola,memory,475
2013,Broj,NOVI GRAD,M,memory,223
2013,Broj,NOVI GRAD,Ž,memory,252
2013,Broj,NOVO GORAZDE,Oba spola,memory,36
2013,Broj,NOVO GORAZDE,M,memory,13
2013,Broj,NOVO GORAZDE,Ž,memory,23
2013,Broj,OSMACI,Oba spola,memory,95
2013,Broj,OSMACI,M,memory,43
2013,Broj,OSMACI,Ž,memory,52
2013,Broj,OSTRA LUKA,Oba spola,memory,60
2013,Broj,OSTRA LUKA,M,memory,30
2013,Broj,OSTRA LUKA,Ž,memory,30
2013,Broj,PALE,Oba spola,memory,212
2013,Broj,PALE,M,memory,91
2013,Broj,PALE,Ž,memory,121
2013,Broj,PELAGICEVO,Oba spola,memory,133
2013,Broj,PELAGICEVO,M,memory,65
2013,Broj,PELAGICEVO,Ž,memory,68
2013,Broj,PETROVAC,Oba spola,memory,3
2013,Broj,PETROVAC,M,memory,1
2013,Broj,PETROVAC,Ž,memory,2
2013,Broj,PETROVO,Oba spola,memory,150
2013,Broj,PETROVO,M,memory,62
2013,Broj,PETROVO,Ž,memory,88
2013,Broj,PRIJEDOR,Oba spola,memory,1532
2013,Broj,PRIJEDOR,M,memory,766
2013,Broj,PRIJEDOR,Ž,memory,766
2013,Broj,PRNJAVOR,Oba spola,memory,567
2013,Broj,PRNJAVOR,M,memory,240
2013,Broj,PRNJAVOR,Ž,memory,327
2013,Broj,RIBNIK,Oba spola,memory,123
2013,Broj,RIBNIK,M,memory,56
2013,Broj,RIBNIK,Ž,memory,67
2013,Broj,ROGATICA,Oba spola,memory,169
2013,Broj,ROGATICA,M,memory,72
2013,Broj,ROGATICA,Ž,memory,97
2013,Broj,RUDO,Oba spola,memory,123
2013,Broj,RUDO,M,memory,53
2013,Broj,RUDO,Ž,memory,70
2013,Broj,SOKOLAC,Oba spola,memory,164
2013,Broj,SOKOLAC,M,memory,64
2013,Broj,SOKOLAC,Ž,memory,100
2013,Broj,SRBAC,Oba spola,memory,316
2013,Broj,SRBAC,M,memory,148
2013,Broj,SRBAC,Ž,memory,168
2013,Broj,SREBRENICA,Oba spola,memory,218
2013,Broj,SREBRENICA,M,memory,82
2013,Broj,SREBRENICA,Ž,memory,136
2013,Broj,TESLIC,Oba spola,memory,644
2013,Broj,TESLIC,M,memory,272
2013,Broj,TESLIC,Ž,memory,372
2013,Broj,TREBINJE,Oba spola,memory,313
2013,Broj,TREBINJE,M,memory,143
2013,Broj,TREBINJE,Ž,memory,170
2013,Broj,TRNOVO,Oba spola,memory,39
2013,Broj,TRNOVO,M,memory,22
2013,Broj,TRNOVO,Ž,memory,17
2013,Broj,UGLJEVIK,Oba spola,memory,191
2013,Broj,UGLJEVIK,M,memory,78
2013,Broj,UGLJEVIK,Ž,memory,113
2013,Broj,FOCA,Oba spola,memory,265
2013,Broj,FOCA,M,memory,126
2013,Broj,FOCA,Ž,memory,139
2013,Broj,HAN PIJESAK,Oba spola,memory,49
2013,Broj,HAN PIJESAK,M,memory,15
2013,Broj,HAN PIJESAK,Ž,memory,34
2013,Broj,CAJNICE,Oba spola,memory,67
2013,Broj,CAJNICE,M,memory,30
2013,Broj,CAJNICE,Ž,memory,37
2013,Broj,CELINAC,Oba spola,memory,298
2013,Broj,CELINAC,M,memory,150
2013,Broj,CELINAC,Ž,memory,148
2013,Broj,SAMAC,Oba spola,memory,252
2013,Broj,SAMAC,M,memory,110
2013,Broj,SAMAC,Ž,memory,142
2013,Broj,SEKOVICI,Oba spola,memory,94
2013,Broj,SEKOVICI,M,memory,38
2013,Broj,SEKOVICI,Ž,memory,56
2013,Broj,SIPOVO,Oba spola,memory,137
2013,Broj,SIPOVO,M,memory,61
2013,Broj,SIPOVO,Ž,memory,76
2013,Broj,REPUBLIKA SRPSKA,Oba spola,dressing,13502
2013,Broj,REPUBLIKA SRPSKA,M,dressing,5773
2013,Broj,REPUBLIKA SRPSKA,Ž,dressing,7729
2013,Broj,BANJA LUKA,Oba spola,dressing,1717
2013,Broj,BANJA LUKA,M,dressing,774
2013,Broj,BANJA LUKA,Ž,dressing,943
2013,Broj,BERKOVICI,Oba spola,dressing,29
2013,Broj,BERKOVICI,M,dressing,11
2013,Broj,BERKOVICI,Ž,dressing,18
2013,Broj,BIJELJINA,Oba spola,dressing,1050
2013,Broj,BIJELJINA,M,dressing,468
2013,Broj,BIJELJINA,Ž,dressing,582
2013,Broj,BILECA,Oba spola,dressing,107
2013,Broj,BILECA,M,dressing,44
2013,Broj,BILECA,Ž,dressing,63
2013,Broj,BRATUNAC,Oba spola,dressing,172
2013,Broj,BRATUNAC,M,dressing,76
2013,Broj,BRATUNAC,Ž,dressing,96
2013,Broj,BROD,Oba spola,dressing,143
2013,Broj,BROD,M,dressing,55
2013,Broj,BROD,Ž,dressing,88
2013,Broj,VISEGRAD,Oba spola,dressing,232
2013,Broj,VISEGRAD,M,dressing,60
2013,Broj,VISEGRAD,Ž,dressing,172
2013,Broj,VLASENICA,Oba spola,dressing,104
2013,Broj,VLASENICA,M,dressing,49
2013,Broj,VLASENICA,Ž,dressing,55
2013,Broj,VUKOSAVLJE,Oba spola,dressing,53
2013,Broj,VUKOSAVLJE,M,dressing,30
2013,Broj,VUKOSAVLJE,Ž,dressing,23
2013,Broj,GACKO,Oba spola,dressing,74
2013,Broj,GACKO,M,dressing,25
2013,Broj,GACKO,Ž,dressing,49
2013,Broj,GRADISKA,Oba spola,dressing,617
2013,Broj,GRADISKA,M,dressing,252
2013,Broj,GRADISKA,Ž,dressing,365
2013,Broj,DERVENTA,Oba spola,dressing,298
2013,Broj,DERVENTA,M,dressing,114
2013,Broj,DERVENTA,Ž,dressing,184
2013,Broj,DOBOJ,Oba spola,dressing,1011
2013,Broj,DOBOJ,M,dressing,408
2013,Broj,DOBOJ,Ž,dressing,603
2013,Broj,DONJI ZABAR,Oba spola,dressing,31
2013,Broj,DONJI ZABAR,M,dressing,11
2013,Broj,DONJI ZABAR,Ž,dressing,20
2013,Broj,ZVORNIK,Oba spola,dressing,518
2013,Broj,ZVORNIK,M,dressing,239
2013,Broj,ZVORNIK,Ž,dressing,279
2013,Broj,ISTOCNA ILIDZA,Oba spola,dressing,175
2013,Broj,ISTOCNA ILIDZA,M,dressing,83
2013,Broj,ISTOCNA ILIDZA,Ž,dressing,92
2013,Broj,ISTOCNI DRVAR,Oba spola,dressing,0
2013,Broj,ISTOCNI DRVAR,M,dressing,0
2013,Broj,ISTOCNI DRVAR,Ž,dressing,0
2013,Broj,ISTOCNI MOSTAR,Oba spola,dressing,2
2013,Broj,ISTOCNI MOSTAR,M,dressing,1
2013,Broj,ISTOCNI MOSTAR,Ž,dressing,1
2013,Broj,ISTOCNI STARI GRAD,Oba spola,dressing,15
2013,Broj,ISTOCNI STARI GRAD,M,dressing,6
2013,Broj,ISTOCNI STARI GRAD,Ž,dressing,9
2013,Broj,ISTOCNO NOVO SARAJEVO,Oba spola,dressing,77
2013,Broj,ISTOCNO NOVO SARAJEVO,M,dressing,34
2013,Broj,ISTOCNO NOVO SARAJEVO,Ž,dressing,43
2013,Broj,JEZERO,Oba spola,dressing,18
2013,Broj,JEZERO,M,dressing,9
2013,Broj,JEZERO,Ž,dressing,9
2013,Broj,KALINOVIK,Oba spola,dressing,26
2013,Broj,KALINOVIK,M,dressing,8
2013,Broj,KALINOVIK,Ž,dressing,18
2013,Broj,KNEZEVO,Oba spola,dressing,171
2013,Broj,KNEZEVO,M,dressing,70
2013,Broj,KNEZEVO,Ž,dressing,101
2013,Broj,KOZARSKA DUBICA,Oba spola,dressing,243
2013,Broj,KOZARSKA DUBICA,M,dressing,108
2013,Broj,KOZARSKA DUBICA,Ž,dressing,135
2013,Broj,KOSTAJNICA,Oba spola,dressing,69
2013,Broj,KOSTAJNICA,M,dressing,24
2013,Broj,KOSTAJNICA,Ž,dressing,45
2013,Broj,KOTOR VAROS,Oba spola,dressing,228
2013,Broj,KOTOR VAROS,M,dressing,100
2013,Broj,KOTOR VAROS,Ž,dressing,128
2013,Broj,KRUPA NA UNI,Oba spola,dressing,19
2013,Broj,KRUPA NA UNI,M,dressing,5
2013,Broj,KRUPA NA UNI,Ž,dressing,14
2013,Broj,KUPRES,Oba spola,dressing,6
2013,Broj,KUPRES,M,dressing,3
2013,Broj,KUPRES,Ž,dressing,3
2013,Broj,LAKTASI,Oba spola,dressing,324
2013,Broj,LAKTASI,M,dressing,162
2013,Broj,LAKTASI,Ž,dressing,162
2013,Broj,LOPARE,Oba spola,dressing,190
2013,Broj,LOPARE,M,dressing,85
2013,Broj,LOPARE,Ž,dressing,105
2013,Broj,LJUBINJE,Oba spola,dressing,44
2013,Broj,LJUBINJE,M,dressing,18
2013,Broj,LJUBINJE,Ž,dressing,26
2013,Broj,MILICI,Oba spola,dressing,107
2013,Broj,MILICI,M,dressing,42
2013,Broj,MILICI,Ž,dressing,65
2013,Broj,MODRICA,Oba spola,dressing,383
2013,Broj,MODRICA,M,dressing,152
2013,Broj,MODRICA,Ž,dressing,231
2013,Broj,MRKONJIC GRAD,Oba spola,dressing,203
2013,Broj,MRKONJIC GRAD,M,dressing,83
2013,Broj,MRKONJIC GRAD,Ž,dressing,120
2013,Broj,NEVESINJE,Oba spola,dressing,104
2013,Broj,NEVESINJE,M,dressing,38
2013,Broj,NEVESINJE,Ž,dressing,66
2013,Broj,NOVI GRAD,Oba spola,dressing,373
2013,Broj,NOVI GRAD,M,dressing,156
2013,Broj,NOVI GRAD,Ž,dressing,217
2013,Broj,NOVO GORAZDE,Oba spola,dressing,20
2013,Broj,NOVO GORAZDE,M,dressing,7
2013,Broj,NOVO GORAZDE,Ž,dressing,13
2013,Broj,OSMACI,Oba spola,dressing,43
2013,Broj,OSMACI,M,dressing,16
2013,Broj,OSMACI,Ž,dressing,27
2013,Broj,OSTRA LUKA,Oba spola,dressing,39
2013,Broj,OSTRA LUKA,M,dressing,17
2013,Broj,OSTRA LUKA,Ž,dressing,22
2013,Broj,PALE,Oba spola,dressing,174
2013,Broj,PALE,M,dressing,80
2013,Broj,PALE,Ž,dressing,94
2013,Broj,PELAGICEVO,Oba spola,dressing,71
2013,Broj,PELAGICEVO,M,dressing,33
2013,Broj,PELAGICEVO,Ž,dressing,38
2013,Broj,PETROVAC,Oba spola,dressing,4
2013,Broj,PETROVAC,M,dressing,1
2013,Broj,PETROVAC,Ž,dressing,3
2013,Broj,PETROVO,Oba spola,dressing,106
2013,Broj,PETROVO,M,dressing,40
2013,Broj,PETROVO,Ž,dressing,66
2013,Broj,PRIJEDOR,Oba spola,dressing,1081
2013,Broj,PRIJEDOR,M,dressing,517
2013,Broj,PRIJEDOR,Ž,dressing,564
2013,Broj,PRNJAVOR,Oba spola,dressing,418
2013,Broj,PRNJAVOR,M,dressing,182
2013,Broj,PRNJAVOR,Ž,dressing,236
2013,Broj,RIBNIK,Oba spola,dressing,111
2013,Broj,RIBNIK,M,dressing,50
2013,Broj,RIBNIK,Ž,dressing,61
2013,Broj,ROGATICA,Oba spola,dressing,153
2013,Broj,ROGATICA,M,dressing,59
2013,Broj,ROGATICA,Ž,dressing,94
2013,Broj,RUDO,Oba spola,dressing,85
2013,Broj,RUDO,M,dressing,40
2013,Broj,RUDO,Ž,dressing,45
2013,Broj,SOKOLAC,Oba spola,dressing,143
2013,Broj,SOKOLAC,M,dressing,55
2013,Broj,SOKOLAC,Ž,dressing,88
2013,Broj,SRBAC,Oba spola,dressing,174
2013,Broj,SRBAC,M,dressing,78
2013,Broj,SRBAC,Ž,dressing,96
2013,Broj,SREBRENICA,Oba spola,dressing,99
2013,Broj,SREBRENICA,M,dressing,34
2013,Broj,SREBRENICA,Ž,dressing,65
2013,Broj,TESLIC,Oba spola,dressing,499
2013,Broj,TESLIC,M,dressing,209
2013,Broj,TESLIC,Ž,dressing,290
2013,Broj,TREBINJE,Oba spola,dressing,283
2013,Broj,TREBINJE,M,dressing,104
2013,Broj,TREBINJE,Ž,dressing,179
2013,Broj,TRNOVO,Oba spola,dressing,31
2013,Broj,TRNOVO,M,dressing,12
2013,Broj,TRNOVO,Ž,dressing,19
2013,Broj,UGLJEVIK,Oba spola,dressing,151
2013,Broj,UGLJEVIK,M,dressing,63
2013,Broj,UGLJEVIK,Ž,dressing,88
2013,Broj,FOCA,Oba spola,dressing,230
2013,Broj,FOCA,M,dressing,97
2013,Broj,FOCA,Ž,dressing,133
2013,Broj,HAN PIJESAK,Oba spola,dressing,48
2013,Broj,HAN PIJESAK,M,dressing,15
2013,Broj,HAN PIJESAK,Ž,dressing,33
2013,Broj,CAJNICE,Oba spola,dressing,50
2013,Broj,CAJNICE,M,dressing,23
2013,Broj,CAJNICE,Ž,dressing,27
2013,Broj,CELINAC,Oba spola,dressing,210
2013,Broj,CELINAC,M,dressing,96
2013,Broj,CELINAC,Ž,dressing,114
2013,Broj,SAMAC,Oba spola,dressing,159
2013,Broj,SAMAC,M,dressing,67
2013,Broj,SAMAC,Ž,dressing,92
2013,Broj,SEKOVICI,Oba spola,dressing,60
2013,Broj,SEKOVICI,M,dressing,29
2013,Broj,SEKOVICI,Ž,dressing,31
2013,Broj,SIPOVO,Oba spola,dressing,127
2013,Broj,SIPOVO,M,dressing,46
2013,Broj,SIPOVO,Ž,dressing,81
2013,Broj,REPUBLIKA SRPSKA,Oba spola,communication,10723
2013,Broj,REPUBLIKA SRPSKA,M,communication,5103
2013,Broj,REPUBLIKA SRPSKA,Ž,communication,5620
2013,Broj,BANJA LUKA,Oba spola,communication,1307
2013,Broj,BANJA LUKA,M,communication,670
2013,Broj,BANJA LUKA,Ž,communication,637
2013,Broj,BERKOVICI,Oba spola,communication,26
2013,Broj,BERKOVICI,M,communication,11
2013,Broj,BERKOVICI,Ž,communication,15
2013,Broj,BIJELJINA,Oba spola,communication,793
2013,Broj,BIJELJINA,M,communication,398
2013,Broj,BIJELJINA,Ž,communication,395
2013,Broj,BILECA,Oba spola,communication,89
2013,Broj,BILECA,M,communication,44
2013,Broj,BILECA,Ž,communication,45
2013,Broj,BRATUNAC,Oba spola,communication,135
2013,Broj,BRATUNAC,M,communication,56
2013,Broj,BRATUNAC,Ž,communication,79
2013,Broj,BROD,Oba spola,communication,121
2013,Broj,BROD,M,communication,60
2013,Broj,BROD,Ž,communication,61
2013,Broj,VISEGRAD,Oba spola,communication,202
2013,Broj,VISEGRAD,M,communication,55
2013,Broj,VISEGRAD,Ž,communication,147
2013,Broj,VLASENICA,Oba spola,communication,96
2013,Broj,VLASENICA,M,communication,50
2013,Broj,VLASENICA,Ž,communication,46
2013,Broj,VUKOSAVLJE,Oba spola,communication,50
2013,Broj,VUKOSAVLJE,M,communication,26
2013,Broj,VUKOSAVLJE,Ž,communication,24
2013,Broj,GACKO,Oba spola,communication,70
2013,Broj,GACKO,M,communication,30
2013,Broj,GACKO,Ž,communication,40
2013,Broj,GRADISKA,Oba spola,communication,504
2013,Broj,GRADISKA,M,communication,220
2013,Broj,GRADISKA,Ž,communication,284
2013,Broj,DERVENTA,Oba spola,communication,255
2013,Broj,DERVENTA,M,communication,118
2013,Broj,DERVENTA,Ž,communication,137
2013,Broj,DOBOJ,Oba spola,communication,786
2013,Broj,DOBOJ,M,communication,353
2013,Broj,DOBOJ,Ž,communication,433
2013,Broj,DONJI ZABAR,Oba spola,communication,23
2013,Broj,DONJI ZABAR,M,communication,13
2013,Broj,DONJI ZABAR,Ž,communication,10
2013,Broj,ZVORNIK,Oba spola,communication,402
2013,Broj,ZVORNIK,M,communication,184
2013,Broj,ZVORNIK,Ž,communication,218
2013,Broj,ISTOCNA ILIDZA,Oba spola,communication,113
2013,Broj,ISTOCNA ILIDZA,M,communication,54
2013,Broj,ISTOCNA ILIDZA,Ž,communication,59
2013,Broj,ISTOCNI DRVAR,Oba spola,communication,0
2013,Broj,ISTOCNI DRVAR,M,communication,0
2013,Broj,ISTOCNI DRVAR,Ž,communication,0
2013,Broj,ISTOCNI MOSTAR,Oba spola,communication,2
2013,Broj,ISTOCNI MOSTAR,M,communication,1
2013,Broj,ISTOCNI MOSTAR,Ž,communication,1
2013,Broj,ISTOCNI STARI GRAD,Oba spola,communication,14
2013,Broj,ISTOCNI STARI GRAD,M,communication,9
2013,Broj,ISTOCNI STARI GRAD,Ž,communication,5
2013,Broj,ISTOCNO NOVO SARAJEVO,Oba spola,communication,65
2013,Broj,ISTOCNO NOVO SARAJEVO,M,communication,33
2013,Broj,ISTOCNO NOVO SARAJEVO,Ž,communication,32
2013,Broj,JEZERO,Oba spola,communication,14
2013,Broj,JEZERO,M,communication,6
2013,Broj,JEZERO,Ž,communication,8
2013,Broj,KALINOVIK,Oba spola,communication,17
2013,Broj,KALINOVIK,M,communication,8
2013,Broj,KALINOVIK,Ž,communication,9
2013,Broj,KNEZEVO,Oba spola,communication,140
2013,Broj,KNEZEVO,M,communication,59
2013,Broj,KNEZEVO,Ž,communication,81
2013,Broj,KOZARSKA DUBICA,Oba spola,communication,187
2013,Broj,KOZARSKA DUBICA,M,communication,94
2013,Broj,KOZARSKA DUBICA,Ž,communication,93
2013,Broj,KOSTAJNICA,Oba spola,communication,53
2013,Broj,KOSTAJNICA,M,communication,21
2013,Broj,KOSTAJNICA,Ž,communication,32
2013,Broj,KOTOR VAROS,Oba spola,communication,176
2013,Broj,KOTOR VAROS,M,communication,84
2013,Broj,KOTOR VAROS,Ž,communication,92
2013,Broj,KRUPA NA UNI,Oba spola,communication,20
2013,Broj,KRUPA NA UNI,M,communication,8
2013,Broj,KRUPA NA UNI,Ž,communication,12
2013,Broj,KUPRES,Oba spola,communication,6
2013,Broj,KUPRES,M,communication,4
2013,Broj,KUPRES,Ž,communication,2
2013,Broj,LAKTASI,Oba spola,communication,283
2013,Broj,LAKTASI,M,communication,148
2013,Broj,LAKTASI,Ž,communication,135
2013,Broj,LOPARE,Oba spola,communication,168
2013,Broj,LOPARE,M,communication,86
2013,Broj,LOPARE,Ž,communication,82
2013,Broj,LJUBINJE,Oba spola,communication,31
2013,Broj,LJUBINJE,M,communication,14
2013,Broj,LJUBINJE,Ž,communication,17
2013,Broj,MILICI,Oba spola,communication,77
2013,Broj,MILICI,M,communication,27
2013,Broj,MILICI,Ž,communication,50
2013,Broj,MODRICA,Oba spola,communication,309
2013,Broj,MODRICA,M,communication,139
2013,Broj,MODRICA,Ž,communication,170
2013,Broj,MRKONJIC GRAD,Oba spola,communication,176
2013,Broj,MRKONJIC GRAD,M,communication,73
2013,Broj,MRKONJIC GRAD,Ž,communication,103
2013,Broj,NEVESINJE,Oba spola,communication,107
2013,Broj,NEVESINJE,M,communication,43
2013,Broj,NEVESINJE,Ž,communication,64
2013,Broj,NOVI GRAD,Oba spola,communication,277
2013,Broj,NOVI GRAD,M,communication,121
2013,Broj,NOVI GRAD,Ž,communication,156
2013,Broj,NOVO GORAZDE,Oba spola,communication,18
2013,Broj,NOVO GORAZDE,M,communication,5
2013,Broj,NOVO GORAZDE,Ž,communication,13
2013,Broj,OSMACI,Oba spola,communication,40
2013,Broj,OSMACI,M,communication,19
2013,Broj,OSMACI,Ž,communication,21
2013,Broj,OSTRA LUKA,Oba spola,communication,26
2013,Broj,OSTRA LUKA,M,communication,10
2013,Broj,OSTRA LUKA,Ž,communication,16
2013,Broj,PALE,Oba spola,communication,130
2013,Broj,PALE,M,communication,59
2013,Broj,PALE,Ž,communication,71
2013,Broj,PELAGICEVO,Oba spola,communication,68
2013,Broj,PELAGICEVO,M,communication,33
2013,Broj,PELAGICEVO,Ž,communication,35
2013,Broj,PETROVAC,Oba spola,communication,1
2013,Broj,PETROVAC,M,communication,0
2013,Broj,PETROVAC,Ž,communication,1
2013,Broj,PETROVO,Oba spola,communication,64
2013,Broj,PETROVO,M,communication,36
2013,Broj,PETROVO,Ž,communication,28
2013,Broj,PRIJEDOR,Oba spola,communication,927
2013,Broj,PRIJEDOR,M,communication,517
2013,Broj,PRIJEDOR,Ž,communication,410
2013,Broj,PRNJAVOR,Oba spola,communication,320
2013,Broj,PRNJAVOR,M,communication,162
2013,Broj,PRNJAVOR,Ž,communication,158
2013,Broj,RIBNIK,Oba spola,communication,91
2013,Broj,RIBNIK,M,communication,45
2013,Broj,RIBNIK,Ž,communication,46
2013,Broj,ROGATICA,Oba spola,communication,90
2013,Broj,ROGATICA,M,communication,45
2013,Broj,ROGATICA,Ž,communication,45
2013,Broj,RUDO,Oba spola,communication,68
2013,Broj,RUDO,M,communication,29
2013,Broj,RUDO,Ž,communication,39
2013,Broj,SOKOLAC,Oba spola,communication,112
2013,Broj,SOKOLAC,M,communication,43
2013,Broj,SOKOLAC,Ž,communication,69
2013,Broj,SRBAC,Oba spola,communication,171
2013,Broj,SRBAC,M,communication,81
2013,Broj,SRBAC,Ž,communication,90
2013,Broj,SREBRENICA,Oba spola,communication,80
2013,Broj,SREBRENICA,M,communication,33
2013,Broj,SREBRENICA,Ž,communication,47
2013,Broj,TESLIC,Oba spola,communication,387
2013,Broj,TESLIC,M,communication,189
2013,Broj,TESLIC,Ž,communication,198
2013,Broj,TREBINJE,Oba spola,communication,205
2013,Broj,TREBINJE,M,communication,94
2013,Broj,TREBINJE,Ž,communication,111
2013,Broj,TRNOVO,Oba spola,communication,22
2013,Broj,TRNOVO,M,communication,12
2013,Broj,TRNOVO,Ž,communication,10
2013,Broj,UGLJEVIK,Oba spola,communication,93
2013,Broj,UGLJEVIK,M,communication,41
2013,Broj,UGLJEVIK,Ž,communication,52
2013,Broj,FOCA,Oba spola,communication,170
2013,Broj,FOCA,M,communication,81
2013,Broj,FOCA,Ž,communication,89
2013,Broj,HAN PIJESAK,Oba spola,communication,36
2013,Broj,HAN PIJESAK,M,communication,14
2013,Broj,HAN PIJESAK,Ž,communication,22
2013,Broj,CAJNICE,Oba spola,communication,41
2013,Broj,CAJNICE,M,communication,17
2013,Broj,CAJNICE,Ž,communication,24
2013,Broj,CELINAC,Oba spola,communication,163
2013,Broj,CELINAC,M,communication,72
2013,Broj,CELINAC,Ž,communication,91
2013,Broj,SAMAC,Oba spola,communication,146
2013,Broj,SAMAC,M,communication,71
2013,Broj,SAMAC,Ž,communication,75
2013,Broj,SEKOVICI,Oba spola,communication,68
2013,Broj,SEKOVICI,M,communication,33
2013,Broj,SEKOVICI,Ž,communication,35
2013,Broj,SIPOVO,Oba spola,communication,92
2013,Broj,SIPOVO,M,communication,42
2013,Broj,SIPOVO,Ž,communication,50
2013,Broj,REPUBLIKA SRPSKA,Oba spola,more_disabilities,38298
2013,Broj,REPUBLIKA SRPSKA,M,more_disabilities,16292
2013,Broj,REPUBLIKA SRPSKA,Ž,more_disabilities,22006
2013,Broj,BANJA LUKA,Oba spola,more_disabilities,4944
2013,Broj,BANJA LUKA,M,more_disabilities,2158
2013,Broj,BANJA LUKA,Ž,more_disabilities,2786
2013,Broj,BERKOVICI,Oba spola,more_disabilities,73
2013,Broj,BERKOVICI,M,more_disabilities,32
2013,Broj,BERKOVICI,Ž,more_disabilities,41
2013,Broj,BIJELJINA,Oba spola,more_disabilities,3094
2013,Broj,BIJELJINA,M,more_disabilities,1359
2013,Broj,BIJELJINA,Ž,more_disabilities,1735
2013,Broj,BILECA,Oba spola,more_disabilities,350
2013,Broj,BILECA,M,more_disabilities,151
2013,Broj,BILECA,Ž,more_disabilities,199
2013,Broj,BRATUNAC,Oba spola,more_disabilities,566
2013,Broj,BRATUNAC,M,more_disabilities,243
2013,Broj,BRATUNAC,Ž,more_disabilities,323
2013,Broj,BROD,Oba spola,more_disabilities,485
2013,Broj,BROD,M,more_disabilities,194
2013,Broj,BROD,Ž,more_disabilities,291
2013,Broj,VISEGRAD,Oba spola,more_disabilities,477
2013,Broj,VISEGRAD,M,more_disabilities,145
2013,Broj,VISEGRAD,Ž,more_disabilities,332
2013,Broj,VLASENICA,Oba spola,more_disabilities,305
2013,Broj,VLASENICA,M,more_disabilities,130
2013,Broj,VLASENICA,Ž,more_disabilities,175
2013,Broj,VUKOSAVLJE,Oba spola,more_disabilities,158
2013,Broj,VUKOSAVLJE,M,more_disabilities,77
2013,Broj,VUKOSAVLJE,Ž,more_disabilities,81
2013,Broj,GACKO,Oba spola,more_disabilities,219
2013,Broj,GACKO,M,more_disabilities,84
2013,Broj,GACKO,Ž,more_disabilities,135
2013,Broj,GRADISKA,Oba spola,more_disabilities,1641
2013,Broj,GRADISKA,M,more_disabilities,637
2013,Broj,GRADISKA,Ž,more_disabilities,1004
2013,Broj,DERVENTA,Oba spola,more_disabilities,938
2013,Broj,DERVENTA,M,more_disabilities,385
2013,Broj,DERVENTA,Ž,more_disabilities,553
2013,Broj,DOBOJ,Oba spola,more_disabilities,3008
2013,Broj,DOBOJ,M,more_disabilities,1227
2013,Broj,DOBOJ,Ž,more_disabilities,1781
2013,Broj,DONJI ZABAR,Oba spola,more_disabilities,89
2013,Broj,DONJI ZABAR,M,more_disabilities,42
2013,Broj,DONJI ZABAR,Ž,more_disabilities,47
2013,Broj,ZVORNIK,Oba spola,more_disabilities,1546
2013,Broj,ZVORNIK,M,more_disabilities,670
2013,Broj,ZVORNIK,Ž,more_disabilities,876
2013,Broj,ISTOCNA ILIDZA,Oba spola,more_disabilities,394
2013,Broj,ISTOCNA ILIDZA,M,more_disabilities,171
2013,Broj,ISTOCNA ILIDZA,Ž,more_disabilities,223
2013,Broj,ISTOCNI DRVAR,Oba spola,more_disabilities,4
2013,Broj,ISTOCNI DRVAR,M,more_disabilities,1
2013,Broj,ISTOCNI DRVAR,Ž,more_disabilities,3
2013,Broj,ISTOCNI MOSTAR,Oba spola,more_disabilities,7
2013,Broj,ISTOCNI MOSTAR,M,more_disabilities,2
2013,Broj,ISTOCNI MOSTAR,Ž,more_disabilities,5
2013,Broj,ISTOCNI STARI GRAD,Oba spola,more_disabilities,32
2013,Broj,ISTOCNI STARI GRAD,M,more_disabilities,16
2013,Broj,ISTOCNI STARI GRAD,Ž,more_disabilities,16
2013,Broj,ISTOCNO NOVO SARAJEVO,Oba spola,more_disabilities,206
2013,Broj,ISTOCNO NOVO SARAJEVO,M,more_disabilities,87
2013,Broj,ISTOCNO NOVO SARAJEVO,Ž,more_disabilities,119
2013,Broj,JEZERO,Oba spola,more_disabilities,40
2013,Broj,JEZERO,M,more_disabilities,17
2013,Broj,JEZERO,Ž,more_disabilities,23
2013,Broj,KALINOVIK,Oba spola,more_disabilities,80
2013,Broj,KALINOVIK,M,more_disabilities,30
2013,Broj,KALINOVIK,Ž,more_disabilities,50
2013,Broj,KNEZEVO,Oba spola,more_disabilities,399
2013,Broj,KNEZEVO,M,more_disabilities,178
2013,Broj,KNEZEVO,Ž,more_disabilities,221
2013,Broj,KOZARSKA DUBICA,Oba spola,more_disabilities,741
2013,Broj,KOZARSKA DUBICA,M,more_disabilities,302
2013,Broj,KOZARSKA DUBICA,Ž,more_disabilities,439
2013,Broj,KOSTAJNICA,Oba spola,more_disabilities,209
2013,Broj,KOSTAJNICA,M,more_disabilities,93
2013,Broj,KOSTAJNICA,Ž,more_disabilities,116
2013,Broj,KOTOR VAROS,Oba spola,more_disabilities,702
2013,Broj,KOTOR VAROS,M,more_disabilities,310
2013,Broj,KOTOR VAROS,Ž,more_disabilities,392
2013,Broj,KRUPA NA UNI,Oba spola,more_disabilities,88
2013,Broj,KRUPA NA UNI,M,more_disabilities,40
2013,Broj,KRUPA NA UNI,Ž,more_disabilities,48
2013,Broj,KUPRES,Oba spola,more_disabilities,21
2013,Broj,KUPRES,M,more_disabilities,13
2013,Broj,KUPRES,Ž,more_disabilities,8
2013,Broj,LAKTASI,Oba spola,more_disabilities,887
