Year,UNIT_MEASURE,Administrative area,Sex,Religion,Value
2013,Number,Kalinovik,M,Other religion,2
2013,Number,Kalinovik,F,Other religion,1
2013,Number,Knezevo,Both sexes,Other religion,68
2013,Number,Knezevo,M,Other religion,29
2013,Number,Knezevo,F,Other religion,39
2013,Number,Kozarska Dubica,Both sexes,Other religion,83
2013,Number,Kozarska Dubica,M,Other religion,37
2013,Number,Kozarska Dubica,F,Other religion,46
2013,Number,Kostajnica,Both sexes,Other religion,13
2013,Number,Kostajnica,M,Other religion,9
2013,Number,Kostajnica,F,Other religion,4
2013,Number,Kotor Varos,Both sexes,Other religion,236
2013,Number,Kotor Varos,M,Other religion,120
2013,Number,Kotor Varos,F,Other religion,116
2013,Number,Krupa Na Uni,Both sexes,Other religion,0
2013,Number,Krupa Na Uni,M,Other religion,0
2013,Number,Krupa Na Uni,F,Other religion,0
2013,Number,Kupres,Both sexes,Other religion,0
2013,Number,Kupres,M,Other religion,0
2013,Number,Kupres,F,Other religion,0
2013,Number,Laktasi,Both sexes,Other religion,278
2013,Number,Laktasi,M,Other religion,147
2013,Number,Laktasi,F,Other religion,131
2013,Number,Lopare,Both sexes,Other religion,1
2013,Number,Lopare,M,Other religion,0
2013,Number,Lopare,F,Other religion,1
2013,Number,Ljubinje,Both sexes,Other religion,1
2013,Number,Ljubinje,M,Other religion,1
2013,Number,Ljubinje,F,Other religion,0
2013,Number,Milici,Both sexes,Other religion,34
2013,Number,Milici,M,Other religion,19
2013,Number,Milici,F,Other religion,15
2013,Number,Modrica,Both sexes,Other religion,211
2013,Number,Modrica,M,Other religion,98
2013,Number,Modrica,F,Other religion,113
2013,Number,Mrkonjic Grad,Both sexes,Other religion,9
2013,Number,Mrkonjic Grad,M,Other religion,6
2013,Number,Mrkonjic Grad,F,Other religion,3
2013,Number,Nevesinje,Both sexes,Other religion,8
2013,Number,Nevesinje,M,Other religion,4
2013,Number,Nevesinje,F,Other religion,4
2013,Number,Novi Grad,Both sexes,Other religion,134
2013,Number,Novi Grad,M,Other religion,60
2013,Number,Novi Grad,F,Other religion,74
2013,Number,Novo Gorazde,Both sexes,Other religion,19
2013,Number,Novo Gorazde,M,Other religion,9
2013,Number,Novo Gorazde,F,Other religion,10
2013,Number,Osmaci,Both sexes,Other religion,41
2013,Number,Osmaci,M,Other religion,26
2013,Number,Osmaci,F,Other religion,15
2013,Number,Ostra Luka,Both sexes,Other religion,23
2013,Number,Ostra Luka,M,Other religion,15
2013,Number,Ostra Luka,F,Other religion,8
2013,Number,Pale,Both sexes,Other religion,53
2013,Number,Pale,M,Other religion,24
2013,Number,Pale,F,Other religion,29
2013,Number,Pelagicevo,Both sexes,Other religion,5
2013,Number,Pelagicevo,M,Other religion,3
2013,Number,Pelagicevo,F,Other religion,2
2013,Number,Petrovac,Both sexes,Other religion,0
2013,Number,Petrovac,M,Other religion,0
2013,Number,Petrovac,F,Other religion,0
2013,Number,Petrovo,Both sexes,Other religion,20
2013,Number,Petrovo,M,Other religion,8
2013,Number,Petrovo,F,Other religion,12
2013,Number,City of Prijedor,Both sexes,Other religion,1506
2013,Number,City of Prijedor,M,Other religion,722
2013,Number,City of Prijedor,F,Other religion,784
2013,Number,Prnjavor,Both sexes,Other religion,611
2013,Number,Prnjavor,M,Other religion,317
2013,Number,Prnjavor,F,Other religion,294
2013,Number,Ribnik,Both sexes,Other religion,12
2013,Number,Ribnik,M,Other religion,8
2013,Number,Ribnik,F,Other religion,4
2013,Number,Rogatica,Both sexes,Other religion,48
2013,Number,Rogatica,M,Other religion,21
2013,Number,Rogatica,F,Other religion,27
2013,Number,Rudo,Both sexes,Other religion,0
2013,Number,Rudo,M,Other religion,0
2013,Number,Rudo,F,Other religion,0
2013,Number,Sokolac,Both sexes,Other religion,30
2013,Number,Sokolac,M,Other religion,16
2013,Number,Sokolac,F,Other religion,14
2013,Number,Srbac,Both sexes,Other religion,95
2013,Number,Srbac,M,Other religion,50
2013,Number,Srbac,F,Other religion,45
2013,Number,Srebrenica,Both sexes,Other religion,72
2013,Number,Srebrenica,M,Other religion,36
2013,Number,Srebrenica,F,Other religion,36
2013,Number,Teslic,Both sexes,Other religion,316
2013,Number,Teslic,M,Other religion,148
2013,Number,Teslic,F,Other religion,168
2013,Number,City of Trebinje,Both sexes,Other religion,95
2013,Number,City of Trebinje,M,Other religion,42
2013,Number,City of Trebinje,F,Other religion,53
2013,Number,Trnovo,Both sexes,Other religion,17
2013,Number,Trnovo,M,Other religion,9
2013,Number,Trnovo,F,Other religion,8
2013,Number,Ugljevik,Both sexes,Other religion,2
2013,Number,Ugljevik,M,Other religion,1
2013,Number,Ugljevik,F,Other religion,1
2013,Number,Foca,Both sexes,Other religion,104
2013,Number,Foca,M,Other religion,53
2013,Number,Foca,F,Other religion,51
2013,Number,Han Pijesak,Both sexes,Other religion,5
2013,Number,Han Pijesak,M,Other religion,3
2013,Number,Han Pijesak,F,Other religion,2
2013,Number,Cajnice,Both sexes,Other religion,16
2013,Number,Cajnice,M,Other religion,7
2013,Number,Cajnice,F,Other religion,9
2013,Number,Celinac,Both sexes,Other religion,44
2013,Number,Celinac,M,Other religion,20
2013,Number,Celinac,F,Other religion,24
2013,Number,Samac,Both sexes,Other religion,144
2013,Number,Samac,M,Other religion,68
2013,Number,Samac,F,Other religion,76
2013,Number,Sekovici,Both sexes,Other religion,1
2013,Number,Sekovici,M,Other religion,1
2013,Number,Sekovici,F,Other religion,0
2013,Number,Sipovo,Both sexes,Other religion,32
2013,Number,Sipovo,M,Other religion,17
2013,Number,Sipovo,F,Other religion,15
2013,Number,Republika Srpska,Both sexes,Does not declare,8028
2013,Number,Republika Srpska,M,Does not declare,3554
2013,Number,Republika Srpska,F,Does not declare,4474
2013,Number,City of Banja Luka,Both sexes,Does not declare,2684
2013,Number,City of Banja Luka,M,Does not declare,1186
2013,Number,City of Banja Luka,F,Does not declare,1498
2013,Number,Berkovici,Both sexes,Does not declare,1
2013,Number,Berkovici,M,Does not declare,1
2013,Number,Berkovici,F,Does not declare,0
2013,Number,City of Bijeljina,Both sexes,Does not declare,716
2013,Number,City of Bijeljina,M,Does not declare,307
2013,Number,City of Bijeljina,F,Does not declare,409
2013,Number,Bileca,Both sexes,Does not declare,30
2013,Number,Bileca,M,Does not declare,14
2013,Number,Bileca,F,Does not declare,16
2013,Number,Bratunac,Both sexes,Does not declare,21
2013,Number,Bratunac,M,Does not declare,9
2013,Number,Bratunac,F,Does not declare,12
2013,Number,Brod,Both sexes,Does not declare,160
2013,Number,Brod,M,Does not declare,60
2013,Number,Brod,F,Does not declare,100
2013,Number,Visegrad,Both sexes,Does not declare,18
2013,Number,Visegrad,M,Does not declare,9
2013,Number,Visegrad,F,Does not declare,9
2013,Number,Vlasenica,Both sexes,Does not declare,16
2013,Number,Vlasenica,M,Does not declare,8
2013,Number,Vlasenica,F,Does not declare,8
2013,Number,Vukosavlje,Both sexes,Does not declare,33
2013,Number,Vukosavlje,M,Does not declare,16
2013,Number,Vukosavlje,F,Does not declare,17
2013,Number,Gacko,Both sexes,Does not declare,6
2013,Number,Gacko,M,Does not declare,1
2013,Number,Gacko,F,Does not declare,5
2013,Number,City of Gradiska,Both sexes,Does not declare,375
2013,Number,City of Gradiska,M,Does not declare,155
2013,Number,City of Gradiska,F,Does not declare,220
2013,Number,City of Derventa,Both sexes,Does not declare,256
2013,Number,City of Derventa,M,Does not declare,125
2013,Number,City of Derventa,F,Does not declare,131
2013,Number,City of Doboj,Both sexes,Does not declare,526
2013,Number,City of Doboj,M,Does not declare,271
2013,Number,City of Doboj,F,Does not declare,255
2013,Number,Donji Zabar,Both sexes,Does not declare,6
2013,Number,Donji Zabar,M,Does not declare,2
2013,Number,Donji Zabar,F,Does not declare,4
2013,Number,City of Zvornik,Both sexes,Does not declare,67
2013,Number,City of Zvornik,M,Does not declare,31
2013,Number,City of Zvornik,F,Does not declare,36
2013,Number,East Ilidza,Both sexes,Does not declare,92
2013,Number,East Ilidza,M,Does not declare,41
2013,Number,East Ilidza,F,Does not declare,51
2013,Number,East Drvar,Both sexes,Does not declare,0
2013,Number,East Drvar,M,Does not declare,0
2013,Number,East Drvar,F,Does not declare,0
2013,Number,East Mostar,Both sexes,Does not declare,0
2013,Number,East Mostar,M,Does not declare,0
2013,Number,East Mostar,F,Does not declare,0
2013,Number,East Stari Grad,Both sexes,Does not declare,6
2013,Number,East Stari Grad,M,Does not declare,5
2013,Number,East Stari Grad,F,Does not declare,1
2013,Number,East Novo Sarajevo,Both sexes,Does not declare,56
2013,Number,East Novo Sarajevo,M,Does not declare,24
2013,Number,East Novo Sarajevo,F,Does not declare,32
2013,Number,Jezero,Both sexes,Does not declare,0
2013,Number,Jezero,M,Does not declare,0
2013,Number,Jezero,F,Does not declare,0
2013,Number,Kalinovik,Both sexes,Does not declare,5
2013,Number,Kalinovik,M,Does not declare,4
2013,Number,Kalinovik,F,Does not declare,1
2013,Number,Knezevo,Both sexes,Does not declare,4
2013,Number,Knezevo,M,Does not declare,3
2013,Number,Knezevo,F,Does not declare,1
2013,Number,Kozarska Dubica,Both sexes,Does not declare,178
2013,Number,Kozarska Dubica,M,Does not declare,77
2013,Number,Kozarska Dubica,F,Does not declare,101
2013,Number,Kostajnica,Both sexes,Does not declare,67
2013,Number,Kostajnica,M,Does not declare,26
2013,Number,Kostajnica,F,Does not declare,41
2013,Number,Kotor Varos,Both sexes,Does not declare,107
2013,Number,Kotor Varos,M,Does not declare,45
2013,Number,Kotor Varos,F,Does not declare,62
2013,Number,Krupa Na Uni,Both sexes,Does not declare,0
2013,Number,Krupa Na Uni,M,Does not declare,0
2013,Number,Krupa Na Uni,F,Does not declare,0
2013,Number,Kupres,Both sexes,Does not declare,1
2013,Number,Kupres,M,Does not declare,1
2013,Number,Kupres,F,Does not declare,0
2013,Number,Laktasi,Both sexes,Does not declare,239
2013,Number,Laktasi,M,Does not declare,112
2013,Number,Laktasi,F,Does not declare,127
2013,Number,Lopare,Both sexes,Does not declare,22
2013,Number,Lopare,M,Does not declare,6
2013,Number,Lopare,F,Does not declare,16
2013,Number,Ljubinje,Both sexes,Does not declare,3
2013,Number,Ljubinje,M,Does not declare,2
2013,Number,Ljubinje,F,Does not declare,1
2013,Number,Milici,Both sexes,Does not declare,10
2013,Number,Milici,M,Does not declare,3
2013,Number,Milici,F,Does not declare,7
2013,Number,Modrica,Both sexes,Does not declare,151
2013,Number,Modrica,M,Does not declare,64
2013,Number,Modrica,F,Does not declare,87
2013,Number,Mrkonjic Grad,Both sexes,Does not declare,37
2013,Number,Mrkonjic Grad,M,Does not declare,16
2013,Number,Mrkonjic Grad,F,Does not declare,21
2013,Number,Nevesinje,Both sexes,Does not declare,14
2013,Number,Nevesinje,M,Does not declare,6
2013,Number,Nevesinje,F,Does not declare,8
2013,Number,Novi Grad,Both sexes,Does not declare,134
2013,Number,Novi Grad,M,Does not declare,58
2013,Number,Novi Grad,F,Does not declare,76
2013,Number,Novo Gorazde,Both sexes,Does not declare,5
2013,Number,Novo Gorazde,M,Does not declare,3
2013,Number,Novo Gorazde,F,Does not declare,2
2013,Number,Osmaci,Both sexes,Does not declare,1
2013,Number,Osmaci,M,Does not declare,1
2013,Number,Osmaci,F,Does not declare,0
2013,Number,Ostra Luka,Both sexes,Does not declare,13
2013,Number,Ostra Luka,M,Does not declare,5
2013,Number,Ostra Luka,F,Does not declare,8
2013,Number,Pale,Both sexes,Does not declare,56
2013,Number,Pale,M,Does not declare,22
2013,Number,Pale,F,Does not declare,34
2013,Number,Pelagicevo,Both sexes,Does not declare,2
2013,Number,Pelagicevo,M,Does not declare,0
2013,Number,Pelagicevo,F,Does not declare,2
2013,Number,Petrovac,Both sexes,Does not declare,0
2013,Number,Petrovac,M,Does not declare,0
2013,Number,Petrovac,F,Does not declare,0
2013,Number,Petrovo,Both sexes,Does not declare,19
2013,Number,Petrovo,M,Does not declare,9
2013,Number,Petrovo,F,Does not declare,10
2013,Number,City of Prijedor,Both sexes,Does not declare,784
2013,Number,City of Prijedor,M,Does not declare,325
2013,Number,City of Prijedor,F,Does not declare,459
2013,Number,Prnjavor,Both sexes,Does not declare,223
2013,Number,Prnjavor,M,Does not declare,98
2013,Number,Prnjavor,F,Does not declare,125
2013,Number,Ribnik,Both sexes,Does not declare,3
2013,Number,Ribnik,M,Does not declare,1
2013,Number,Ribnik,F,Does not declare,2
2013,Number,Rogatica,Both sexes,Does not declare,7
2013,Number,Rogatica,M,Does not declare,4
2013,Number,Rogatica,F,Does not declare,3
2013,Number,Rudo,Both sexes,Does not declare,3
2013,Number,Rudo,M,Does not declare,2
2013,Number,Rudo,F,Does not declare,1
2013,Number,Sokolac,Both sexes,Does not declare,20
2013,Number,Sokolac,M,Does not declare,9
2013,Number,Sokolac,F,Does not declare,11
2013,Number,Srbac,Both sexes,Does not declare,95
2013,Number,Srbac,M,Does not declare,46
2013,Number,Srbac,F,Does not declare,49
2013,Number,Srebrenica,Both sexes,Does not declare,22
2013,Number,Srebrenica,M,Does not declare,10
2013,Number,Srebrenica,F,Does not declare,12
2013,Number,Teslic,Both sexes,Does not declare,309
2013,Number,Teslic,M,Does not declare,136
2013,Number,Teslic,F,Does not declare,173
2013,Number,City of Trebinje,Both sexes,Does not declare,170
2013,Number,City of Trebinje,M,Does not declare,75
2013,Number,City of Trebinje,F,Does not declare,95
2013,Number,Trnovo,Both sexes,Does not declare,4
2013,Number,Trnovo,M,Does not declare,3
2013,Number,Trnovo,F,Does not declare,1
2013,Number,Ugljevik,Both sexes,Does not declare,23
2013,Number,Ugljevik,M,Does not declare,11
2013,Number,Ugljevik,F,Does not declare,12
2013,Number,Foca,Both sexes,Does not declare,27
2013,Number,Foca,M,Does not declare,13
2013,Number,Foca,F,Does not declare,14
2013,Number,Han Pijesak,Both sexes,Does not declare,0
2013,Number,Han Pijesak,M,Does not declare,0
2013,Number,Han Pijesak,F,Does not declare,0
2013,Number,Cajnice,Both sexes,Does not declare,1
2013,Number,Cajnice,M,Does not declare,1
2013,Number,Cajnice,F,Does not declare,0
2013,Number,Celinac,Both sexes,Does not declare,30
2013,Number,Celinac,M,Does not declare,15
2013,Number,Celinac,F,Does not declare,15
2013,Number,Samac,Both sexes,Does not declare,147
2013,Number,Samac,M,Does not declare,64
2013,Number,Samac,F,Does not declare,83
2013,Number,Sekovici,Both sexes,Does not declare,4
2013,Number,Sekovici,M,Does not declare,3
2013,Number,Sekovici,F,Does not declare,1
2013,Number,Sipovo,Both sexes,Does not declare,19
2013,Number,Sipovo,M,Does not declare,10
2013,Number,Sipovo,F,Does not declare,9
2013,Number,Republika Srpska,Both sexes,Unknown religion,2065
2013,Number,Republika Srpska,M,Unknown religion,963
2013,Number,Republika Srpska,F,Unknown religion,1102
2013,Number,City of Banja Luka,Both sexes,Unknown religion,357
2013,Number,City of Banja Luka,M,Unknown religion,173
2013,Number,City of Banja Luka,F,Unknown religion,184
2013,Number,Berkovici,Both sexes,Unknown religion,1
2013,Number,Berkovici,M,Unknown religion,0
2013,Number,Berkovici,F,Unknown religion,1
2013,Number,City of Bijeljina,Both sexes,Unknown religion,102
2013,Number,City of Bijeljina,M,Unknown religion,44
2013,Number,City of Bijeljina,F,Unknown religion,58
2013,Number,Bileca,Both sexes,Unknown religion,12
2013,Number,Bileca,M,Unknown religion,4
2013,Number,Bileca,F,Unknown religion,8
2013,Number,Bratunac,Both sexes,Unknown religion,40
2013,Number,Bratunac,M,Unknown religion,16
2013,Number,Bratunac,F,Unknown religion,24
2013,Number,Brod,Both sexes,Unknown religion,32
2013,Number,Brod,M,Unknown religion,12
2013,Number,Brod,F,Unknown religion,20
2013,Number,Visegrad,Both sexes,Unknown religion,179
2013,Number,Visegrad,M,Unknown religion,4
2013,Number,Visegrad,F,Unknown religion,175
2013,Number,Vlasenica,Both sexes,Unknown religion,21
2013,Number,Vlasenica,M,Unknown religion,10
2013,Number,Vlasenica,F,Unknown religion,11
2013,Number,Vukosavlje,Both sexes,Unknown religion,14
2013,Number,Vukosavlje,M,Unknown religion,3
2013,Number,Vukosavlje,F,Unknown religion,11
2013,Number,Gacko,Both sexes,Unknown religion,7
2013,Number,Gacko,M,Unknown religion,2
2013,Number,Gacko,F,Unknown religion,5
2013,Number,City of Gradiska,Both sexes,Unknown religion,46
2013,Number,City of Gradiska,M,Unknown religion,21
2013,Number,City of Gradiska,F,Unknown religion,25
2013,Number,City of Derventa,Both sexes,Unknown religion,47
2013,Number,City of Derventa,M,Unknown religion,21
2013,Number,City of Derventa,F,Unknown religion,26
2013,Number,City of Doboj,Both sexes,Unknown religion,160
2013,Number,City of Doboj,M,Unknown religion,64
2013,Number,City of Doboj,F,Unknown religion,96
2013,Number,Donji Zabar,Both sexes,Unknown religion,2
2013,Number,Donji Zabar,M,Unknown religion,1
2013,Number,Donji Zabar,F,Unknown religion,1
2013,Number,City of Zvornik,Both sexes,Unknown religion,98
2013,Number,City of Zvornik,M,Unknown religion,39
2013,Number,City of Zvornik,F,Unknown religion,59
2013,Number,East Ilidza,Both sexes,Unknown religion,10
2013,Number,East Ilidza,M,Unknown religion,5
2013,Number,East Ilidza,F,Unknown religion,5
2013,Number,East Drvar,Both sexes,Unknown religion,0
2013,Number,East Drvar,M,Unknown religion,0
2013,Number,East Drvar,F,Unknown religion,0
2013,Number,East Mostar,Both sexes,Unknown religion,2
2013,Number,East Mostar,M,Unknown religion,1
2013,Number,East Mostar,F,Unknown religion,1
2013,Number,East Stari Grad,Both sexes,Unknown religion,2
2013,Number,East Stari Grad,M,Unknown religion,1
2013,Number,East Stari Grad,F,Unknown religion,1
2013,Number,East Novo Sarajevo,Both sexes,Unknown religion,3
2013,Number,East Novo Sarajevo,M,Unknown religion,0
2013,Number,East Novo Sarajevo,F,Unknown religion,3
2013,Number,Jezero,Both sexes,Unknown religion,2
2013,Number,Jezero,M,Unknown religion,1
2013,Number,Jezero,F,Unknown religion,1
2013,Number,Kalinovik,Both sexes,Unknown religion,0
2013,Number,Kalinovik,M,Unknown religion,0
2013,Number,Kalinovik,F,Unknown religion,0
2013,Number,Knezevo,Both sexes,Unknown religion,5
2013,Number,Knezevo,M,Unknown religion,3
2013,Number,Knezevo,F,Unknown religion,2
2013,Number,Kozarska Dubica,Both sexes,Unknown religion,18
2013,Number,Kozarska Dubica,M,Unknown religion,11
2013,Number,Kozarska Dubica,F,Unknown religion,7
2013,Number,Kostajnica,Both sexes,Unknown religion,1
2013,Number,Kostajnica,M,Unknown religion,1
2013,Number,Kostajnica,F,Unknown religion,0
2013,Number,Kotor Varos,Both sexes,Unknown religion,21
2013,Number,Kotor Varos,M,Unknown religion,15
2013,Number,Kotor Varos,F,Unknown religion,6
2013,Number,Krupa Na Uni,Both sexes,Unknown religion,1
2013,Number,Krupa Na Uni,M,Unknown religion,0
2013,Number,Krupa Na Uni,F,Unknown religion,1
2013,Number,Kupres,Both sexes,Unknown religion,0
2013,Number,Kupres,M,Unknown religion,0
2013,Number,Kupres,F,Unknown religion,0
2013,Number,Laktasi,Both sexes,Unknown religion,48
2013,Number,Laktasi,M,Unknown religion,21
2013,Number,Laktasi,F,Unknown religion,27
2013,Number,Lopare,Both sexes,Unknown religion,13
2013,Number,Lopare,M,Unknown religion,6
2013,Number,Lopare,F,Unknown religion,7
2013,Number,Ljubinje,Both sexes,Unknown religion,2
2013,Number,Ljubinje,M,Unknown religion,1
2013,Number,Ljubinje,F,Unknown religion,1
2013,Number,Milici,Both sexes,Unknown religion,8
2013,Number,Milici,M,Unknown religion,3
2013,Number,Milici,F,Unknown religion,5
2013,Number,Modrica,Both sexes,Unknown religion,125
2013,Number,Modrica,M,Unknown religion,66
2013,Number,Modrica,F,Unknown religion,59
2013,Number,Mrkonjic Grad,Both sexes,Unknown religion,13
2013,Number,Mrkonjic Grad,M,Unknown religion,7
2013,Number,Mrkonjic Grad,F,Unknown religion,6
2013,Number,Nevesinje,Both sexes,Unknown religion,7
2013,Number,Nevesinje,M,Unknown religion,2
2013,Number,Nevesinje,F,Unknown religion,5
2013,Number,Novi Grad,Both sexes,Unknown religion,26
2013,Number,Novi Grad,M,Unknown religion,14
2013,Number,Novi Grad,F,Unknown religion,12
2013,Number,Novo Gorazde,Both sexes,Unknown religion,7
2013,Number,Novo Gorazde,M,Unknown religion,3
2013,Number,Novo Gorazde,F,Unknown religion,4
2013,Number,Osmaci,Both sexes,Unknown religion,4
2013,Number,Osmaci,M,Unknown religion,2
2013,Number,Osmaci,F,Unknown religion,2
2013,Number,Ostra Luka,Both sexes,Unknown religion,3
2013,Number,Ostra Luka,M,Unknown religion,2
2013,Number,Ostra Luka,F,Unknown religion,1
2013,Number,Pale,Both sexes,Unknown religion,11
2013,Number,Pale,M,Unknown religion,7
2013,Number,Pale,F,Unknown religion,4
2013,Number,Pelagicevo,Both sexes,Unknown religion,5
2013,Number,Pelagicevo,M,Unknown religion,1
2013,Number,Pelagicevo,F,Unknown religion,4
2013,Number,Petrovac,Both sexes,Unknown religion,0
2013,Number,Petrovac,M,Unknown religion,0
2013,Number,Petrovac,F,Unknown religion,0
2013,Number,Petrovo,Both sexes,Unknown religion,4
2013,Number,Petrovo,M,Unknown religion,2
2013,Number,Petrovo,F,Unknown religion,2
2013,Number,City of Prijedor,Both sexes,Unknown religion,374
2013,Number,City of Prijedor,M,Unknown religion,257
2013,Number,City of Prijedor,F,Unknown religion,117
2013,Number,Prnjavor,Both sexes,Unknown religion,31
2013,Number,Prnjavor,M,Unknown religion,13
2013,Number,Prnjavor,F,Unknown religion,18
2013,Number,Ribnik,Both sexes,Unknown religion,2
2013,Number,Ribnik,M,Unknown religion,2
2013,Number,Ribnik,F,Unknown religion,0
2013,Number,Rogatica,Both sexes,Unknown religion,4
2013,Number,Rogatica,M,Unknown religion,3
2013,Number,Rogatica,F,Unknown religion,1
2013,Number,Rudo,Both sexes,Unknown religion,4
2013,Number,Rudo,M,Unknown religion,0
2013,Number,Rudo,F,Unknown religion,4
2013,Number,Sokolac,Both sexes,Unknown religion,14
2013,Number,Sokolac,M,Unknown religion,3
2013,Number,Sokolac,F,Unknown religion,11
2013,Number,Srbac,Both sexes,Unknown religion,28
2013,Number,Srbac,M,Unknown religion,13
2013,Number,Srbac,F,Unknown religion,15
2013,Number,Srebrenica,Both sexes,Unknown religion,20
2013,Number,Srebrenica,M,Unknown religion,14
2013,Number,Srebrenica,F,Unknown religion,6
2013,Number,Teslic,Both sexes,Unknown religion,43
2013,Number,Teslic,M,Unknown religion,21
2013,Number,Teslic,F,Unknown religion,22
2013,Number,City of Trebinje,Both sexes,Unknown religion,14
2013,Number,City of Trebinje,M,Unknown religion,8
2013,Number,City of Trebinje,F,Unknown religion,6
2013,Number,Trnovo,Both sexes,Unknown religion,0
2013,Number,Trnovo,M,Unknown religion,0
2013,Number,Trnovo,F,Unknown religion,0
2013,Number,Ugljevik,Both sexes,Unknown religion,13
2013,Number,Ugljevik,M,Unknown religion,11
2013,Number,Ugljevik,F,Unknown religion,2
2013,Number,Foca,Both sexes,Unknown religion,12
2013,Number,Foca,M,Unknown religion,6
2013,Number,Foca,F,Unknown religion,6
2013,Number,Han Pijesak,Both sexes,Unknown religion,0
2013,Number,Han Pijesak,M,Unknown religion,0
2013,Number,Han Pijesak,F,Unknown religion,0
2013,Number,Cajnice,Both sexes,Unknown religion,4
2013,Number,Cajnice,M,Unknown religion,1
2013,Number,Cajnice,F,Unknown religion,3
2013,Number,Celinac,Both sexes,Unknown religion,10
2013,Number,Celinac,M,Unknown religion,4
2013,Number,Celinac,F,Unknown religion,6
2013,Number,Samac,Both sexes,Unknown religion,18
2013,Number,Samac,M,Unknown religion,10
2013,Number,Samac,F,Unknown religion,8
2013,Number,Sekovici,Both sexes,Unknown religion,9
2013,Number,Sekovici,M,Unknown religion,4
2013,Number,Sekovici,F,Unknown religion,5
2013,Number,Sipovo,Both sexes,Unknown religion,6
2013,Number,Sipovo,M,Unknown religion,4
2013,Number,Sipovo,F,Unknown religion,2
