Year,UNIT_MEASURE,SEX,CAUSE_OF_DEATH,Value
2008,NUMBER,F,diseases_of_the_circulatory,3756
2009,NUMBER,F,diseases_of_the_circulatory,3743
2010,NUMBER,F,diseases_of_the_circulatory,3926
2011,NUMBER,F,diseases_of_the_circulatory,4009
2012,NUMBER,F,diseases_of_the_circulatory,4109
2013,NUMBER,F,diseases_of_the_circulatory,3625
2014,NUMBER,F,diseases_of_the_circulatory,3635
2015,NUMBER,F,diseases_of_the_circulatory,3964
2016,NUMBER,F,diseases_of_the_circulatory,3743
2017,NUMBER,F,diseases_of_the_circulatory,3960
2018,NUMBER,F,diseases_of_the_circulatory,3905
2019,NUMBER,F,diseases_of_the_circulatory,4033
2020,NUMBER,F,diseases_of_the_circulatory,4150
2021,NUMBER,F,diseases_of_the_circulatory,3956
2022,NUMBER,F,diseases_of_the_circulatory,3616
2023,NUMBER,F,diseases_of_the_circulatory,3266
2024,NUMBER,F,diseases_of_the_circulatory,3374
2003,NUMBER,F,diseases_of_the_respiratory,120
2004,NUMBER,F,diseases_of_the_respiratory,134
2005,NUMBER,F,diseases_of_the_respiratory,220
2006,NUMBER,F,diseases_of_the_respiratory,228
2007,NUMBER,F,diseases_of_the_respiratory,211
2008,NUMBER,F,diseases_of_the_respiratory,173
2009,NUMBER,F,diseases_of_the_respiratory,176
2010,NUMBER,F,diseases_of_the_respiratory,173
2011,NUMBER,F,diseases_of_the_respiratory,233
2012,NUMBER,F,diseases_of_the_respiratory,161
2013,NUMBER,F,diseases_of_the_respiratory,222
2014,NUMBER,F,diseases_of_the_respiratory,209
2015,NUMBER,F,diseases_of_the_respiratory,248
2016,NUMBER,F,diseases_of_the_respiratory,204
2017,NUMBER,F,diseases_of_the_respiratory,243
2018,NUMBER,F,diseases_of_the_respiratory,282
2019,NUMBER,F,diseases_of_the_respiratory,258
2020,NUMBER,F,diseases_of_the_respiratory,254
2021,NUMBER,F,diseases_of_the_respiratory,271
2022,NUMBER,F,diseases_of_the_respiratory,256
2023,NUMBER,F,diseases_of_the_respiratory,249
2024,NUMBER,F,diseases_of_the_respiratory,267
2003,NUMBER,F,diseases_of_the_digestive,136
2004,NUMBER,F,diseases_of_the_digestive,141
2005,NUMBER,F,diseases_of_the_digestive,124
2006,NUMBER,F,diseases_of_the_digestive,146
2007,NUMBER,F,diseases_of_the_digestive,147
2008,NUMBER,F,diseases_of_the_digestive,131
2009,NUMBER,F,diseases_of_the_digestive,148
2010,NUMBER,F,diseases_of_the_digestive,156
2011,NUMBER,F,diseases_of_the_digestive,136
2012,NUMBER,F,diseases_of_the_digestive,145
2013,NUMBER,F,diseases_of_the_digestive,183
2014,NUMBER,F,diseases_of_the_digestive,188
2015,NUMBER,F,diseases_of_the_digestive,191
2016,NUMBER,F,diseases_of_the_digestive,185
2017,NUMBER,F,diseases_of_the_digestive,184
2018,NUMBER,F,diseases_of_the_digestive,191
2019,NUMBER,F,diseases_of_the_digestive,180
2020,NUMBER,F,diseases_of_the_digestive,169
2021,NUMBER,F,diseases_of_the_digestive,156
2022,NUMBER,F,diseases_of_the_digestive,174
2023,NUMBER,F,diseases_of_the_digestive,190
2024,NUMBER,F,diseases_of_the_digestive,193
2003,NUMBER,F,diseases_of_the_skin,0
2004,NUMBER,F,diseases_of_the_skin,3
2005,NUMBER,F,diseases_of_the_skin,0
2006,NUMBER,F,diseases_of_the_skin,1
2007,NUMBER,F,diseases_of_the_skin,2
2008,NUMBER,F,diseases_of_the_skin,2
2009,NUMBER,F,diseases_of_the_skin,2
2010,NUMBER,F,diseases_of_the_skin,2
2011,NUMBER,F,diseases_of_the_skin,1
2012,NUMBER,F,diseases_of_the_skin,1
2013,NUMBER,F,diseases_of_the_skin,11
2014,NUMBER,F,diseases_of_the_skin,9
2015,NUMBER,F,diseases_of_the_skin,15
2016,NUMBER,F,diseases_of_the_skin,14
2017,NUMBER,F,diseases_of_the_skin,19
2018,NUMBER,F,diseases_of_the_skin,10
2019,NUMBER,F,diseases_of_the_skin,16
2020,NUMBER,F,diseases_of_the_skin,17
2021,NUMBER,F,diseases_of_the_skin,21
2022,NUMBER,F,diseases_of_the_skin,18
2023,NUMBER,F,diseases_of_the_skin,27
2024,NUMBER,F,diseases_of_the_skin,35
2003,NUMBER,F,diseases_of_the_musculoskeletal,3
2004,NUMBER,F,diseases_of_the_musculoskeletal,2
2005,NUMBER,F,diseases_of_the_musculoskeletal,7
2006,NUMBER,F,diseases_of_the_musculoskeletal,9
2007,NUMBER,F,diseases_of_the_musculoskeletal,9
2008,NUMBER,F,diseases_of_the_musculoskeletal,14
2009,NUMBER,F,diseases_of_the_musculoskeletal,11
2010,NUMBER,F,diseases_of_the_musculoskeletal,8
2011,NUMBER,F,diseases_of_the_musculoskeletal,14
2012,NUMBER,F,diseases_of_the_musculoskeletal,12
2013,NUMBER,F,diseases_of_the_musculoskeletal,19
2014,NUMBER,F,diseases_of_the_musculoskeletal,14
2015,NUMBER,F,diseases_of_the_musculoskeletal,18
2016,NUMBER,F,diseases_of_the_musculoskeletal,13
2017,NUMBER,F,diseases_of_the_musculoskeletal,9
2018,NUMBER,F,diseases_of_the_musculoskeletal,17
2019,NUMBER,F,diseases_of_the_musculoskeletal,9
2020,NUMBER,F,diseases_of_the_musculoskeletal,21
2021,NUMBER,F,diseases_of_the_musculoskeletal,3
2022,NUMBER,F,diseases_of_the_musculoskeletal,13
2023,NUMBER,F,diseases_of_the_musculoskeletal,9
2024,NUMBER,F,diseases_of_the_musculoskeletal,8
2003,NUMBER,F,diseases_of_the_genitourinary,99
2004,NUMBER,F,diseases_of_the_genitourinary,92
2005,NUMBER,F,diseases_of_the_genitourinary,97
2006,NUMBER,F,diseases_of_the_genitourinary,114
2007,NUMBER,F,diseases_of_the_genitourinary,112
2008,NUMBER,F,diseases_of_the_genitourinary,113
2009,NUMBER,F,diseases_of_the_genitourinary,118
2010,NUMBER,F,diseases_of_the_genitourinary,115
2011,NUMBER,F,diseases_of_the_genitourinary,74
2012,NUMBER,F,diseases_of_the_genitourinary,120
2013,NUMBER,F,diseases_of_the_genitourinary,92
2014,NUMBER,F,diseases_of_the_genitourinary,77
2015,NUMBER,F,diseases_of_the_genitourinary,86
2016,NUMBER,F,diseases_of_the_genitourinary,101
2017,NUMBER,F,diseases_of_the_genitourinary,97
2018,NUMBER,F,diseases_of_the_genitourinary,103
2019,NUMBER,F,diseases_of_the_genitourinary,91
2020,NUMBER,F,diseases_of_the_genitourinary,108
2021,NUMBER,F,diseases_of_the_genitourinary,90
2022,NUMBER,F,diseases_of_the_genitourinary,125
2023,NUMBER,F,diseases_of_the_genitourinary,153
2024,NUMBER,F,diseases_of_the_genitourinary,137
2003,NUMBER,F,pregnancy_childbirth_and_the,1
2004,NUMBER,F,pregnancy_childbirth_and_the,0
2005,NUMBER,F,pregnancy_childbirth_and_the,2
2006,NUMBER,F,pregnancy_childbirth_and_the,2
2007,NUMBER,F,pregnancy_childbirth_and_the,1
2008,NUMBER,F,pregnancy_childbirth_and_the,1
2009,NUMBER,F,pregnancy_childbirth_and_the,0
2010,NUMBER,F,pregnancy_childbirth_and_the,1
2011,NUMBER,F,pregnancy_childbirth_and_the,1
2012,NUMBER,F,pregnancy_childbirth_and_the,0
2013,NUMBER,F,pregnancy_childbirth_and_the,0
2014,NUMBER,F,pregnancy_childbirth_and_the,0
2015,NUMBER,F,pregnancy_childbirth_and_the,1
2016,NUMBER,F,pregnancy_childbirth_and_the,1
2017,NUMBER,F,pregnancy_childbirth_and_the,0
2018,NUMBER,F,pregnancy_childbirth_and_the,1
2019,NUMBER,F,pregnancy_childbirth_and_the,0
2020,NUMBER,F,pregnancy_childbirth_and_the,3
2021,NUMBER,F,pregnancy_childbirth_and_the,0
2022,NUMBER,F,pregnancy_childbirth_and_the,1
2023,NUMBER,F,pregnancy_childbirth_and_the,0
2024,NUMBER,F,pregnancy_childbirth_and_the,0
2003,NUMBER,F,certain_conditions_originating,21
2004,NUMBER,F,certain_conditions_originating,10
2005,NUMBER,F,certain_conditions_originating,10
2006,NUMBER,F,certain_conditions_originating,12
2007,NUMBER,F,certain_conditions_originating,12
2008,NUMBER,F,certain_conditions_originating,8
2009,NUMBER,F,certain_conditions_originating,12
2010,NUMBER,F,certain_conditions_originating,16
2011,NUMBER,F,certain_conditions_originating,16
2012,NUMBER,F,certain_conditions_originating,11
2013,NUMBER,F,certain_conditions_originating,8
2014,NUMBER,F,certain_conditions_originating,9
2015,NUMBER,F,certain_conditions_originating,8
2016,NUMBER,F,certain_conditions_originating,5
2017,NUMBER,F,certain_conditions_originating,10
2018,NUMBER,F,certain_conditions_originating,7
2019,NUMBER,F,certain_conditions_originating,5
2020,NUMBER,F,certain_conditions_originating,18
2021,NUMBER,F,certain_conditions_originating,4
2022,NUMBER,F,certain_conditions_originating,7
2023,NUMBER,F,certain_conditions_originating,5
2024,NUMBER,F,certain_conditions_originating,14
2003,NUMBER,F,congenital_malformations_deformations,3
2004,NUMBER,F,congenital_malformations_deformations,1
2005,NUMBER,F,congenital_malformations_deformations,8
2006,NUMBER,F,congenital_malformations_deformations,7
2007,NUMBER,F,congenital_malformations_deformations,6
2008,NUMBER,F,congenital_malformations_deformations,10
2009,NUMBER,F,congenital_malformations_deformations,13
2010,NUMBER,F,congenital_malformations_deformations,7
2011,NUMBER,F,congenital_malformations_deformations,2
2012,NUMBER,F,congenital_malformations_deformations,1
2013,NUMBER,F,congenital_malformations_deformations,3
2014,NUMBER,F,congenital_malformations_deformations,7
2015,NUMBER,F,congenital_malformations_deformations,4
2016,NUMBER,F,congenital_malformations_deformations,2
2017,NUMBER,F,congenital_malformations_deformations,1
2018,NUMBER,F,congenital_malformations_deformations,3
2019,NUMBER,F,congenital_malformations_deformations,4
2020,NUMBER,F,congenital_malformations_deformations,3
2021,NUMBER,F,congenital_malformations_deformations,0
2022,NUMBER,F,congenital_malformations_deformations,2
2023,NUMBER,F,congenital_malformations_deformations,2
2024,NUMBER,F,congenital_malformations_deformations,9
2003,NUMBER,F,symptoms_signs_and_abnormal,791
2004,NUMBER,F,symptoms_signs_and_abnormal,736
2005,NUMBER,F,symptoms_signs_and_abnormal,590
2006,NUMBER,F,symptoms_signs_and_abnormal,573
2007,NUMBER,F,symptoms_signs_and_abnormal,650
2008,NUMBER,F,symptoms_signs_and_abnormal,449
2009,NUMBER,F,symptoms_signs_and_abnormal,468
2010,NUMBER,F,symptoms_signs_and_abnormal,431
2011,NUMBER,F,symptoms_signs_and_abnormal,379
2012,NUMBER,F,symptoms_signs_and_abnormal,335
2013,NUMBER,F,symptoms_signs_and_abnormal,588
2014,NUMBER,F,symptoms_signs_and_abnormal,727
2015,NUMBER,F,symptoms_signs_and_abnormal,776
2016,NUMBER,F,symptoms_signs_and_abnormal,600
2017,NUMBER,F,symptoms_signs_and_abnormal,715
2018,NUMBER,F,symptoms_signs_and_abnormal,806
2019,NUMBER,F,symptoms_signs_and_abnormal,913
2020,NUMBER,F,symptoms_signs_and_abnormal,765
2021,NUMBER,F,symptoms_signs_and_abnormal,1026
2022,NUMBER,F,symptoms_signs_and_abnormal,991
2023,NUMBER,F,symptoms_signs_and_abnormal,663
2024,NUMBER,F,symptoms_signs_and_abnormal,722
2003,NUMBER,F,injuries_poisoning_and_consequences,136
2004,NUMBER,F,injuries_poisoning_and_consequences,141
2005,NUMBER,F,injuries_poisoning_and_consequences,155
2006,NUMBER,F,injuries_poisoning_and_consequences,149
2007,NUMBER,F,injuries_poisoning_and_consequences,146
2008,NUMBER,F,injuries_poisoning_and_consequences,133
2009,NUMBER,F,injuries_poisoning_and_consequences,157
2010,NUMBER,F,injuries_poisoning_and_consequences,106
2011,NUMBER,F,injuries_poisoning_and_consequences,118
2012,NUMBER,F,injuries_poisoning_and_consequences,118
2013,NUMBER,F,injuries_poisoning_and_consequences,127
2014,NUMBER,F,injuries_poisoning_and_consequences,120
2015,NUMBER,F,injuries_poisoning_and_consequences,142
2016,NUMBER,F,injuries_poisoning_and_consequences,118
2017,NUMBER,F,injuries_poisoning_and_consequences,125
2018,NUMBER,F,injuries_poisoning_and_consequences,112
2019,NUMBER,F,injuries_poisoning_and_consequences,90
2020,NUMBER,F,injuries_poisoning_and_consequences,101
2021,NUMBER,F,injuries_poisoning_and_consequences,114
2022,NUMBER,F,injuries_poisoning_and_consequences,127
2023,NUMBER,F,injuries_poisoning_and_consequences,116
2024,NUMBER,F,injuries_poisoning_and_consequences,120
2003,NUMBER,F,special_purpose_codes,0
2004,NUMBER,F,special_purpose_codes,0
2005,NUMBER,F,special_purpose_codes,0
2006,NUMBER,F,special_purpose_codes,0
2007,NUMBER,F,special_purpose_codes,0
2008,NUMBER,F,special_purpose_codes,0
2009,NUMBER,F,special_purpose_codes,0
2010,NUMBER,F,special_purpose_codes,0
2011,NUMBER,F,special_purpose_codes,0
2012,NUMBER,F,special_purpose_codes,0
2013,NUMBER,F,special_purpose_codes,0
2014,NUMBER,F,special_purpose_codes,0
2015,NUMBER,F,special_purpose_codes,0
2016,NUMBER,F,special_purpose_codes,0
2017,NUMBER,F,special_purpose_codes,0
2018,NUMBER,F,special_purpose_codes,0
2019,NUMBER,F,special_purpose_codes,0
2020,NUMBER,F,special_purpose_codes,562
2021,NUMBER,F,special_purpose_codes,1633
2022,NUMBER,F,special_purpose_codes,558
2023,NUMBER,F,special_purpose_codes,58
2023,NUMBER,F,special_purpose_codes,38
