Year,UNIT_MEASURE,Град/општина,Пол,Етничка/национална припадност,Value
2013,Број,Братунац,Ж,Непознато,19
2013,Број,Брод,Укупно,Непознато,29
2013,Број,Брод,M,Непознато,12
2013,Број,Брод,Ж,Непознато,17
2013,Број,Вишеград,Укупно,Непознато,177
2013,Број,Вишеград,M,Непознато,2
2013,Број,Вишеград,Ж,Непознато,175
2013,Број,Власеница,Укупно,Непознато,29
2013,Број,Власеница,M,Непознато,13
2013,Број,Власеница,Ж,Непознато,16
2013,Број,Вукосавље,Укупно,Непознато,14
2013,Број,Вукосавље,M,Непознато,3
2013,Број,Вукосавље,Ж,Непознато,11
2013,Број,Гацко,Укупно,Непознато,6
2013,Број,Гацко,M,Непознато,1
2013,Број,Гацко,Ж,Непознато,5
2013,Број,Град Градишка,Укупно,Непознато,42
2013,Број,Град Градишка,M,Непознато,19
2013,Број,Град Градишка,Ж,Непознато,23
2013,Број,Град Дервента,Укупно,Непознато,54
2013,Број,Град Дервента,M,Непознато,24
2013,Број,Град Дервента,Ж,Непознато,30
2013,Број,Град Добој,Укупно,Непознато,163
2013,Број,Град Добој,M,Непознато,61
2013,Број,Град Добој,Ж,Непознато,102
2013,Број,Доњи Жабар,Укупно,Непознато,2
2013,Број,Доњи Жабар,M,Непознато,1
2013,Број,Доњи Жабар,Ж,Непознато,1
2013,Број,Град Зворник,Укупно,Непознато,97
2013,Број,Град Зворник,M,Непознато,42
2013,Број,Град Зворник,Ж,Непознато,55
2013,Број,Источна Илиџа,Укупно,Непознато,10
2013,Број,Источна Илиџа,M,Непознато,5
2013,Број,Источна Илиџа,Ж,Непознато,5
2013,Број,Источни Дрвар,Укупно,Непознато,0
2013,Број,Источни Дрвар,M,Непознато,0
2013,Број,Источни Дрвар,Ж,Непознато,0
2013,Број,Источни Мостар,Укупно,Непознато,2
2013,Број,Источни Мостар,M,Непознато,1
2013,Број,Источни Мостар,Ж,Непознато,1
2013,Број,Источни Стари Град,Укупно,Непознато,1
2013,Број,Источни Стари Град,M,Непознато,1
2013,Број,Источни Стари Град,Ж,Непознато,0
2013,Број,Источно Ново Сарајево,Укупно,Непознато,3
2013,Број,Источно Ново Сарајево,M,Непознато,0
2013,Број,Источно Ново Сарајево,Ж,Непознато,3
2013,Број,Језеро,Укупно,Непознато,1
2013,Број,Језеро,M,Непознато,1
2013,Број,Језеро,Ж,Непознато,0
2013,Број,Калиновик,Укупно,Непознато,0
2013,Број,Калиновик,M,Непознато,0
2013,Број,Калиновик,Ж,Непознато,0
2013,Број,Кнежево,Укупно,Непознато,4
2013,Број,Кнежево,M,Непознато,3
2013,Број,Кнежево,Ж,Непознато,1
2013,Број,Козарска Дубица,Укупно,Непознато,12
2013,Број,Козарска Дубица,M,Непознато,5
2013,Број,Козарска Дубица,Ж,Непознато,7
2013,Број,Костајница,Укупно,Непознато,2
2013,Број,Костајница,M,Непознато,0
2013,Број,Костајница,Ж,Непознато,2
2013,Број,Котор Варош,Укупно,Непознато,19
2013,Број,Котор Варош,M,Непознато,14
2013,Број,Котор Варош,Ж,Непознато,5
2013,Број,Крупа на Уни,Укупно,Непознато,0
2013,Број,Крупа на Уни,M,Непознато,0
2013,Број,Крупа на Уни,Ж,Непознато,0
2013,Број,Купрес,Укупно,Непознато,0
2013,Број,Купрес,M,Непознато,0
2013,Број,Купрес,Ж,Непознато,0
2013,Број,Лакташи,Укупно,Непознато,46
2013,Број,Лакташи,M,Непознато,20
2013,Број,Лакташи,Ж,Непознато,26
2013,Број,Лопаре,Укупно,Непознато,10
2013,Број,Лопаре,M,Непознато,6
2013,Број,Лопаре,Ж,Непознато,4
2013,Број,Љубиње,Укупно,Непознато,2
2013,Број,Љубиње,M,Непознато,1
2013,Број,Љубиње,Ж,Непознато,1
2013,Број,Милићи,Укупно,Непознато,8
2013,Број,Милићи,M,Непознато,3
2013,Број,Милићи,Ж,Непознато,5
2013,Број,Модрича,Укупно,Непознато,116
2013,Број,Модрича,M,Непознато,62
2013,Број,Модрича,Ж,Непознато,54
2013,Број,Мркоњић Град,Укупно,Непознато,12
2013,Број,Мркоњић Град,M,Непознато,6
2013,Број,Мркоњић Град,Ж,Непознато,6
2013,Број,Невесиње,Укупно,Непознато,7
2013,Број,Невесиње,M,Непознато,2
2013,Број,Невесиње,Ж,Непознато,5
2013,Број,Нови Град,Укупно,Непознато,24
2013,Број,Нови Град,M,Непознато,13
2013,Број,Нови Град,Ж,Непознато,11
2013,Број,Ново Горажде,Укупно,Непознато,7
2013,Број,Ново Горажде,M,Непознато,2
2013,Број,Ново Горажде,Ж,Непознато,5
2013,Број,Осмаци,Укупно,Непознато,4
2013,Број,Осмаци,M,Непознато,2
2013,Број,Осмаци,Ж,Непознато,2
2013,Број,Оштра Лука,Укупно,Непознато,3
2013,Број,Оштра Лука,M,Непознато,2
2013,Број,Оштра Лука,Ж,Непознато,1
2013,Број,Пале,Укупно,Непознато,13
2013,Број,Пале,M,Непознато,9
2013,Број,Пале,Ж,Непознато,4
2013,Број,Пелагићево,Укупно,Непознато,5
2013,Број,Пелагићево,M,Непознато,1
2013,Број,Пелагићево,Ж,Непознато,4
2013,Број,Петровац,Укупно,Непознато,0
2013,Број,Петровац,M,Непознато,0
2013,Број,Петровац,Ж,Непознато,0
2013,Број,Петрово,Укупно,Непознато,4
2013,Број,Петрово,M,Непознато,2
2013,Број,Петрово,Ж,Непознато,2
2013,Број,Град Приједор,Укупно,Непознато,369
2013,Број,Град Приједор,M,Непознато,257
2013,Број,Град Приједор,Ж,Непознато,112
2013,Број,Прњавор,Укупно,Непознато,30
2013,Број,Прњавор,M,Непознато,10
2013,Број,Прњавор,Ж,Непознато,20
2013,Број,Рибник,Укупно,Непознато,2
2013,Број,Рибник,M,Непознато,2
2013,Број,Рибник,Ж,Непознато,0
2013,Број,Рогатица,Укупно,Непознато,5
2013,Број,Рогатица,M,Непознато,2
2013,Број,Рогатица,Ж,Непознато,3
2013,Број,Рудо,Укупно,Непознато,3
2013,Број,Рудо,M,Непознато,0
2013,Број,Рудо,Ж,Непознато,3
2013,Број,Соколац,Укупно,Непознато,18
2013,Број,Соколац,M,Непознато,5
2013,Број,Соколац,Ж,Непознато,13
2013,Број,Србац,Укупно,Непознато,29
2013,Број,Србац,M,Непознато,11
2013,Број,Србац,Ж,Непознато,18
2013,Број,Сребреница,Укупно,Непознато,14
2013,Број,Сребреница,M,Непознато,8
2013,Број,Сребреница,Ж,Непознато,6
2013,Број,Теслић,Укупно,Непознато,44
2013,Број,Теслић,M,Непознато,23
2013,Број,Теслић,Ж,Непознато,21
2013,Број,Град Требиње,Укупно,Непознато,19
2013,Број,Град Требиње,M,Непознато,11
2013,Број,Град Требиње,Ж,Непознато,8
2013,Број,Трново,Укупно,Непознато,0
2013,Број,Трново,M,Непознато,0
2013,Број,Трново,Ж,Непознато,0
2013,Број,Угљевик,Укупно,Непознато,13
2013,Број,Угљевик,M,Непознато,11
2013,Број,Угљевик,Ж,Непознато,2
2013,Број,Фоча,Укупно,Непознато,12
2013,Број,Фоча,M,Непознато,5
2013,Број,Фоча,Ж,Непознато,7
2013,Број,Хан Пијесак,Укупно,Непознато,0
2013,Број,Хан Пијесак,M,Непознато,0
2013,Број,Хан Пијесак,Ж,Непознато,0
2013,Број,Чајниче,Укупно,Непознато,5
2013,Број,Чајниче,M,Непознато,2
2013,Број,Чајниче,Ж,Непознато,3
2013,Број,Челинац,Укупно,Непознато,9
2013,Број,Челинац,M,Непознато,4
2013,Број,Челинац,Ж,Непознато,5
2013,Број,Шамац,Укупно,Непознато,19
2013,Број,Шамац,M,Непознато,10
2013,Број,Шамац,Ж,Непознато,9
2013,Број,Шековићи,Укупно,Непознато,8
2013,Број,Шековићи,M,Непознато,3
2013,Број,Шековићи,Ж,Непознато,5
2013,Број,Шипово,Укупно,Непознато,5
2013,Број,Шипово,M,Непознато,3
2013,Број,Шипово,Ж,Непознато,2
