Year,UNIT_MEASURE,Administrativna oblast,Spol,Mother tounge,Value
2013,Broj,Rogatica,Ž,Nepoznato,3
2013,Broj,Rudo,Oba spola,Nepoznato,5
2013,Broj,Rudo,M,Nepoznato,2
2013,Broj,Rudo,Ž,Nepoznato,3
2013,Broj,Sokolac,Oba spola,Nepoznato,21
2013,Broj,Sokolac,M,Nepoznato,7
2013,Broj,Sokolac,Ž,Nepoznato,14
2013,Broj,Srbac,Oba spola,Nepoznato,41
2013,Broj,Srbac,M,Nepoznato,21
2013,Broj,Srbac,Ž,Nepoznato,20
2013,Broj,Srebrenica,Oba spola,Nepoznato,29
2013,Broj,Srebrenica,M,Nepoznato,14
2013,Broj,Srebrenica,Ž,Nepoznato,15
2013,Broj,Teslić,Oba spola,Nepoznato,58
2013,Broj,Teslić,M,Nepoznato,27
2013,Broj,Teslić,Ž,Nepoznato,31
2013,Broj,Grad Trebinje,Oba spola,Nepoznato,21
2013,Broj,Grad Trebinje,M,Nepoznato,13
2013,Broj,Grad Trebinje,Ž,Nepoznato,8
2013,Broj,Trnovo,Oba spola,Nepoznato,1
2013,Broj,Trnovo,M,Nepoznato,0
2013,Broj,Trnovo,Ž,Nepoznato,1
2013,Broj,Ugljevik,Oba spola,Nepoznato,16
2013,Broj,Ugljevik,M,Nepoznato,13
2013,Broj,Ugljevik,Ž,Nepoznato,3
2013,Broj,Foča,Oba spola,Nepoznato,17
2013,Broj,Foča,M,Nepoznato,9
2013,Broj,Foča,Ž,Nepoznato,8
2013,Broj,Han Pijesak,Oba spola,Nepoznato,0
2013,Broj,Han Pijesak,M,Nepoznato,0
2013,Broj,Han Pijesak,Ž,Nepoznato,0
2013,Broj,Čajniče,Oba spola,Nepoznato,5
2013,Broj,Čajniče,M,Nepoznato,2
2013,Broj,Čajniče,Ž,Nepoznato,3
2013,Broj,Čelinac,Oba spola,Nepoznato,15
2013,Broj,Čelinac,M,Nepoznato,7
2013,Broj,Čelinac,Ž,Nepoznato,8
2013,Broj,Šamac,Oba spola,Nepoznato,21
2013,Broj,Šamac,M,Nepoznato,12
2013,Broj,Šamac,Ž,Nepoznato,9
2013,Broj,Šekovići,Oba spola,Nepoznato,9
2013,Broj,Šekovići,M,Nepoznato,3
2013,Broj,Šekovići,Ž,Nepoznato,6
2013,Broj,Šipovo,Oba spola,Nepoznato,8
2013,Broj,Šipovo,M,Nepoznato,6
2013,Broj,Šipovo,Ž,Nepoznato,2
