Year,UNIT_MEASURE,Пол,Узрок смрти (према шифрама болести по МКБ-10),Value
2010,Број,Ж,Болести крви и крвотворних органа и неки поремећаји имуног система (D50–D89),10
2011,Број,Ж,Болести крви и крвотворних органа и неки поремећаји имуног система (D50–D89),10
2012,Број,Ж,Болести крви и крвотворних органа и неки поремећаји имуног система (D50–D89),6
2013,Број,Ж,Болести крви и крвотворних органа и неки поремећаји имуног система (D50–D89),8
2014,Број,Ж,Болести крви и крвотворних органа и неки поремећаји имуног система (D50–D89),8
2015,Број,Ж,Болести крви и крвотворних органа и неки поремећаји имуног система (D50–D89),10
2016,Број,Ж,Болести крви и крвотворних органа и неки поремећаји имуног система (D50–D89),15
2017,Број,Ж,Болести крви и крвотворних органа и неки поремећаји имуног система (D50–D89),17
2018,Број,Ж,Болести крви и крвотворних органа и неки поремећаји имуног система (D50–D89),18
2019,Број,Ж,Болести крви и крвотворних органа и неки поремећаји имуног система (D50–D89),16
2020,Број,Ж,Болести крви и крвотворних органа и неки поремећаји имуног система (D50–D89),15
2003,Број,Ж,"Болести жлијезда са унутрашњим лучењем, исхране и метаболизма (Е00–Е88)",109
2004,Број,Ж,"Болести жлијезда са унутрашњим лучењем, исхране и метаболизма (Е00–Е88)",92
2005,Број,Ж,"Болести жлијезда са унутрашњим лучењем, исхране и метаболизма (Е00–Е88)",441
2006,Број,Ж,"Болести жлијезда са унутрашњим лучењем, исхране и метаболизма (Е00–Е88)",484
2007,Број,Ж,"Болести жлијезда са унутрашњим лучењем, исхране и метаболизма (Е00–Е88)",442
2008,Број,Ж,"Болести жлијезда са унутрашњим лучењем, исхране и метаболизма (Е00–Е88)",454
2009,Број,Ж,"Болести жлијезда са унутрашњим лучењем, исхране и метаболизма (Е00–Е88)",530
2010,Број,Ж,"Болести жлијезда са унутрашњим лучењем, исхране и метаболизма (Е00–Е88)",402
2011,Број,Ж,"Болести жлијезда са унутрашњим лучењем, исхране и метаболизма (Е00–Е88)",397
2012,Број,Ж,"Болести жлијезда са унутрашњим лучењем, исхране и метаболизма (Е00–Е88)",350
2013,Број,Ж,"Болести жлијезда са унутрашњим лучењем, исхране и метаболизма (Е00–Е88)",459
2014,Број,Ж,"Болести жлијезда са унутрашњим лучењем, исхране и метаболизма (Е00–Е88)",501
2015,Број,Ж,"Болести жлијезда са унутрашњим лучењем, исхране и метаболизма (Е00–Е88)",400
2016,Број,Ж,"Болести жлијезда са унутрашњим лучењем, исхране и метаболизма (Е00–Е88)",378
2017,Број,Ж,"Болести жлијезда са унутрашњим лучењем, исхране и метаболизма (Е00–Е88)",452
2018,Број,Ж,"Болести жлијезда са унутрашњим лучењем, исхране и метаболизма (Е00–Е88)",458
2019,Број,Ж,"Болести жлијезда са унутрашњим лучењем, исхране и метаболизма (Е00–Е88)",343
2020,Број,Ж,"Болести жлијезда са унутрашњим лучењем, исхране и метаболизма (Е00–Е88)",485
2003,Број,Ж,Душевни поремећаји и поремећаји понашања (F00–F99),9
2004,Број,Ж,Душевни поремећаји и поремећаји понашања (F00–F99),12
2005,Број,Ж,Душевни поремећаји и поремећаји понашања (F00–F99),16
2006,Број,Ж,Душевни поремећаји и поремећаји понашања (F00–F99),15
2007,Број,Ж,Душевни поремећаји и поремећаји понашања (F00–F99),20
2008,Број,Ж,Душевни поремећаји и поремећаји понашања (F00–F99),19
2009,Број,Ж,Душевни поремећаји и поремећаји понашања (F00–F99),30
2010,Број,Ж,Душевни поремећаји и поремећаји понашања (F00–F99),11
2011,Број,Ж,Душевни поремећаји и поремећаји понашања (F00–F99),14
2012,Број,Ж,Душевни поремећаји и поремећаји понашања (F00–F99),12
2013,Број,Ж,Душевни поремећаји и поремећаји понашања (F00–F99),31
2014,Број,Ж,Душевни поремећаји и поремећаји понашања (F00–F99),21
2015,Број,Ж,Душевни поремећаји и поремећаји понашања (F00–F99),28
2016,Број,Ж,Душевни поремећаји и поремећаји понашања (F00–F99),26
2017,Број,Ж,Душевни поремећаји и поремећаји понашања (F00–F99),43
2018,Број,Ж,Душевни поремећаји и поремећаји понашања (F00–F99),30
2019,Број,Ж,Душевни поремећаји и поремећаји понашања (F00–F99),22
2020,Број,Ж,Душевни поремећаји и поремећаји понашања (F00–F99),29
2003,Број,Ж,Болести нервног система (G00–G99),26
2004,Број,Ж,Болести нервног система (G00–G99),38
2005,Број,Ж,Болести нервног система (G00–G99),84
2006,Број,Ж,Болести нервног система (G00–G99),73
2007,Број,Ж,Болести нервног система (G00–G99),70
2008,Број,Ж,Болести нервног система (G00–G99),55
2009,Број,Ж,Болести нервног система (G00–G99),55
2010,Број,Ж,Болести нервног система (G00–G99),76
2011,Број,Ж,Болести нервног система (G00–G99),97
2012,Број,Ж,Болести нервног система (G00–G99),102
2013,Број,Ж,Болести нервног система (G00–G99),87
2014,Број,Ж,Болести нервног система (G00–G99),89
2015,Број,Ж,Болести нервног система (G00–G99),106
2016,Број,Ж,Болести нервног система (G00–G99),75
2017,Број,Ж,Болести нервног система (G00–G99),95
2018,Број,Ж,Болести нервног система (G00–G99),87
2019,Број,Ж,Болести нервног система (G00–G99),81
2020,Број,Ж,Болести нервног система (G00–G99),97
2003,Број,Ж,Болести ока и припојка ока (H00–H59),0
2004,Број,Ж,Болести ока и припојка ока (H00–H59),0
2005,Број,Ж,Болести ока и припојка ока (H00–H59),0
2006,Број,Ж,Болести ока и припојка ока (H00–H59),0
2007,Број,Ж,Болести ока и припојка ока (H00–H59),0
2008,Број,Ж,Болести ока и припојка ока (H00–H59),0
2009,Број,Ж,Болести ока и припојка ока (H00–H59),0
2010,Број,Ж,Болести ока и припојка ока (H00–H59),0
2011,Број,Ж,Болести ока и припојка ока (H00–H59),0
2012,Број,Ж,Болести ока и припојка ока (H00–H59),0
2013,Број,Ж,Болести ока и припојка ока (H00–H59),0
2014,Број,Ж,Болести ока и припојка ока (H00–H59),0
2015,Број,Ж,Болести ока и припојка ока (H00–H59),0
2016,Број,Ж,Болести ока и припојка ока (H00–H59),0
2017,Број,Ж,Болести ока и припојка ока (H00–H59),0
2018,Број,Ж,Болести ока и припојка ока (H00–H59),0
2019,Број,Ж,Болести ока и припојка ока (H00–H59),0
2020,Број,Ж,Болести ока и припојка ока (H00–H59),0
2003,Број,Ж,Болести ува и мастоидног наставка (H60–H93),0
2004,Број,Ж,Болести ува и мастоидног наставка (H60–H93),0
2005,Број,Ж,Болести ува и мастоидног наставка (H60–H93),0
2006,Број,Ж,Болести ува и мастоидног наставка (H60–H93),0
2007,Број,Ж,Болести ува и мастоидног наставка (H60–H93),0
2008,Број,Ж,Болести ува и мастоидног наставка (H60–H93),0
2009,Број,Ж,Болести ува и мастоидног наставка (H60–H93),0
2010,Број,Ж,Болести ува и мастоидног наставка (H60–H93),0
2011,Број,Ж,Болести ува и мастоидног наставка (H60–H93),0
2012,Број,Ж,Болести ува и мастоидног наставка (H60–H93),0
2013,Број,Ж,Болести ува и мастоидног наставка (H60–H93),0
2014,Број,Ж,Болести ува и мастоидног наставка (H60–H93),0
2015,Број,Ж,Болести ува и мастоидног наставка (H60–H93),0
2016,Број,Ж,Болести ува и мастоидног наставка (H60–H93),0
2017,Број,Ж,Болести ува и мастоидног наставка (H60–H93),0
2018,Број,Ж,Болести ува и мастоидног наставка (H60–H93),0
2019,Број,Ж,Болести ува и мастоидног наставка (H60–H93),0
2020,Број,Ж,Болести ува и мастоидног наставка (H60–H93),0
2003,Број,Ж,Болести циркулаторног система (I00–I99),3748
2004,Број,Ж,Болести циркулаторног система (I00–I99),3957
2005,Број,Ж,Болести циркулаторног система (I00–I99),3677
2006,Број,Ж,Болести циркулаторног система (I00–I99),3458
2007,Број,Ж,Болести циркулаторног система (I00–I99),3864
2008,Број,Ж,Болести циркулаторног система (I00–I99),3756
2009,Број,Ж,Болести циркулаторног система (I00–I99),3743
2010,Број,Ж,Болести циркулаторног система (I00–I99),3926
2011,Број,Ж,Болести циркулаторног система (I00–I99),4009
2012,Број,Ж,Болести циркулаторног система (I00–I99),4109
2013,Број,Ж,Болести циркулаторног система (I00–I99),3625
2014,Број,Ж,Болести циркулаторног система (I00–I99),3635
2015,Број,Ж,Болести циркулаторног система (I00–I99),3964
2016,Број,Ж,Болести циркулаторног система (I00–I99),3743
2017,Број,Ж,Болести циркулаторног система (I00–I99),3960
2018,Број,Ж,Болести циркулаторног система (I00–I99),3905
2019,Број,Ж,Болести циркулаторног система (I00–I99),4033
2020,Број,Ж,Болести циркулаторног система (I00–I99),4150
2003,Број,Ж,Болести респираторног система (Ј00–Ј99),120
2004,Број,Ж,Болести респираторног система (Ј00–Ј99),134
2005,Број,Ж,Болести респираторног система (Ј00–Ј99),220
2006,Број,Ж,Болести респираторног система (Ј00–Ј99),228
2007,Број,Ж,Болести респираторног система (Ј00–Ј99),211
2008,Број,Ж,Болести респираторног система (Ј00–Ј99),173
2009,Број,Ж,Болести респираторног система (Ј00–Ј99),176
2010,Број,Ж,Болести респираторног система (Ј00–Ј99),173
2011,Број,Ж,Болести респираторног система (Ј00–Ј99),233
2012,Број,Ж,Болести респираторног система (Ј00–Ј99),161
2013,Број,Ж,Болести респираторног система (Ј00–Ј99),222
2014,Број,Ж,Болести респираторног система (Ј00–Ј99),209
2015,Број,Ж,Болести респираторног система (Ј00–Ј99),248
2016,Број,Ж,Болести респираторног система (Ј00–Ј99),204
2017,Број,Ж,Болести респираторног система (Ј00–Ј99),243
2018,Број,Ж,Болести респираторног система (Ј00–Ј99),282
2019,Број,Ж,Болести респираторног система (Ј00–Ј99),258
2020,Број,Ж,Болести респираторног система (Ј00–Ј99),254
2003,Број,Ж,Болести дигестивног система (К00–К92),136
2004,Број,Ж,Болести дигестивног система (К00–К92),141
2005,Број,Ж,Болести дигестивног система (К00–К92),124
2006,Број,Ж,Болести дигестивног система (К00–К92),146
2007,Број,Ж,Болести дигестивног система (К00–К92),147
2008,Број,Ж,Болести дигестивног система (К00–К92),131
2009,Број,Ж,Болести дигестивног система (К00–К92),148
2010,Број,Ж,Болести дигестивног система (К00–К92),156
2011,Број,Ж,Болести дигестивног система (К00–К92),136
2012,Број,Ж,Болести дигестивног система (К00–К92),145
2013,Број,Ж,Болести дигестивног система (К00–К92),183
2014,Број,Ж,Болести дигестивног система (К00–К92),188
2015,Број,Ж,Болести дигестивног система (К00–К92),191
2016,Број,Ж,Болести дигестивног система (К00–К92),185
2017,Број,Ж,Болести дигестивног система (К00–К92),184
2018,Број,Ж,Болести дигестивног система (К00–К92),191
2019,Број,Ж,Болести дигестивног система (К00–К92),180
2020,Број,Ж,Болести дигестивног система (К00–К92),169
2003,Број,Ж,Болести коже и поткожног ткива (L00–L98),0
2004,Број,Ж,Болести коже и поткожног ткива (L00–L98),3
2005,Број,Ж,Болести коже и поткожног ткива (L00–L98),0
2006,Број,Ж,Болести коже и поткожног ткива (L00–L98),1
2007,Број,Ж,Болести коже и поткожног ткива (L00–L98),2
2008,Број,Ж,Болести коже и поткожног ткива (L00–L98),2
2009,Број,Ж,Болести коже и поткожног ткива (L00–L98),2
2010,Број,Ж,Болести коже и поткожног ткива (L00–L98),2
2011,Број,Ж,Болести коже и поткожног ткива (L00–L98),1
2012,Број,Ж,Болести коже и поткожног ткива (L00–L98),1
2013,Број,Ж,Болести коже и поткожног ткива (L00–L98),11
2014,Број,Ж,Болести коже и поткожног ткива (L00–L98),9
2015,Број,Ж,Болести коже и поткожног ткива (L00–L98),15
2016,Број,Ж,Болести коже и поткожног ткива (L00–L98),14
2017,Број,Ж,Болести коже и поткожног ткива (L00–L98),19
2018,Број,Ж,Болести коже и поткожног ткива (L00–L98),10
2019,Број,Ж,Болести коже и поткожног ткива (L00–L98),16
2020,Број,Ж,Болести коже и поткожног ткива (L00–L98),17
2003,Број,Ж,Болести мишићно-коштаног система и везивног ткива (М00–М99),3
2004,Број,Ж,Болести мишићно-коштаног система и везивног ткива (М00–М99),2
2005,Број,Ж,Болести мишићно-коштаног система и везивног ткива (М00–М99),7
2006,Број,Ж,Болести мишићно-коштаног система и везивног ткива (М00–М99),9
2007,Број,Ж,Болести мишићно-коштаног система и везивног ткива (М00–М99),9
2008,Број,Ж,Болести мишићно-коштаног система и везивног ткива (М00–М99),14
2009,Број,Ж,Болести мишићно-коштаног система и везивног ткива (М00–М99),11
2010,Број,Ж,Болести мишићно-коштаног система и везивног ткива (М00–М99),8
2011,Број,Ж,Болести мишићно-коштаног система и везивног ткива (М00–М99),14
2012,Број,Ж,Болести мишићно-коштаног система и везивног ткива (М00–М99),12
2013,Број,Ж,Болести мишићно-коштаног система и везивног ткива (М00–М99),19
2014,Број,Ж,Болести мишићно-коштаног система и везивног ткива (М00–М99),14
2015,Број,Ж,Болести мишићно-коштаног система и везивног ткива (М00–М99),18
2016,Број,Ж,Болести мишићно-коштаног система и везивног ткива (М00–М99),13
2017,Број,Ж,Болести мишићно-коштаног система и везивног ткива (М00–М99),9
2018,Број,Ж,Болести мишићно-коштаног система и везивног ткива (М00–М99),17
2019,Број,Ж,Болести мишићно-коштаног система и везивног ткива (М00–М99),9
2020,Број,Ж,Болести мишићно-коштаног система и везивног ткива (М00–М99),21
2003,Број,Ж,Болести генитоуринарног система (N00–N98),99
2004,Број,Ж,Болести генитоуринарног система (N00–N98),92
2005,Број,Ж,Болести генитоуринарног система (N00–N98),97
2006,Број,Ж,Болести генитоуринарног система (N00–N98),114
2007,Број,Ж,Болести генитоуринарног система (N00–N98),112
2008,Број,Ж,Болести генитоуринарног система (N00–N98),113
2009,Број,Ж,Болести генитоуринарног система (N00–N98),118
2010,Број,Ж,Болести генитоуринарног система (N00–N98),115
2011,Број,Ж,Болести генитоуринарног система (N00–N98),74
2012,Број,Ж,Болести генитоуринарног система (N00–N98),120
2013,Број,Ж,Болести генитоуринарног система (N00–N98),92
2014,Број,Ж,Болести генитоуринарног система (N00–N98),77
2015,Број,Ж,Болести генитоуринарног система (N00–N98),86
2016,Број,Ж,Болести генитоуринарног система (N00–N98),101
2017,Број,Ж,Болести генитоуринарног система (N00–N98),97
2018,Број,Ж,Болести генитоуринарног система (N00–N98),103
2019,Број,Ж,Болести генитоуринарног система (N00–N98),91
2020,Број,Ж,Болести генитоуринарног система (N00–N98),108
2003,Број,Ж,"Трудноћа, порођај и пуерперијум (О00–О99)",1
2004,Број,Ж,"Трудноћа, порођај и пуерперијум (О00–О99)",0
2005,Број,Ж,"Трудноћа, порођај и пуерперијум (О00–О99)",2
2006,Број,Ж,"Трудноћа, порођај и пуерперијум (О00–О99)",2
2007,Број,Ж,"Трудноћа, порођај и пуерперијум (О00–О99)",1
2008,Број,Ж,"Трудноћа, порођај и пуерперијум (О00–О99)",1
2009,Број,Ж,"Трудноћа, порођај и пуерперијум (О00–О99)",0
2010,Број,Ж,"Трудноћа, порођај и пуерперијум (О00–О99)",1
2011,Број,Ж,"Трудноћа, порођај и пуерперијум (О00–О99)",1
2012,Број,Ж,"Трудноћа, порођај и пуерперијум (О00–О99)",0
2013,Број,Ж,"Трудноћа, порођај и пуерперијум (О00–О99)",0
2014,Број,Ж,"Трудноћа, порођај и пуерперијум (О00–О99)",0
2015,Број,Ж,"Трудноћа, порођај и пуерперијум (О00–О99)",1
2016,Број,Ж,"Трудноћа, порођај и пуерперијум (О00–О99)",1
2017,Број,Ж,"Трудноћа, порођај и пуерперијум (О00–О99)",0
2018,Број,Ж,"Трудноћа, порођај и пуерперијум (О00–О99)",1
2019,Број,Ж,"Трудноћа, порођај и пуерперијум (О00–О99)",0
2020,Број,Ж,"Трудноћа, порођај и пуерперијум (О00–О99)",3
2003,Број,Ж,Одређена стања настала у перинаталном периоду (P00–P96),21
2004,Број,Ж,Одређена стања настала у перинаталном периоду (P00–P96),10
2005,Број,Ж,Одређена стања настала у перинаталном периоду (P00–P96),10
2006,Број,Ж,Одређена стања настала у перинаталном периоду (P00–P96),12
2007,Број,Ж,Одређена стања настала у перинаталном периоду (P00–P96),12
2008,Број,Ж,Одређена стања настала у перинаталном периоду (P00–P96),8
2009,Број,Ж,Одређена стања настала у перинаталном периоду (P00–P96),12
2010,Број,Ж,Одређена стања настала у перинаталном периоду (P00–P96),16
2011,Број,Ж,Одређена стања настала у перинаталном периоду (P00–P96),16
2012,Број,Ж,Одређена стања настала у перинаталном периоду (P00–P96),11
2013,Број,Ж,Одређена стања настала у перинаталном периоду (P00–P96),8
2014,Број,Ж,Одређена стања настала у перинаталном периоду (P00–P96),9
2015,Број,Ж,Одређена стања настала у перинаталном периоду (P00–P96),8
2016,Број,Ж,Одређена стања настала у перинаталном периоду (P00–P96),5
2017,Број,Ж,Одређена стања настала у перинаталном периоду (P00–P96),10
2018,Број,Ж,Одређена стања настала у перинаталном периоду (P00–P96),7
2019,Број,Ж,Одређена стања настала у перинаталном периоду (P00–P96),5
2020,Број,Ж,Одређена стања настала у перинаталном периоду (P00–P96),18
2003,Број,Ж,"Конгениталне аномалије, деформације и хромозомске ненормалности (Q00–Q99)",3
2004,Број,Ж,"Конгениталне аномалије, деформације и хромозомске ненормалности (Q00–Q99)",1
2005,Број,Ж,"Конгениталне аномалије, деформације и хромозомске ненормалности (Q00–Q99)",8
2006,Број,Ж,"Конгениталне аномалије, деформације и хромозомске ненормалности (Q00–Q99)",7
2007,Број,Ж,"Конгениталне аномалије, деформације и хромозомске ненормалности (Q00–Q99)",6
2008,Број,Ж,"Конгениталне аномалије, деформације и хромозомске ненормалности (Q00–Q99)",10
2009,Број,Ж,"Конгениталне аномалије, деформације и хромозомске ненормалности (Q00–Q99)",13
2010,Број,Ж,"Конгениталне аномалије, деформације и хромозомске ненормалности (Q00–Q99)",7
2011,Број,Ж,"Конгениталне аномалије, деформације и хромозомске ненормалности (Q00–Q99)",2
2012,Број,Ж,"Конгениталне аномалије, деформације и хромозомске ненормалности (Q00–Q99)",1
2013,Број,Ж,"Конгениталне аномалије, деформације и хромозомске ненормалности (Q00–Q99)",3
2014,Број,Ж,"Конгениталне аномалије, деформације и хромозомске ненормалности (Q00–Q99)",7
2015,Број,Ж,"Конгениталне аномалије, деформације и хромозомске ненормалности (Q00–Q99)",4
2016,Број,Ж,"Конгениталне аномалије, деформације и хромозомске ненормалности (Q00–Q99)",2
2017,Број,Ж,"Конгениталне аномалије, деформације и хромозомске ненормалности (Q00–Q99)",1
2018,Број,Ж,"Конгениталне аномалије, деформације и хромозомске ненормалности (Q00–Q99)",3
2019,Број,Ж,"Конгениталне аномалије, деформације и хромозомске ненормалности (Q00–Q99)",4
2020,Број,Ж,"Конгениталне аномалије, деформације и хромозомске ненормалности (Q00–Q99)",3
2003,Број,Ж,"Симптоми, знакови и ненормални клинички и лабораторијски налази, некласификовани на другом мјесту (R00–R99)",791
2004,Број,Ж,"Симптоми, знакови и ненормални клинички и лабораторијски налази, некласификовани на другом мјесту (R00–R99)",736
2005,Број,Ж,"Симптоми, знакови и ненормални клинички и лабораторијски налази, некласификовани на другом мјесту (R00–R99)",590
2006,Број,Ж,"Симптоми, знакови и ненормални клинички и лабораторијски налази, некласификовани на другом мјесту (R00–R99)",573
2007,Број,Ж,"Симптоми, знакови и ненормални клинички и лабораторијски налази, некласификовани на другом мјесту (R00–R99)",650
2008,Број,Ж,"Симптоми, знакови и ненормални клинички и лабораторијски налази, некласификовани на другом мјесту (R00–R99)",449
2009,Број,Ж,"Симптоми, знакови и ненормални клинички и лабораторијски налази, некласификовани на другом мјесту (R00–R99)",468
2010,Број,Ж,"Симптоми, знакови и ненормални клинички и лабораторијски налази, некласификовани на другом мјесту (R00–R99)",431
2011,Број,Ж,"Симптоми, знакови и ненормални клинички и лабораторијски налази, некласификовани на другом мјесту (R00–R99)",379
2012,Број,Ж,"Симптоми, знакови и ненормални клинички и лабораторијски налази, некласификовани на другом мјесту (R00–R99)",335
2013,Број,Ж,"Симптоми, знакови и ненормални клинички и лабораторијски налази, некласификовани на другом мјесту (R00–R99)",588
2014,Број,Ж,"Симптоми, знакови и ненормални клинички и лабораторијски налази, некласификовани на другом мјесту (R00–R99)",727
2015,Број,Ж,"Симптоми, знакови и ненормални клинички и лабораторијски налази, некласификовани на другом мјесту (R00–R99)",776
2016,Број,Ж,"Симптоми, знакови и ненормални клинички и лабораторијски налази, некласификовани на другом мјесту (R00–R99)",600
2017,Број,Ж,"Симптоми, знакови и ненормални клинички и лабораторијски налази, некласификовани на другом мјесту (R00–R99)",715
2018,Број,Ж,"Симптоми, знакови и ненормални клинички и лабораторијски налази, некласификовани на другом мјесту (R00–R99)",806
2019,Број,Ж,"Симптоми, знакови и ненормални клинички и лабораторијски налази, некласификовани на другом мјесту (R00–R99)",913
2020,Број,Ж,"Симптоми, знакови и ненормални клинички и лабораторијски налази, некласификовани на другом мјесту (R00–R99)",765
2003,Број,Ж,"Повреде, тровања и посљедице дјеловања спољних фактора (S00–Т98)",136
2004,Број,Ж,"Повреде, тровања и посљедице дјеловања спољних фактора (S00–Т98)",141
2005,Број,Ж,"Повреде, тровања и посљедице дјеловања спољних фактора (S00–Т98)",155
2006,Број,Ж,"Повреде, тровања и посљедице дјеловања спољних фактора (S00–Т98)",149
2007,Број,Ж,"Повреде, тровања и посљедице дјеловања спољних фактора (S00–Т98)",146
2008,Број,Ж,"Повреде, тровања и посљедице дјеловања спољних фактора (S00–Т98)",133
2009,Број,Ж,"Повреде, тровања и посљедице дјеловања спољних фактора (S00–Т98)",157
2010,Број,Ж,"Повреде, тровања и посљедице дјеловања спољних фактора (S00–Т98)",106
2011,Број,Ж,"Повреде, тровања и посљедице дјеловања спољних фактора (S00–Т98)",118
2012,Број,Ж,"Повреде, тровања и посљедице дјеловања спољних фактора (S00–Т98)",118
2013,Број,Ж,"Повреде, тровања и посљедице дјеловања спољних фактора (S00–Т98)",127
2014,Број,Ж,"Повреде, тровања и посљедице дјеловања спољних фактора (S00–Т98)",120
2015,Број,Ж,"Повреде, тровања и посљедице дјеловања спољних фактора (S00–Т98)",142
2016,Број,Ж,"Повреде, тровања и посљедице дјеловања спољних фактора (S00–Т98)",118
2017,Број,Ж,"Повреде, тровања и посљедице дјеловања спољних фактора (S00–Т98)",125
2018,Број,Ж,"Повреде, тровања и посљедице дјеловања спољних фактора (S00–Т98)",112
2019,Број,Ж,"Повреде, тровања и посљедице дјеловања спољних фактора (S00–Т98)",90
2020,Број,Ж,"Повреде, тровања и посљедице дјеловања спољних фактора (S00–Т98)",101
2003,Број,Ж,Шифре за посебне намјене (U00-U85),0
2004,Број,Ж,Шифре за посебне намјене (U00-U85),0
2005,Број,Ж,Шифре за посебне намјене (U00-U85),0
2006,Број,Ж,Шифре за посебне намјене (U00-U85),0
2007,Број,Ж,Шифре за посебне намјене (U00-U85),0
2008,Број,Ж,Шифре за посебне намјене (U00-U85),0
2009,Број,Ж,Шифре за посебне намјене (U00-U85),0
2010,Број,Ж,Шифре за посебне намјене (U00-U85),0
2011,Број,Ж,Шифре за посебне намјене (U00-U85),0
2012,Број,Ж,Шифре за посебне намјене (U00-U85),0
2013,Број,Ж,Шифре за посебне намјене (U00-U85),0
2014,Број,Ж,Шифре за посебне намјене (U00-U85),0
2015,Број,Ж,Шифре за посебне намјене (U00-U85),0
2016,Број,Ж,Шифре за посебне намјене (U00-U85),0
2017,Број,Ж,Шифре за посебне намјене (U00-U85),0
2018,Број,Ж,Шифре за посебне намјене (U00-U85),0
2019,Број,Ж,Шифре за посебне намјене (U00-U85),0
2020,Број,Ж,Шифре за посебне намјене (U00-U85),562
