Year,UNIT_MEASURE,Oпштина,Пол,Старост,Value
2013,Број,Ново Горажде,Ж,75-79,77
2013,Број,Осмаци,Укупно,75-79,168
2013,Број,Осмаци,M,75-79,63
2013,Број,Осмаци,Ж,75-79,105
2013,Број,Оштра Лука,Укупно,75-79,158
2013,Број,Оштра Лука,M,75-79,63
2013,Број,Оштра Лука,Ж,75-79,95
2013,Број,Пале,Укупно,75-79,854
2013,Број,Пале,M,75-79,342
2013,Број,Пале,Ж,75-79,512
2013,Број,Пелагићево,Укупно,75-79,280
2013,Број,Пелагићево,M,75-79,108
2013,Број,Пелагићево,Ж,75-79,172
2013,Број,Петровац,Укупно,75-79,23
2013,Број,Петровац,M,75-79,7
2013,Број,Петровац,Ж,75-79,16
2013,Број,Петрово,Укупно,75-79,401
2013,Број,Петрово,M,75-79,159
2013,Број,Петрово,Ж,75-79,242
2013,Број,Град Приједор,Укупно,75-79,3509
2013,Број,Град Приједор,M,75-79,1371
2013,Број,Град Приједор,Ж,75-79,2138
2013,Број,Прњавор,Укупно,75-79,1504
2013,Број,Прњавор,M,75-79,586
2013,Број,Прњавор,Ж,75-79,918
2013,Број,Рибник,Укупно,75-79,316
2013,Број,Рибник,M,75-79,122
2013,Број,Рибник,Ж,75-79,194
2013,Број,Рогатица,Укупно,75-79,543
2013,Број,Рогатица,M,75-79,226
2013,Број,Рогатица,Ж,75-79,317
2013,Број,Рудо,Укупно,75-79,370
2013,Број,Рудо,M,75-79,165
2013,Број,Рудо,Ж,75-79,205
2013,Број,Соколац,Укупно,75-79,551
2013,Број,Соколац,M,75-79,222
2013,Број,Соколац,Ж,75-79,329
2013,Број,Србац,Укупно,75-79,737
2013,Број,Србац,M,75-79,280
2013,Број,Србац,Ж,75-79,457
2013,Број,Сребреница,Укупно,75-79,337
2013,Број,Сребреница,M,75-79,126
2013,Број,Сребреница,Ж,75-79,211
2013,Број,Теслић,Укупно,75-79,1452
2013,Број,Теслић,M,75-79,593
2013,Број,Теслић,Ж,75-79,859
2013,Број,Град Требиње,Укупно,75-79,1277
2013,Број,Град Требиње,M,75-79,528
2013,Број,Град Требиње,Ж,75-79,749
2013,Број,Трново,Укупно,75-79,109
2013,Број,Трново,M,75-79,53
2013,Број,Трново,Ж,75-79,56
2013,Број,Угљевик,Укупно,75-79,697
2013,Број,Угљевик,M,75-79,288
2013,Број,Угљевик,Ж,75-79,409
2013,Број,Фоча,Укупно,75-79,880
2013,Број,Фоча,M,75-79,372
2013,Број,Фоча,Ж,75-79,508
2013,Број,Хан Пијесак,Укупно,75-79,220
2013,Број,Хан Пијесак,M,75-79,77
2013,Број,Хан Пијесак,Ж,75-79,143
2013,Број,Чајниче,Укупно,75-79,227
2013,Број,Чајниче,M,75-79,85
2013,Број,Чајниче,Ж,75-79,142
2013,Број,Челинац,Укупно,75-79,492
2013,Број,Челинац,M,75-79,187
2013,Број,Челинац,Ж,75-79,305
2013,Број,Шамац,Укупно,75-79,761
2013,Број,Шамац,M,75-79,312
2013,Број,Шамац,Ж,75-79,449
2013,Број,Шековићи,Укупно,75-79,234
2013,Број,Шековићи,M,75-79,88
2013,Број,Шековићи,Ж,75-79,146
2013,Број,Шипово,Укупно,75-79,510
2013,Број,Шипово,M,75-79,207
2013,Број,Шипово,Ж,75-79,303
2013,Број,Град Бања Лука,Укупно,80-84,3262
2013,Број,Град Бања Лука,M,80-84,1259
2013,Број,Град Бања Лука,Ж,80-84,2003
2013,Број,Берковићи,Укупно,80-84,78
2013,Број,Берковићи,M,80-84,36
2013,Број,Берковићи,Ж,80-84,42
2013,Број,Град Бијељина,Укупно,80-84,2081
2013,Број,Град Бијељина,M,80-84,794
2013,Број,Град Бијељина,Ж,80-84,1287
2013,Број,Билећа,Укупно,80-84,303
2013,Број,Билећа,M,80-84,125
2013,Број,Билећа,Ж,80-84,178
2013,Број,Братунац,Укупно,80-84,249
2013,Број,Братунац,M,80-84,80
2013,Број,Братунац,Ж,80-84,169
2013,Број,Брод,Укупно,80-84,327
2013,Број,Брод,M,80-84,112
2013,Број,Брод,Ж,80-84,215
2013,Број,Вишеград,Укупно,80-84,303
2013,Број,Вишеград,M,80-84,120
2013,Број,Вишеград,Ж,80-84,183
2013,Број,Власеница,Укупно,80-84,177
2013,Број,Власеница,M,80-84,77
2013,Број,Власеница,Ж,80-84,100
2013,Број,Вукосавље,Укупно,80-84,109
2013,Број,Вукосавље,M,80-84,43
2013,Број,Вукосавље,Ж,80-84,66
2013,Број,Гацко,Укупно,80-84,208
2013,Број,Гацко,M,80-84,77
2013,Број,Гацко,Ж,80-84,131
2013,Број,Град Градишка,Укупно,80-84,1172
2013,Број,Град Градишка,M,80-84,417
2013,Број,Град Градишка,Ж,80-84,755
2013,Број,Град Дервента,Укупно,80-84,588
2013,Број,Град Дервента,M,80-84,200
2013,Број,Град Дервента,Ж,80-84,388
2013,Број,Град Добој,Укупно,80-84,1547
2013,Број,Град Добој,M,80-84,579
2013,Број,Град Добој,Ж,80-84,968
2013,Број,Доњи Жабар,Укупно,80-84,93
2013,Број,Доњи Жабар,M,80-84,37
2013,Број,Доњи Жабар,Ж,80-84,56
2013,Број,Град Зворник,Укупно,80-84,868
2013,Број,Град Зворник,M,80-84,324
2013,Број,Град Зворник,Ж,80-84,544
2013,Број,Источна Илиџа,Укупно,80-84,276
2013,Број,Источна Илиџа,M,80-84,98
2013,Број,Источна Илиџа,Ж,80-84,178
2013,Број,Источни Дрвар,Укупно,80-84,2
2013,Број,Источни Дрвар,M,80-84,0
2013,Број,Источни Дрвар,Ж,80-84,2
2013,Број,Источни Мостар,Укупно,80-84,9
2013,Број,Источни Мостар,M,80-84,4
2013,Број,Источни Мостар,Ж,80-84,5
2013,Број,Источни Стари Град,Укупно,80-84,36
2013,Број,Источни Стари Град,M,80-84,11
2013,Број,Источни Стари Град,Ж,80-84,25
2013,Број,Источно Ново Сарајево,Укупно,80-84,192
2013,Број,Источно Ново Сарајево,M,80-84,67
2013,Број,Источно Ново Сарајево,Ж,80-84,125
2013,Број,Језеро,Укупно,80-84,24
2013,Број,Језеро,M,80-84,9
2013,Број,Језеро,Ж,80-84,15
2013,Број,Калиновик,Укупно,80-84,84
2013,Број,Калиновик,M,80-84,32
2013,Број,Калиновик,Ж,80-84,52
2013,Број,Кнежево,Укупно,80-84,172
2013,Број,Кнежево,M,80-84,65
2013,Број,Кнежево,Ж,80-84,107
2013,Број,Козарска Дубица,Укупно,80-84,629
2013,Број,Козарска Дубица,M,80-84,247
2013,Број,Козарска Дубица,Ж,80-84,382
2013,Број,Костајница,Укупно,80-84,147
2013,Број,Костајница,M,80-84,46
2013,Број,Костајница,Ж,80-84,101
2013,Број,Котор Варош,Укупно,80-84,246
2013,Број,Котор Варош,M,80-84,96
2013,Број,Котор Варош,Ж,80-84,150
2013,Број,Крупа на Уни,Укупно,80-84,72
2013,Број,Крупа на Уни,M,80-84,26
2013,Број,Крупа на Уни,Ж,80-84,46
2013,Број,Купрес,Укупно,80-84,16
2013,Број,Купрес,M,80-84,11
2013,Број,Купрес,Ж,80-84,5
2013,Број,Лакташи,Укупно,80-84,661
2013,Број,Лакташи,M,80-84,248
2013,Број,Лакташи,Ж,80-84,413
2013,Број,Лопаре,Укупно,80-84,447
2013,Број,Лопаре,M,80-84,172
2013,Број,Лопаре,Ж,80-84,275
2013,Број,Љубиње,Укупно,80-84,130
2013,Број,Љубиње,M,80-84,47
2013,Број,Љубиње,Ж,80-84,83
2013,Број,Милићи,Укупно,80-84,143
2013,Број,Милићи,M,80-84,45
2013,Број,Милићи,Ж,80-84,98
2013,Број,Модрича,Укупно,80-84,578
2013,Број,Модрича,M,80-84,204
2013,Број,Модрича,Ж,80-84,374
2013,Број,Мркоњић Град,Укупно,80-84,506
2013,Број,Мркоњић Град,M,80-84,180
2013,Број,Мркоњић Град,Ж,80-84,326
2013,Број,Невесиње,Укупно,80-84,364
2013,Број,Невесиње,M,80-84,148
2013,Број,Невесиње,Ж,80-84,216
2013,Број,Нови Град,Укупно,80-84,621
2013,Број,Нови Град,M,80-84,233
2013,Број,Нови Град,Ж,80-84,388
2013,Број,Ново Горажде,Укупно,80-84,80
2013,Број,Ново Горажде,M,80-84,46
2013,Број,Ново Горажде,Ж,80-84,34
2013,Број,Осмаци,Укупно,80-84,80
2013,Број,Осмаци,M,80-84,34
2013,Број,Осмаци,Ж,80-84,46
2013,Број,Оштра Лука,Укупно,80-84,73
2013,Број,Оштра Лука,M,80-84,25
2013,Број,Оштра Лука,Ж,80-84,48
2013,Број,Пале,Укупно,80-84,461
2013,Број,Пале,M,80-84,186
2013,Број,Пале,Ж,80-84,275
2013,Број,Пелагићево,Укупно,80-84,178
2013,Број,Пелагићево,M,80-84,65
2013,Број,Пелагићево,Ж,80-84,113
2013,Број,Петровац,Укупно,80-84,18
2013,Број,Петровац,M,80-84,5
2013,Број,Петровац,Ж,80-84,13
2013,Број,Петрово,Укупно,80-84,168
2013,Број,Петрово,M,80-84,62
2013,Број,Петрово,Ж,80-84,106
2013,Број,Град Приједор,Укупно,80-84,1704
2013,Број,Град Приједор,M,80-84,661
2013,Број,Град Приједор,Ж,80-84,1043
2013,Број,Прњавор,Укупно,80-84,807
2013,Број,Прњавор,M,80-84,295
2013,Број,Прњавор,Ж,80-84,512
2013,Број,Рибник,Укупно,80-84,207
2013,Број,Рибник,M,80-84,88
2013,Број,Рибник,Ж,80-84,119
2013,Број,Рогатица,Укупно,80-84,311
2013,Број,Рогатица,M,80-84,109
2013,Број,Рогатица,Ж,80-84,202
2013,Број,Рудо,Укупно,80-84,156
2013,Број,Рудо,M,80-84,53
2013,Број,Рудо,Ж,80-84,103
2013,Број,Соколац,Укупно,80-84,294
2013,Број,Соколац,M,80-84,117
2013,Број,Соколац,Ж,80-84,177
2013,Број,Србац,Укупно,80-84,455
2013,Број,Србац,M,80-84,158
2013,Број,Србац,Ж,80-84,297
2013,Број,Сребреница,Укупно,80-84,147
2013,Број,Сребреница,M,80-84,49
2013,Број,Сребреница,Ж,80-84,98
2013,Број,Теслић,Укупно,80-84,691
2013,Број,Теслић,M,80-84,254
2013,Број,Теслић,Ж,80-84,437
2013,Број,Град Требиње,Укупно,80-84,783
2013,Број,Град Требиње,M,80-84,291
2013,Број,Град Требиње,Ж,80-84,492
2013,Број,Трново,Укупно,80-84,53
2013,Број,Трново,M,80-84,19
2013,Број,Трново,Ж,80-84,34
2013,Број,Угљевик,Укупно,80-84,389
2013,Број,Угљевик,M,80-84,154
2013,Број,Угљевик,Ж,80-84,235
2013,Број,Фоча,Укупно,80-84,482
2013,Број,Фоча,M,80-84,207
2013,Број,Фоча,Ж,80-84,275
2013,Број,Хан Пијесак,Укупно,80-84,133
2013,Број,Хан Пијесак,M,80-84,54
2013,Број,Хан Пијесак,Ж,80-84,79
2013,Број,Чајниче,Укупно,80-84,107
2013,Број,Чајниче,M,80-84,36
2013,Број,Чајниче,Ж,80-84,71
2013,Број,Челинац,Укупно,80-84,262
2013,Број,Челинац,M,80-84,87
2013,Број,Челинац,Ж,80-84,175
2013,Број,Шамац,Укупно,80-84,402
2013,Број,Шамац,M,80-84,139
2013,Број,Шамац,Ж,80-84,263
2013,Број,Шековићи,Укупно,80-84,126
2013,Број,Шековићи,M,80-84,45
2013,Број,Шековићи,Ж,80-84,81
2013,Број,Шипово,Укупно,80-84,279
2013,Број,Шипово,M,80-84,100
2013,Број,Шипово,Ж,80-84,179
2013,Број,Град Бања Лука,Укупно,85+,1538
2013,Број,Град Бања Лука,M,85+,551
2013,Број,Град Бања Лука,Ж,85+,987
2013,Број,Берковићи,Укупно,85+,46
2013,Број,Берковићи,M,85+,18
2013,Број,Берковићи,Ж,85+,28
2013,Број,Град Бијељина,Укупно,85+,794
2013,Број,Град Бијељина,M,85+,264
2013,Број,Град Бијељина,Ж,85+,530
2013,Број,Билећа,Укупно,85+,211
2013,Број,Билећа,M,85+,81
2013,Број,Билећа,Ж,85+,130
2013,Број,Братунац,Укупно,85+,93
2013,Број,Братунац,M,85+,37
2013,Број,Братунац,Ж,85+,56
2013,Број,Брод,Укупно,85+,149
2013,Број,Брод,M,85+,38
2013,Број,Брод,Ж,85+,111
2013,Број,Вишеград,Укупно,85+,129
2013,Број,Вишеград,M,85+,46
2013,Број,Вишеград,Ж,85+,83
2013,Број,Власеница,Укупно,85+,66
2013,Број,Власеница,M,85+,16
2013,Број,Власеница,Ж,85+,50
2013,Број,Вукосавље,Укупно,85+,32
2013,Број,Вукосавље,M,85+,7
2013,Број,Вукосавље,Ж,85+,25
2013,Број,Гацко,Укупно,85+,140
2013,Број,Гацко,M,85+,47
2013,Број,Гацко,Ж,85+,93
2013,Број,Град Градишка,Укупно,85+,601
2013,Број,Град Градишка,M,85+,189
2013,Број,Град Градишка,Ж,85+,412
2013,Број,Град Дервента,Укупно,85+,276
2013,Број,Град Дервента,M,85+,92
2013,Број,Град Дервента,Ж,85+,184
2013,Број,Град Добој,Укупно,85+,643
2013,Број,Град Добој,M,85+,207
2013,Број,Град Добој,Ж,85+,436
2013,Број,Доњи Жабар,Укупно,85+,35
2013,Број,Доњи Жабар,M,85+,9
2013,Број,Доњи Жабар,Ж,85+,26
2013,Број,Град Зворник,Укупно,85+,335
2013,Број,Град Зворник,M,85+,115
2013,Број,Град Зворник,Ж,85+,220
2013,Број,Источна Илиџа,Укупно,85+,129
2013,Број,Источна Илиџа,M,85+,41
2013,Број,Источна Илиџа,Ж,85+,88
2013,Број,Источни Дрвар,Укупно,85+,3
2013,Број,Источни Дрвар,M,85+,1
2013,Број,Источни Дрвар,Ж,85+,2
2013,Број,Источни Мостар,Укупно,85+,4
2013,Број,Источни Мостар,M,85+,2
2013,Број,Источни Мостар,Ж,85+,2
2013,Број,Источни Стари Град,Укупно,85+,24
2013,Број,Источни Стари Град,M,85+,6
2013,Број,Источни Стари Град,Ж,85+,18
2013,Број,Источно Ново Сарајево,Укупно,85+,74
2013,Број,Источно Ново Сарајево,M,85+,28
2013,Број,Источно Ново Сарајево,Ж,85+,46
2013,Број,Језеро,Укупно,85+,11
2013,Број,Језеро,M,85+,2
2013,Број,Језеро,Ж,85+,9
2013,Број,Калиновик,Укупно,85+,49
2013,Број,Калиновик,M,85+,13
2013,Број,Калиновик,Ж,85+,36
2013,Број,Кнежево,Укупно,85+,68
2013,Број,Кнежево,M,85+,22
2013,Број,Кнежево,Ж,85+,46
2013,Број,Козарска Дубица,Укупно,85+,320
2013,Број,Козарска Дубица,M,85+,85
2013,Број,Козарска Дубица,Ж,85+,235
2013,Број,Костајница,Укупно,85+,67
2013,Број,Костајница,M,85+,17
2013,Број,Костајница,Ж,85+,50
2013,Број,Котор Варош,Укупно,85+,86
2013,Број,Котор Варош,M,85+,35
2013,Број,Котор Варош,Ж,85+,51
2013,Број,Крупа на Уни,Укупно,85+,28
2013,Број,Крупа на Уни,M,85+,7
2013,Број,Крупа на Уни,Ж,85+,21
2013,Број,Купрес,Укупно,85+,6
2013,Број,Купрес,M,85+,2
2013,Број,Купрес,Ж,85+,4
2013,Број,Лакташи,Укупно,85+,293
2013,Број,Лакташи,M,85+,96
2013,Број,Лакташи,Ж,85+,197
2013,Број,Лопаре,Укупно,85+,177
2013,Број,Лопаре,M,85+,59
2013,Број,Лопаре,Ж,85+,118
2013,Број,Љубиње,Укупно,85+,77
2013,Број,Љубиње,M,85+,22
2013,Број,Љубиње,Ж,85+,55
2013,Број,Милићи,Укупно,85+,68
2013,Број,Милићи,M,85+,21
2013,Број,Милићи,Ж,85+,47
2013,Број,Модрича,Укупно,85+,225
2013,Број,Модрича,M,85+,82
2013,Број,Модрича,Ж,85+,143
2013,Број,Мркоњић Град,Укупно,85+,276
2013,Број,Мркоњић Град,M,85+,107
2013,Број,Мркоњић Град,Ж,85+,169
2013,Број,Невесиње,Укупно,85+,225
2013,Број,Невесиње,M,85+,63
2013,Број,Невесиње,Ж,85+,162
2013,Број,Нови Град,Укупно,85+,282
2013,Број,Нови Град,M,85+,87
2013,Број,Нови Град,Ж,85+,195
2013,Број,Ново Горажде,Укупно,85+,33
2013,Број,Ново Горажде,M,85+,12
2013,Број,Ново Горажде,Ж,85+,21
2013,Број,Осмаци,Укупно,85+,47
2013,Број,Осмаци,M,85+,20
2013,Број,Осмаци,Ж,85+,27
2013,Број,Оштра Лука,Укупно,85+,28
2013,Број,Оштра Лука,M,85+,12
2013,Број,Оштра Лука,Ж,85+,16
2013,Број,Пале,Укупно,85+,190
2013,Број,Пале,M,85+,64
2013,Број,Пале,Ж,85+,126
2013,Број,Пелагићево,Укупно,85+,51
2013,Број,Пелагићево,M,85+,16
2013,Број,Пелагићево,Ж,85+,35
2013,Број,Петровац,Укупно,85+,10
2013,Број,Петровац,M,85+,5
2013,Број,Петровац,Ж,85+,5
2013,Број,Петрово,Укупно,85+,89
2013,Број,Петрово,M,85+,33
2013,Број,Петрово,Ж,85+,56
2013,Број,Град Приједор,Укупно,85+,767
2013,Број,Град Приједор,M,85+,261
2013,Број,Град Приједор,Ж,85+,506
2013,Број,Прњавор,Укупно,85+,348
2013,Број,Прњавор,M,85+,94
2013,Број,Прњавор,Ж,85+,254
2013,Број,Рибник,Укупно,85+,80
2013,Број,Рибник,M,85+,26
2013,Број,Рибник,Ж,85+,54
2013,Број,Рогатица,Укупно,85+,124
2013,Број,Рогатица,M,85+,45
2013,Број,Рогатица,Ж,85+,79
2013,Број,Рудо,Укупно,85+,80
2013,Број,Рудо,M,85+,25
2013,Број,Рудо,Ж,85+,55
2013,Број,Соколац,Укупно,85+,167
2013,Број,Соколац,M,85+,63
2013,Број,Соколац,Ж,85+,104
2013,Број,Србац,Укупно,85+,207
2013,Број,Србац,M,85+,60
2013,Број,Србац,Ж,85+,147
2013,Број,Сребреница,Укупно,85+,51
2013,Број,Сребреница,M,85+,17
2013,Број,Сребреница,Ж,85+,34
2013,Број,Теслић,Укупно,85+,261
2013,Број,Теслић,M,85+,88
2013,Број,Теслић,Ж,85+,173
2013,Број,Град Требиње,Укупно,85+,449
2013,Број,Град Требиње,M,85+,157
2013,Број,Град Требиње,Ж,85+,292
2013,Број,Трново,Укупно,85+,28
2013,Број,Трново,M,85+,11
2013,Број,Трново,Ж,85+,17
2013,Број,Угљевик,Укупно,85+,196
2013,Број,Угљевик,M,85+,69
2013,Број,Угљевик,Ж,85+,127
2013,Број,Фоча,Укупно,85+,219
2013,Број,Фоча,M,85+,83
2013,Број,Фоча,Ж,85+,136
2013,Број,Хан Пијесак,Укупно,85+,48
2013,Број,Хан Пијесак,M,85+,15
2013,Број,Хан Пијесак,Ж,85+,33
2013,Број,Чајниче,Укупно,85+,47
2013,Број,Чајниче,M,85+,11
2013,Број,Чајниче,Ж,85+,36
2013,Број,Челинац,Укупно,85+,109
2013,Број,Челинац,M,85+,34
2013,Број,Челинац,Ж,85+,75
2013,Број,Шамац,Укупно,85+,161
2013,Број,Шамац,M,85+,46
2013,Број,Шамац,Ж,85+,115
2013,Број,Шековићи,Укупно,85+,50
2013,Број,Шековићи,M,85+,19
2013,Број,Шековићи,Ж,85+,31
2013,Број,Шипово,Укупно,85+,145
2013,Број,Шипово,M,85+,64
2013,Број,Шипово,Ж,85+,81
