Year,UNIT_MEASURE,Administrative area,Sex,Type of disability,Value
2013,Number,Pelagicevo,F,Dressing and maintaining personal hygiene,38
2013,Number,Petrovac,Both sexes,Dressing and maintaining personal hygiene,4
2013,Number,Petrovac,M,Dressing and maintaining personal hygiene,1
2013,Number,Petrovac,F,Dressing and maintaining personal hygiene,3
2013,Number,Petrovo,Both sexes,Dressing and maintaining personal hygiene,106
2013,Number,Petrovo,M,Dressing and maintaining personal hygiene,40
2013,Number,Petrovo,F,Dressing and maintaining personal hygiene,66
2013,Number,City of Prijedor,Both sexes,Dressing and maintaining personal hygiene,1081
2013,Number,City of Prijedor,M,Dressing and maintaining personal hygiene,517
2013,Number,City of Prijedor,F,Dressing and maintaining personal hygiene,564
2013,Number,Prnjavor,Both sexes,Dressing and maintaining personal hygiene,418
2013,Number,Prnjavor,M,Dressing and maintaining personal hygiene,182
2013,Number,Prnjavor,F,Dressing and maintaining personal hygiene,236
2013,Number,Ribnik,Both sexes,Dressing and maintaining personal hygiene,111
2013,Number,Ribnik,M,Dressing and maintaining personal hygiene,50
2013,Number,Ribnik,F,Dressing and maintaining personal hygiene,61
2013,Number,Rogatica,Both sexes,Dressing and maintaining personal hygiene,153
2013,Number,Rogatica,M,Dressing and maintaining personal hygiene,59
2013,Number,Rogatica,F,Dressing and maintaining personal hygiene,94
2013,Number,Rudo,Both sexes,Dressing and maintaining personal hygiene,85
2013,Number,Rudo,M,Dressing and maintaining personal hygiene,40
2013,Number,Rudo,F,Dressing and maintaining personal hygiene,45
2013,Number,Sokolac,Both sexes,Dressing and maintaining personal hygiene,143
2013,Number,Sokolac,M,Dressing and maintaining personal hygiene,55
2013,Number,Sokolac,F,Dressing and maintaining personal hygiene,88
2013,Number,Srbac,Both sexes,Dressing and maintaining personal hygiene,174
2013,Number,Srbac,M,Dressing and maintaining personal hygiene,78
2013,Number,Srbac,F,Dressing and maintaining personal hygiene,96
2013,Number,Srebrenica,Both sexes,Dressing and maintaining personal hygiene,99
2013,Number,Srebrenica,M,Dressing and maintaining personal hygiene,34
2013,Number,Srebrenica,F,Dressing and maintaining personal hygiene,65
2013,Number,Teslic,Both sexes,Dressing and maintaining personal hygiene,499
2013,Number,Teslic,M,Dressing and maintaining personal hygiene,209
2013,Number,Teslic,F,Dressing and maintaining personal hygiene,290
2013,Number,City of Trebinje,Both sexes,Dressing and maintaining personal hygiene,283
2013,Number,City of Trebinje,M,Dressing and maintaining personal hygiene,104
2013,Number,City of Trebinje,F,Dressing and maintaining personal hygiene,179
2013,Number,Trnovo,Both sexes,Dressing and maintaining personal hygiene,31
2013,Number,Trnovo,M,Dressing and maintaining personal hygiene,12
2013,Number,Trnovo,F,Dressing and maintaining personal hygiene,19
2013,Number,Ugljevik,Both sexes,Dressing and maintaining personal hygiene,151
2013,Number,Ugljevik,M,Dressing and maintaining personal hygiene,63
2013,Number,Ugljevik,F,Dressing and maintaining personal hygiene,88
2013,Number,Foca,Both sexes,Dressing and maintaining personal hygiene,230
2013,Number,Foca,M,Dressing and maintaining personal hygiene,97
2013,Number,Foca,F,Dressing and maintaining personal hygiene,133
2013,Number,Han Pijesak,Both sexes,Dressing and maintaining personal hygiene,48
2013,Number,Han Pijesak,M,Dressing and maintaining personal hygiene,15
2013,Number,Han Pijesak,F,Dressing and maintaining personal hygiene,33
2013,Number,Cajnice,Both sexes,Dressing and maintaining personal hygiene,50
2013,Number,Cajnice,M,Dressing and maintaining personal hygiene,23
2013,Number,Cajnice,F,Dressing and maintaining personal hygiene,27
2013,Number,Celinac,Both sexes,Dressing and maintaining personal hygiene,210
2013,Number,Celinac,M,Dressing and maintaining personal hygiene,96
2013,Number,Celinac,F,Dressing and maintaining personal hygiene,114
2013,Number,Samac,Both sexes,Dressing and maintaining personal hygiene,159
2013,Number,Samac,M,Dressing and maintaining personal hygiene,67
2013,Number,Samac,F,Dressing and maintaining personal hygiene,92
2013,Number,Sekovici,Both sexes,Dressing and maintaining personal hygiene,60
2013,Number,Sekovici,M,Dressing and maintaining personal hygiene,29
2013,Number,Sekovici,F,Dressing and maintaining personal hygiene,31
2013,Number,Sipovo,Both sexes,Dressing and maintaining personal hygiene,127
2013,Number,Sipovo,M,Dressing and maintaining personal hygiene,46
2013,Number,Sipovo,F,Dressing and maintaining personal hygiene,81
2013,Number,Republika Srpska,Both sexes,Communication,10723
2013,Number,Republika Srpska,M,Communication,5103
2013,Number,Republika Srpska,F,Communication,5620
2013,Number,City of Banja Luka,Both sexes,Communication,1307
2013,Number,City of Banja Luka,M,Communication,670
2013,Number,City of Banja Luka,F,Communication,637
2013,Number,Berkovici,Both sexes,Communication,26
2013,Number,Berkovici,M,Communication,11
2013,Number,Berkovici,F,Communication,15
2013,Number,City of Bijeljina,Both sexes,Communication,793
2013,Number,City of Bijeljina,M,Communication,398
2013,Number,City of Bijeljina,F,Communication,395
2013,Number,Bileca,Both sexes,Communication,89
2013,Number,Bileca,M,Communication,44
2013,Number,Bileca,F,Communication,45
2013,Number,Bratunac,Both sexes,Communication,135
2013,Number,Bratunac,M,Communication,56
2013,Number,Bratunac,F,Communication,79
2013,Number,Brod,Both sexes,Communication,121
2013,Number,Brod,M,Communication,60
2013,Number,Brod,F,Communication,61
2013,Number,Visegrad,Both sexes,Communication,202
2013,Number,Visegrad,M,Communication,55
2013,Number,Visegrad,F,Communication,147
2013,Number,Vlasenica,Both sexes,Communication,96
2013,Number,Vlasenica,M,Communication,50
2013,Number,Vlasenica,F,Communication,46
2013,Number,Vukosavlje,Both sexes,Communication,50
2013,Number,Vukosavlje,M,Communication,26
2013,Number,Vukosavlje,F,Communication,24
2013,Number,Gacko,Both sexes,Communication,70
2013,Number,Gacko,M,Communication,30
2013,Number,Gacko,F,Communication,40
2013,Number,City of Gradiska,Both sexes,Communication,504
2013,Number,City of Gradiska,M,Communication,220
2013,Number,City of Gradiska,F,Communication,284
2013,Number,City of Derventa,Both sexes,Communication,255
2013,Number,City of Derventa,M,Communication,118
2013,Number,City of Derventa,F,Communication,137
2013,Number,City of Doboj,Both sexes,Communication,786
2013,Number,City of Doboj,M,Communication,353
2013,Number,City of Doboj,F,Communication,433
2013,Number,Donji Zabar,Both sexes,Communication,23
2013,Number,Donji Zabar,M,Communication,13
2013,Number,Donji Zabar,F,Communication,10
2013,Number,City of Zvornik,Both sexes,Communication,402
2013,Number,City of Zvornik,M,Communication,184
2013,Number,City of Zvornik,F,Communication,218
2013,Number,East Ilidza,Both sexes,Communication,113
2013,Number,East Ilidza,M,Communication,54
2013,Number,East Ilidza,F,Communication,59
2013,Number,East Drvar,Both sexes,Communication,0
2013,Number,East Drvar,M,Communication,0
2013,Number,East Drvar,F,Communication,0
2013,Number,East Mostar,Both sexes,Communication,2
2013,Number,East Mostar,M,Communication,1
2013,Number,East Mostar,F,Communication,1
2013,Number,East Stari Grad,Both sexes,Communication,14
2013,Number,East Stari Grad,M,Communication,9
2013,Number,East Stari Grad,F,Communication,5
2013,Number,East Novo Sarajevo,Both sexes,Communication,65
2013,Number,East Novo Sarajevo,M,Communication,33
2013,Number,East Novo Sarajevo,F,Communication,32
2013,Number,Jezero,Both sexes,Communication,14
2013,Number,Jezero,M,Communication,6
2013,Number,Jezero,F,Communication,8
2013,Number,Kalinovik,Both sexes,Communication,17
2013,Number,Kalinovik,M,Communication,8
2013,Number,Kalinovik,F,Communication,9
2013,Number,Knezevo,Both sexes,Communication,140
2013,Number,Knezevo,M,Communication,59
2013,Number,Knezevo,F,Communication,81
2013,Number,Kozarska Dubica,Both sexes,Communication,187
2013,Number,Kozarska Dubica,M,Communication,94
2013,Number,Kozarska Dubica,F,Communication,93
2013,Number,Kostajnica,Both sexes,Communication,53
2013,Number,Kostajnica,M,Communication,21
2013,Number,Kostajnica,F,Communication,32
2013,Number,Kotor Varos,Both sexes,Communication,176
2013,Number,Kotor Varos,M,Communication,84
2013,Number,Kotor Varos,F,Communication,92
2013,Number,Krupa Na Uni,Both sexes,Communication,20
2013,Number,Krupa Na Uni,M,Communication,8
2013,Number,Krupa Na Uni,F,Communication,12
2013,Number,Kupres,Both sexes,Communication,6
2013,Number,Kupres,M,Communication,4
2013,Number,Kupres,F,Communication,2
2013,Number,Laktasi,Both sexes,Communication,283
2013,Number,Laktasi,M,Communication,148
2013,Number,Laktasi,F,Communication,135
2013,Number,Lopare,Both sexes,Communication,168
2013,Number,Lopare,M,Communication,86
2013,Number,Lopare,F,Communication,82
2013,Number,Ljubinje,Both sexes,Communication,31
2013,Number,Ljubinje,M,Communication,14
2013,Number,Ljubinje,F,Communication,17
2013,Number,Milici,Both sexes,Communication,77
2013,Number,Milici,M,Communication,27
2013,Number,Milici,F,Communication,50
2013,Number,Modrica,Both sexes,Communication,309
2013,Number,Modrica,M,Communication,139
2013,Number,Modrica,F,Communication,170
2013,Number,Mrkonjic Grad,Both sexes,Communication,176
2013,Number,Mrkonjic Grad,M,Communication,73
2013,Number,Mrkonjic Grad,F,Communication,103
2013,Number,Nevesinje,Both sexes,Communication,107
2013,Number,Nevesinje,M,Communication,43
2013,Number,Nevesinje,F,Communication,64
2013,Number,Novi Grad,Both sexes,Communication,277
2013,Number,Novi Grad,M,Communication,121
2013,Number,Novi Grad,F,Communication,156
2013,Number,Novo Gorazde,Both sexes,Communication,18
2013,Number,Novo Gorazde,M,Communication,5
2013,Number,Novo Gorazde,F,Communication,13
2013,Number,Osmaci,Both sexes,Communication,40
2013,Number,Osmaci,M,Communication,19
2013,Number,Osmaci,F,Communication,21
2013,Number,Ostra Luka,Both sexes,Communication,26
2013,Number,Ostra Luka,M,Communication,10
2013,Number,Ostra Luka,F,Communication,16
2013,Number,Pale,Both sexes,Communication,130
2013,Number,Pale,M,Communication,59
2013,Number,Pale,F,Communication,71
2013,Number,Pelagicevo,Both sexes,Communication,68
2013,Number,Pelagicevo,M,Communication,33
2013,Number,Pelagicevo,F,Communication,35
2013,Number,Petrovac,Both sexes,Communication,1
2013,Number,Petrovac,M,Communication,0
2013,Number,Petrovac,F,Communication,1
2013,Number,Petrovo,Both sexes,Communication,64
2013,Number,Petrovo,M,Communication,36
2013,Number,Petrovo,F,Communication,28
2013,Number,City of Prijedor,Both sexes,Communication,927
2013,Number,City of Prijedor,M,Communication,517
2013,Number,City of Prijedor,F,Communication,410
2013,Number,Prnjavor,Both sexes,Communication,320
2013,Number,Prnjavor,M,Communication,162
2013,Number,Prnjavor,F,Communication,158
2013,Number,Ribnik,Both sexes,Communication,91
2013,Number,Ribnik,M,Communication,45
2013,Number,Ribnik,F,Communication,46
2013,Number,Rogatica,Both sexes,Communication,90
2013,Number,Rogatica,M,Communication,45
2013,Number,Rogatica,F,Communication,45
2013,Number,Rudo,Both sexes,Communication,68
2013,Number,Rudo,M,Communication,29
2013,Number,Rudo,F,Communication,39
2013,Number,Sokolac,Both sexes,Communication,112
2013,Number,Sokolac,M,Communication,43
2013,Number,Sokolac,F,Communication,69
2013,Number,Srbac,Both sexes,Communication,171
2013,Number,Srbac,M,Communication,81
2013,Number,Srbac,F,Communication,90
2013,Number,Srebrenica,Both sexes,Communication,80
2013,Number,Srebrenica,M,Communication,33
2013,Number,Srebrenica,F,Communication,47
2013,Number,Teslic,Both sexes,Communication,387
2013,Number,Teslic,M,Communication,189
2013,Number,Teslic,F,Communication,198
2013,Number,City of Trebinje,Both sexes,Communication,205
2013,Number,City of Trebinje,M,Communication,94
2013,Number,City of Trebinje,F,Communication,111
2013,Number,Trnovo,Both sexes,Communication,22
2013,Number,Trnovo,M,Communication,12
2013,Number,Trnovo,F,Communication,10
2013,Number,Ugljevik,Both sexes,Communication,93
2013,Number,Ugljevik,M,Communication,41
2013,Number,Ugljevik,F,Communication,52
2013,Number,Foca,Both sexes,Communication,170
2013,Number,Foca,M,Communication,81
2013,Number,Foca,F,Communication,89
2013,Number,Han Pijesak,Both sexes,Communication,36
2013,Number,Han Pijesak,M,Communication,14
2013,Number,Han Pijesak,F,Communication,22
2013,Number,Cajnice,Both sexes,Communication,41
2013,Number,Cajnice,M,Communication,17
2013,Number,Cajnice,F,Communication,24
2013,Number,Celinac,Both sexes,Communication,163
2013,Number,Celinac,M,Communication,72
2013,Number,Celinac,F,Communication,91
2013,Number,Samac,Both sexes,Communication,146
2013,Number,Samac,M,Communication,71
2013,Number,Samac,F,Communication,75
2013,Number,Sekovici,Both sexes,Communication,68
2013,Number,Sekovici,M,Communication,33
2013,Number,Sekovici,F,Communication,35
2013,Number,Sipovo,Both sexes,Communication,92
2013,Number,Sipovo,M,Communication,42
2013,Number,Sipovo,F,Communication,50
2013,Number,Republika Srpska,Both sexes,Multiple disabilities,38298
2013,Number,Republika Srpska,M,Multiple disabilities,16292
2013,Number,Republika Srpska,F,Multiple disabilities,22006
2013,Number,City of Banja Luka,Both sexes,Multiple disabilities,4944
2013,Number,City of Banja Luka,M,Multiple disabilities,2158
2013,Number,City of Banja Luka,F,Multiple disabilities,2786
2013,Number,Berkovici,Both sexes,Multiple disabilities,73
2013,Number,Berkovici,M,Multiple disabilities,32
2013,Number,Berkovici,F,Multiple disabilities,41
2013,Number,City of Bijeljina,Both sexes,Multiple disabilities,3094
2013,Number,City of Bijeljina,M,Multiple disabilities,1359
2013,Number,City of Bijeljina,F,Multiple disabilities,1735
2013,Number,Bileca,Both sexes,Multiple disabilities,350
2013,Number,Bileca,M,Multiple disabilities,151
2013,Number,Bileca,F,Multiple disabilities,199
2013,Number,Bratunac,Both sexes,Multiple disabilities,566
2013,Number,Bratunac,M,Multiple disabilities,243
2013,Number,Bratunac,F,Multiple disabilities,323
2013,Number,Brod,Both sexes,Multiple disabilities,485
2013,Number,Brod,M,Multiple disabilities,194
2013,Number,Brod,F,Multiple disabilities,291
2013,Number,Visegrad,Both sexes,Multiple disabilities,477
2013,Number,Visegrad,M,Multiple disabilities,145
2013,Number,Visegrad,F,Multiple disabilities,332
2013,Number,Vlasenica,Both sexes,Multiple disabilities,305
2013,Number,Vlasenica,M,Multiple disabilities,130
2013,Number,Vlasenica,F,Multiple disabilities,175
2013,Number,Vukosavlje,Both sexes,Multiple disabilities,158
2013,Number,Vukosavlje,M,Multiple disabilities,77
2013,Number,Vukosavlje,F,Multiple disabilities,81
2013,Number,Gacko,Both sexes,Multiple disabilities,219
2013,Number,Gacko,M,Multiple disabilities,84
2013,Number,Gacko,F,Multiple disabilities,135
2013,Number,City of Gradiska,Both sexes,Multiple disabilities,1641
2013,Number,City of Gradiska,M,Multiple disabilities,637
2013,Number,City of Gradiska,F,Multiple disabilities,1004
2013,Number,City of Derventa,Both sexes,Multiple disabilities,938
2013,Number,City of Derventa,M,Multiple disabilities,385
2013,Number,City of Derventa,F,Multiple disabilities,553
2013,Number,City of Doboj,Both sexes,Multiple disabilities,3008
2013,Number,City of Doboj,M,Multiple disabilities,1227
2013,Number,City of Doboj,F,Multiple disabilities,1781
2013,Number,Donji Zabar,Both sexes,Multiple disabilities,89
2013,Number,Donji Zabar,M,Multiple disabilities,42
2013,Number,Donji Zabar,F,Multiple disabilities,47
2013,Number,City of Zvornik,Both sexes,Multiple disabilities,1546
2013,Number,City of Zvornik,M,Multiple disabilities,670
2013,Number,City of Zvornik,F,Multiple disabilities,876
2013,Number,East Ilidza,Both sexes,Multiple disabilities,394
2013,Number,East Ilidza,M,Multiple disabilities,171
2013,Number,East Ilidza,F,Multiple disabilities,223
2013,Number,East Drvar,Both sexes,Multiple disabilities,4
2013,Number,East Drvar,M,Multiple disabilities,1
2013,Number,East Drvar,F,Multiple disabilities,3
2013,Number,East Mostar,Both sexes,Multiple disabilities,7
2013,Number,East Mostar,M,Multiple disabilities,2
2013,Number,East Mostar,F,Multiple disabilities,5
2013,Number,East Stari Grad,Both sexes,Multiple disabilities,32
2013,Number,East Stari Grad,M,Multiple disabilities,16
2013,Number,East Stari Grad,F,Multiple disabilities,16
2013,Number,East Novo Sarajevo,Both sexes,Multiple disabilities,206
2013,Number,East Novo Sarajevo,M,Multiple disabilities,87
2013,Number,East Novo Sarajevo,F,Multiple disabilities,119
2013,Number,Jezero,Both sexes,Multiple disabilities,40
2013,Number,Jezero,M,Multiple disabilities,17
2013,Number,Jezero,F,Multiple disabilities,23
2013,Number,Kalinovik,Both sexes,Multiple disabilities,80
2013,Number,Kalinovik,M,Multiple disabilities,30
2013,Number,Kalinovik,F,Multiple disabilities,50
2013,Number,Knezevo,Both sexes,Multiple disabilities,399
2013,Number,Knezevo,M,Multiple disabilities,178
2013,Number,Knezevo,F,Multiple disabilities,221
2013,Number,Kozarska Dubica,Both sexes,Multiple disabilities,741
2013,Number,Kozarska Dubica,M,Multiple disabilities,302
2013,Number,Kozarska Dubica,F,Multiple disabilities,439
2013,Number,Kostajnica,Both sexes,Multiple disabilities,209
2013,Number,Kostajnica,M,Multiple disabilities,93
2013,Number,Kostajnica,F,Multiple disabilities,116
2013,Number,Kotor Varos,Both sexes,Multiple disabilities,702
2013,Number,Kotor Varos,M,Multiple disabilities,310
2013,Number,Kotor Varos,F,Multiple disabilities,392
2013,Number,Krupa Na Uni,Both sexes,Multiple disabilities,88
2013,Number,Krupa Na Uni,M,Multiple disabilities,40
2013,Number,Krupa Na Uni,F,Multiple disabilities,48
2013,Number,Kupres,Both sexes,Multiple disabilities,21
2013,Number,Kupres,M,Multiple disabilities,13
2013,Number,Kupres,F,Multiple disabilities,8
2013,Number,Laktasi,Both sexes,Multiple disabilities,887
2013,Number,Laktasi,M,Multiple disabilities,413
2013,Number,Laktasi,F,Multiple disabilities,474
2013,Number,Lopare,Both sexes,Multiple disabilities,583
2013,Number,Lopare,M,Multiple disabilities,254
2013,Number,Lopare,F,Multiple disabilities,329
2013,Number,Ljubinje,Both sexes,Multiple disabilities,81
2013,Number,Ljubinje,M,Multiple disabilities,34
2013,Number,Ljubinje,F,Multiple disabilities,47
2013,Number,Milici,Both sexes,Multiple disabilities,314
2013,Number,Milici,M,Multiple disabilities,130
2013,Number,Milici,F,Multiple disabilities,184
2013,Number,Modrica,Both sexes,Multiple disabilities,927
2013,Number,Modrica,M,Multiple disabilities,399
2013,Number,Modrica,F,Multiple disabilities,528
2013,Number,Mrkonjic Grad,Both sexes,Multiple disabilities,475
2013,Number,Mrkonjic Grad,M,Multiple disabilities,210
2013,Number,Mrkonjic Grad,F,Multiple disabilities,265
2013,Number,Nevesinje,Both sexes,Multiple disabilities,327
2013,Number,Nevesinje,M,Multiple disabilities,130
2013,Number,Nevesinje,F,Multiple disabilities,197
2013,Number,Novi Grad,Both sexes,Multiple disabilities,1049
2013,Number,Novi Grad,M,Multiple disabilities,446
2013,Number,Novi Grad,F,Multiple disabilities,603
2013,Number,Novo Gorazde,Both sexes,Multiple disabilities,75
2013,Number,Novo Gorazde,M,Multiple disabilities,28
2013,Number,Novo Gorazde,F,Multiple disabilities,47
2013,Number,Osmaci,Both sexes,Multiple disabilities,189
2013,Number,Osmaci,M,Multiple disabilities,79
2013,Number,Osmaci,F,Multiple disabilities,110
2013,Number,Ostra Luka,Both sexes,Multiple disabilities,132
2013,Number,Ostra Luka,M,Multiple disabilities,63
2013,Number,Ostra Luka,F,Multiple disabilities,69
2013,Number,Pale,Both sexes,Multiple disabilities,446
2013,Number,Pale,M,Multiple disabilities,209
2013,Number,Pale,F,Multiple disabilities,237
2013,Number,Pelagicevo,Both sexes,Multiple disabilities,268
2013,Number,Pelagicevo,M,Multiple disabilities,102
2013,Number,Pelagicevo,F,Multiple disabilities,166
2013,Number,Petrovac,Both sexes,Multiple disabilities,7
2013,Number,Petrovac,M,Multiple disabilities,4
2013,Number,Petrovac,F,Multiple disabilities,3
2013,Number,Petrovo,Both sexes,Multiple disabilities,378
2013,Number,Petrovo,M,Multiple disabilities,156
2013,Number,Petrovo,F,Multiple disabilities,222
2013,Number,City of Prijedor,Both sexes,Multiple disabilities,2789
2013,Number,City of Prijedor,M,Multiple disabilities,1276
2013,Number,City of Prijedor,F,Multiple disabilities,1513
2013,Number,Prnjavor,Both sexes,Multiple disabilities,1199
2013,Number,Prnjavor,M,Multiple disabilities,465
2013,Number,Prnjavor,F,Multiple disabilities,734
2013,Number,Ribnik,Both sexes,Multiple disabilities,272
2013,Number,Ribnik,M,Multiple disabilities,128
2013,Number,Ribnik,F,Multiple disabilities,144
2013,Number,Rogatica,Both sexes,Multiple disabilities,407
2013,Number,Rogatica,M,Multiple disabilities,164
2013,Number,Rogatica,F,Multiple disabilities,243
2013,Number,Rudo,Both sexes,Multiple disabilities,252
2013,Number,Rudo,M,Multiple disabilities,104
2013,Number,Rudo,F,Multiple disabilities,148
2013,Number,Sokolac,Both sexes,Multiple disabilities,347
2013,Number,Sokolac,M,Multiple disabilities,143
2013,Number,Sokolac,F,Multiple disabilities,204
2013,Number,Srbac,Both sexes,Multiple disabilities,576
2013,Number,Srbac,M,Multiple disabilities,257
2013,Number,Srbac,F,Multiple disabilities,319
2013,Number,Srebrenica,Both sexes,Multiple disabilities,381
2013,Number,Srebrenica,M,Multiple disabilities,144
2013,Number,Srebrenica,F,Multiple disabilities,237
2013,Number,Teslic,Both sexes,Multiple disabilities,1374
2013,Number,Teslic,M,Multiple disabilities,585
2013,Number,Teslic,F,Multiple disabilities,789
2013,Number,City of Trebinje,Both sexes,Multiple disabilities,689
2013,Number,City of Trebinje,M,Multiple disabilities,280
2013,Number,City of Trebinje,F,Multiple disabilities,409
2013,Number,Trnovo,Both sexes,Multiple disabilities,69
2013,Number,Trnovo,M,Multiple disabilities,31
2013,Number,Trnovo,F,Multiple disabilities,38
2013,Number,Ugljevik,Both sexes,Multiple disabilities,402
2013,Number,Ugljevik,M,Multiple disabilities,165
2013,Number,Ugljevik,F,Multiple disabilities,237
2013,Number,Foca,Both sexes,Multiple disabilities,581
2013,Number,Foca,M,Multiple disabilities,262
2013,Number,Foca,F,Multiple disabilities,319
2013,Number,Han Pijesak,Both sexes,Multiple disabilities,95
2013,Number,Han Pijesak,M,Multiple disabilities,30
2013,Number,Han Pijesak,F,Multiple disabilities,65
2013,Number,Cajnice,Both sexes,Multiple disabilities,176
2013,Number,Cajnice,M,Multiple disabilities,77
2013,Number,Cajnice,F,Multiple disabilities,99
2013,Number,Celinac,Both sexes,Multiple disabilities,624
2013,Number,Celinac,M,Multiple disabilities,269
2013,Number,Celinac,F,Multiple disabilities,355
2013,Number,Samac,Both sexes,Multiple disabilities,567
2013,Number,Samac,M,Multiple disabilities,228
2013,Number,Samac,F,Multiple disabilities,339
2013,Number,Sekovici,Both sexes,Multiple disabilities,222
2013,Number,Sekovici,M,Multiple disabilities,101
2013,Number,Sekovici,F,Multiple disabilities,121
2013,Number,Sipovo,Both sexes,Multiple disabilities,322
2013,Number,Sipovo,M,Multiple disabilities,132
2013,Number,Sipovo,F,Multiple disabilities,190
