Year,UNIT_MEASURE,Grad/opština,Pol,Starost,Value
2013,Broj,Foča,Ž,10-14,393
2013,Broj,Han Pijesak,Ukupno,10-14,134
2013,Broj,Han Pijesak,M,10-14,70
2013,Broj,Han Pijesak,Ž,10-14,64
2013,Broj,Čajniče,Ukupno,10-14,232
2013,Broj,Čajniče,M,10-14,131
2013,Broj,Čajniče,Ž,10-14,101
2013,Broj,Čelinac,Ukupno,10-14,812
2013,Broj,Čelinac,M,10-14,434
2013,Broj,Čelinac,Ž,10-14,378
2013,Broj,Šamac,Ukupno,10-14,771
2013,Broj,Šamac,M,10-14,403
2013,Broj,Šamac,Ž,10-14,368
2013,Broj,Šekovići,Ukupno,10-14,292
2013,Broj,Šekovići,M,10-14,157
2013,Broj,Šekovići,Ž,10-14,135
2013,Broj,Šipovo,Ukupno,10-14,545
2013,Broj,Šipovo,M,10-14,270
2013,Broj,Šipovo,Ž,10-14,275
2013,Broj,Republika Srpska,Ukupno,15-19,69969
2013,Broj,Republika Srpska,M,15-19,36081
2013,Broj,Republika Srpska,Ž,15-19,33888
2013,Broj,Grad Banja Luka,Ukupno,15-19,10268
2013,Broj,Grad Banja Luka,M,15-19,5211
2013,Broj,Grad Banja Luka,Ž,15-19,5057
2013,Broj,Berkovići,Ukupno,15-19,84
2013,Broj,Berkovići,M,15-19,46
2013,Broj,Berkovići,Ž,15-19,38
2013,Broj,Grad Bijeljina,Ukupno,15-19,6029
2013,Broj,Grad Bijeljina,M,15-19,3141
2013,Broj,Grad Bijeljina,Ž,15-19,2888
2013,Broj,Bileća,Ukupno,15-19,747
2013,Broj,Bileća,M,15-19,423
2013,Broj,Bileća,Ž,15-19,324
2013,Broj,Bratunac,Ukupno,15-19,1135
2013,Broj,Bratunac,M,15-19,597
2013,Broj,Bratunac,Ž,15-19,538
2013,Broj,Brod,Ukupno,15-19,924
2013,Broj,Brod,M,15-19,484
2013,Broj,Brod,Ž,15-19,440
2013,Broj,Višegrad,Ukupno,15-19,526
2013,Broj,Višegrad,M,15-19,262
2013,Broj,Višegrad,Ž,15-19,264
2013,Broj,Vlasenica,Ukupno,15-19,709
2013,Broj,Vlasenica,M,15-19,352
2013,Broj,Vlasenica,Ž,15-19,357
2013,Broj,Vukosavlje,Ukupno,15-19,270
2013,Broj,Vukosavlje,M,15-19,147
2013,Broj,Vukosavlje,Ž,15-19,123
2013,Broj,Gacko,Ukupno,15-19,601
2013,Broj,Gacko,M,15-19,303
2013,Broj,Gacko,Ž,15-19,298
2013,Broj,Grad Gradiška,Ukupno,15-19,3034
2013,Broj,Grad Gradiška,M,15-19,1555
2013,Broj,Grad Gradiška,Ž,15-19,1479
2013,Broj,Grad Derventa,Ukupno,15-19,1570
2013,Broj,Grad Derventa,M,15-19,829
2013,Broj,Grad Derventa,Ž,15-19,741
2013,Broj,Grad Doboj,Ukupno,15-19,3582
2013,Broj,Grad Doboj,M,15-19,1825
2013,Broj,Grad Doboj,Ž,15-19,1757
2013,Broj,Donji Žabar,Ukupno,15-19,229
2013,Broj,Donji Žabar,M,15-19,116
2013,Broj,Donji Žabar,Ž,15-19,113
2013,Broj,Grad Zvornik,Ukupno,15-19,3271
2013,Broj,Grad Zvornik,M,15-19,1730
2013,Broj,Grad Zvornik,Ž,15-19,1541
2013,Broj,Istočni Drvar,Ukupno,15-19,1
2013,Broj,Istočni Drvar,M,15-19,0
2013,Broj,Istočni Drvar,Ž,15-19,1
2013,Broj,Istočni Mostar,Ukupno,15-19,11
2013,Broj,Istočni Mostar,M,15-19,8
2013,Broj,Istočni Mostar,Ž,15-19,3
2013,Broj,Grad Istočno Sarajevo,Ukupno,15-19,3429
2013,Broj,Grad Istočno Sarajevo,M,15-19,1722
2013,Broj,Grad Istočno Sarajevo,Ž,15-19,1707
2013,Broj,Istočna Ilidža,Ukupno,15-19,789
2013,Broj,Istočna Ilidža,M,15-19,403
2013,Broj,Istočna Ilidža,Ž,15-19,386
2013,Broj,Istočno Novo Sarajevo,Ukupno,15-19,599
2013,Broj,Istočno Novo Sarajevo,M,15-19,309
2013,Broj,Istočno Novo Sarajevo,Ž,15-19,290
2013,Broj,Istočni Stari Grad,Ukupno,15-19,47
2013,Broj,Istočni Stari Grad,M,15-19,21
2013,Broj,Istočni Stari Grad,Ž,15-19,26
2013,Broj,Pale,Ukupno,15-19,1263
2013,Broj,Pale,M,15-19,624
2013,Broj,Pale,Ž,15-19,639
2013,Broj,Sokolac,Ukupno,15-19,639
2013,Broj,Sokolac,M,15-19,327
2013,Broj,Sokolac,Ž,15-19,312
2013,Broj,Trnovo,Ukupno,15-19,92
2013,Broj,Trnovo,M,15-19,38
2013,Broj,Trnovo,Ž,15-19,54
2013,Broj,Jezero,Ukupno,15-19,73
2013,Broj,Jezero,M,15-19,34
2013,Broj,Jezero,Ž,15-19,39
2013,Broj,Kalinovik,Ukupno,15-19,85
2013,Broj,Kalinovik,M,15-19,37
2013,Broj,Kalinovik,Ž,15-19,48
2013,Broj,Kneževo,Ukupno,15-19,599
2013,Broj,Kneževo,M,15-19,299
2013,Broj,Kneževo,Ž,15-19,300
2013,Broj,Kostajnica,Ukupno,15-19,339
2013,Broj,Kostajnica,M,15-19,178
2013,Broj,Kostajnica,Ž,15-19,161
2013,Broj,Kotor Varoš,Ukupno,15-19,1362
2013,Broj,Kotor Varoš,M,15-19,711
2013,Broj,Kotor Varoš,Ž,15-19,651
2013,Broj,Kozarska Dubica,Ukupno,15-19,1145
2013,Broj,Kozarska Dubica,M,15-19,591
2013,Broj,Kozarska Dubica,Ž,15-19,554
2013,Broj,Krupa Na Uni,Ukupno,15-19,95
2013,Broj,Krupa Na Uni,M,15-19,51
2013,Broj,Krupa Na Uni,Ž,15-19,44
2013,Broj,Kupres,Ukupno,15-19,11
2013,Broj,Kupres,M,15-19,8
2013,Broj,Kupres,Ž,15-19,3
2013,Broj,Laktaši,Ukupno,15-19,2123
2013,Broj,Laktaši,M,15-19,1115
2013,Broj,Laktaši,Ž,15-19,1008
2013,Broj,Lopare,Ukupno,15-19,886
2013,Broj,Lopare,M,15-19,437
2013,Broj,Lopare,Ž,15-19,449
2013,Broj,Ljubinje,Ukupno,15-19,195
2013,Broj,Ljubinje,M,15-19,101
2013,Broj,Ljubinje,Ž,15-19,94
2013,Broj,Milići,Ukupno,15-19,709
2013,Broj,Milići,M,15-19,371
2013,Broj,Milići,Ž,15-19,338
2013,Broj,Modriča,Ukupno,15-19,1490
2013,Broj,Modriča,M,15-19,750
2013,Broj,Modriča,Ž,15-19,740
2013,Broj,Mrkonjić Grad,Ukupno,15-19,930
2013,Broj,Mrkonjić Grad,M,15-19,519
2013,Broj,Mrkonjić Grad,Ž,15-19,411
2013,Broj,Nevesinje,Ukupno,15-19,750
2013,Broj,Nevesinje,M,15-19,376
2013,Broj,Nevesinje,Ž,15-19,374
2013,Broj,Novi Grad,Ukupno,15-19,1527
2013,Broj,Novi Grad,M,15-19,785
2013,Broj,Novi Grad,Ž,15-19,742
2013,Broj,Novo Goražde,Ukupno,15-19,135
2013,Broj,Novo Goražde,M,15-19,66
2013,Broj,Novo Goražde,Ž,15-19,69
2013,Broj,Osmaci,Ukupno,15-19,394
2013,Broj,Osmaci,M,15-19,200
2013,Broj,Osmaci,Ž,15-19,194
2013,Broj,Oštra Luka,Ukupno,15-19,206
2013,Broj,Oštra Luka,M,15-19,107
2013,Broj,Oštra Luka,Ž,15-19,99
2013,Broj,Pelagićevo,Ukupno,15-19,221
2013,Broj,Pelagićevo,M,15-19,117
2013,Broj,Pelagićevo,Ž,15-19,104
2013,Broj,Petrovac,Ukupno,15-19,9
2013,Broj,Petrovac,M,15-19,6
2013,Broj,Petrovac,Ž,15-19,3
2013,Broj,Petrovo,Ukupno,15-19,327
2013,Broj,Petrovo,M,15-19,178
2013,Broj,Petrovo,Ž,15-19,149
2013,Broj,Grad Prijedor,Ukupno,15-19,4904
2013,Broj,Grad Prijedor,M,15-19,2485
2013,Broj,Grad Prijedor,Ž,15-19,2419
2013,Broj,Prnjavor,Ukupno,15-19,2204
2013,Broj,Prnjavor,M,15-19,1187
2013,Broj,Prnjavor,Ž,15-19,1017
2013,Broj,Ribnik,Ukupno,15-19,327
2013,Broj,Ribnik,M,15-19,162
2013,Broj,Ribnik,Ž,15-19,165
2013,Broj,Rogatica,Ukupno,15-19,574
2013,Broj,Rogatica,M,15-19,305
2013,Broj,Rogatica,Ž,15-19,269
2013,Broj,Rudo,Ukupno,15-19,368
2013,Broj,Rudo,M,15-19,190
2013,Broj,Rudo,Ž,15-19,178
2013,Broj,Srbac,Ukupno,15-19,997
2013,Broj,Srbac,M,15-19,511
2013,Broj,Srbac,Ž,15-19,486
2013,Broj,Srebrenica,Ukupno,15-19,739
2013,Broj,Srebrenica,M,15-19,397
2013,Broj,Srebrenica,Ž,15-19,342
2013,Broj,Stanari,Ukupno,15-19,376
2013,Broj,Stanari,M,15-19,177
2013,Broj,Stanari,Ž,15-19,199
2013,Broj,Teslić,Ukupno,15-19,2482
2013,Broj,Teslić,M,15-19,1271
2013,Broj,Teslić,Ž,15-19,1211
2013,Broj,Grad Trebinje,Ukupno,15-19,1547
2013,Broj,Grad Trebinje,M,15-19,818
2013,Broj,Grad Trebinje,Ž,15-19,729
2013,Broj,Ugljevik,Ukupno,15-19,903
2013,Broj,Ugljevik,M,15-19,468
2013,Broj,Ugljevik,Ž,15-19,435
2013,Broj,Foča,Ukupno,15-19,1045
2013,Broj,Foča,M,15-19,558
2013,Broj,Foča,Ž,15-19,487
2013,Broj,Han Pijesak,Ukupno,15-19,205
2013,Broj,Han Pijesak,M,15-19,86
2013,Broj,Han Pijesak,Ž,15-19,119
2013,Broj,Čajniče,Ukupno,15-19,280
2013,Broj,Čajniče,M,15-19,158
2013,Broj,Čajniče,Ž,15-19,122
2013,Broj,Čelinac,Ukupno,15-19,1066
2013,Broj,Čelinac,M,15-19,541
2013,Broj,Čelinac,Ž,15-19,525
2013,Broj,Šamac,Ukupno,15-19,996
2013,Broj,Šamac,M,15-19,489
2013,Broj,Šamac,Ž,15-19,507
2013,Broj,Šekovići,Ukupno,15-19,373
2013,Broj,Šekovići,M,15-19,183
2013,Broj,Šekovići,Ž,15-19,190
2013,Broj,Šipovo,Ukupno,15-19,552
2013,Broj,Šipovo,M,15-19,307
2013,Broj,Šipovo,Ž,15-19,245
2013,Broj,Republika Srpska,Ukupno,20-24,66641
2013,Broj,Republika Srpska,M,20-24,34593
2013,Broj,Republika Srpska,Ž,20-24,32048
2013,Broj,Grad Banja Luka,Ukupno,20-24,10309
2013,Broj,Grad Banja Luka,M,20-24,5114
2013,Broj,Grad Banja Luka,Ž,20-24,5195
2013,Broj,Berkovići,Ukupno,20-24,86
2013,Broj,Berkovići,M,20-24,43
2013,Broj,Berkovići,Ž,20-24,43
2013,Broj,Grad Bijeljina,Ukupno,20-24,5932
2013,Broj,Grad Bijeljina,M,20-24,3044
2013,Broj,Grad Bijeljina,Ž,20-24,2888
2013,Broj,Bileća,Ukupno,20-24,609
2013,Broj,Bileća,M,20-24,313
2013,Broj,Bileća,Ž,20-24,296
2013,Broj,Bratunac,Ukupno,20-24,1175
2013,Broj,Bratunac,M,20-24,633
2013,Broj,Bratunac,Ž,20-24,542
2013,Broj,Brod,Ukupno,20-24,846
2013,Broj,Brod,M,20-24,433
2013,Broj,Brod,Ž,20-24,413
2013,Broj,Višegrad,Ukupno,20-24,504
2013,Broj,Višegrad,M,20-24,282
2013,Broj,Višegrad,Ž,20-24,222
2013,Broj,Vlasenica,Ukupno,20-24,621
2013,Broj,Vlasenica,M,20-24,307
2013,Broj,Vlasenica,Ž,20-24,314
2013,Broj,Vukosavlje,Ukupno,20-24,260
2013,Broj,Vukosavlje,M,20-24,142
2013,Broj,Vukosavlje,Ž,20-24,118
2013,Broj,Gacko,Ukupno,20-24,440
2013,Broj,Gacko,M,20-24,238
2013,Broj,Gacko,Ž,20-24,202
2013,Broj,Grad Gradiška,Ukupno,20-24,2685
2013,Broj,Grad Gradiška,M,20-24,1415
2013,Broj,Grad Gradiška,Ž,20-24,1270
2013,Broj,Grad Derventa,Ukupno,20-24,1390
2013,Broj,Grad Derventa,M,20-24,737
2013,Broj,Grad Derventa,Ž,20-24,653
2013,Broj,Grad Doboj,Ukupno,20-24,3285
2013,Broj,Grad Doboj,M,20-24,1719
2013,Broj,Grad Doboj,Ž,20-24,1566
2013,Broj,Donji Žabar,Ukupno,20-24,218
2013,Broj,Donji Žabar,M,20-24,117
2013,Broj,Donji Žabar,Ž,20-24,101
2013,Broj,Grad Zvornik,Ukupno,20-24,3408
2013,Broj,Grad Zvornik,M,20-24,1840
2013,Broj,Grad Zvornik,Ž,20-24,1568
2013,Broj,Istočni Drvar,Ukupno,20-24,5
2013,Broj,Istočni Drvar,M,20-24,3
2013,Broj,Istočni Drvar,Ž,20-24,2
2013,Broj,Istočni Mostar,Ukupno,20-24,12
2013,Broj,Istočni Mostar,M,20-24,8
2013,Broj,Istočni Mostar,Ž,20-24,4
2013,Broj,Grad Istočno Sarajevo,Ukupno,20-24,3652
2013,Broj,Grad Istočno Sarajevo,M,20-24,1849
2013,Broj,Grad Istočno Sarajevo,Ž,20-24,1803
2013,Broj,Istočna Ilidža,Ukupno,20-24,842
2013,Broj,Istočna Ilidža,M,20-24,430
2013,Broj,Istočna Ilidža,Ž,20-24,412
2013,Broj,Istočno Novo Sarajevo,Ukupno,20-24,596
2013,Broj,Istočno Novo Sarajevo,M,20-24,299
2013,Broj,Istočno Novo Sarajevo,Ž,20-24,297
2013,Broj,Istočni Stari Grad,Ukupno,20-24,53
2013,Broj,Istočni Stari Grad,M,20-24,31
2013,Broj,Istočni Stari Grad,Ž,20-24,22
2013,Broj,Pale,Ukupno,20-24,1377
2013,Broj,Pale,M,20-24,678
2013,Broj,Pale,Ž,20-24,699
2013,Broj,Sokolac,Ukupno,20-24,682
2013,Broj,Sokolac,M,20-24,351
2013,Broj,Sokolac,Ž,20-24,331
2013,Broj,Trnovo,Ukupno,20-24,102
2013,Broj,Trnovo,M,20-24,60
2013,Broj,Trnovo,Ž,20-24,42
2013,Broj,Jezero,Ukupno,20-24,63
2013,Broj,Jezero,M,20-24,37
2013,Broj,Jezero,Ž,20-24,26
2013,Broj,Kalinovik,Ukupno,20-24,104
2013,Broj,Kalinovik,M,20-24,59
2013,Broj,Kalinovik,Ž,20-24,45
2013,Broj,Kneževo,Ukupno,20-24,539
2013,Broj,Kneževo,M,20-24,286
2013,Broj,Kneževo,Ž,20-24,253
2013,Broj,Kostajnica,Ukupno,20-24,310
2013,Broj,Kostajnica,M,20-24,164
2013,Broj,Kostajnica,Ž,20-24,146
2013,Broj,Kotor Varoš,Ukupno,20-24,1287
2013,Broj,Kotor Varoš,M,20-24,676
2013,Broj,Kotor Varoš,Ž,20-24,611
2013,Broj,Kozarska Dubica,Ukupno,20-24,1098
2013,Broj,Kozarska Dubica,M,20-24,592
2013,Broj,Kozarska Dubica,Ž,20-24,506
2013,Broj,Krupa Na Uni,Ukupno,20-24,78
2013,Broj,Krupa Na Uni,M,20-24,48
2013,Broj,Krupa Na Uni,Ž,20-24,30
2013,Broj,Kupres,Ukupno,20-24,6
2013,Broj,Kupres,M,20-24,3
2013,Broj,Kupres,Ž,20-24,3
2013,Broj,Laktaši,Ukupno,20-24,2038
2013,Broj,Laktaši,M,20-24,1058
2013,Broj,Laktaši,Ž,20-24,980
2013,Broj,Lopare,Ukupno,20-24,839
2013,Broj,Lopare,M,20-24,438
2013,Broj,Lopare,Ž,20-24,401
2013,Broj,Ljubinje,Ukupno,20-24,177
2013,Broj,Ljubinje,M,20-24,97
2013,Broj,Ljubinje,Ž,20-24,80
2013,Broj,Milići,Ukupno,20-24,697
2013,Broj,Milići,M,20-24,380
2013,Broj,Milići,Ž,20-24,317
2013,Broj,Modriča,Ukupno,20-24,1330
2013,Broj,Modriča,M,20-24,676
2013,Broj,Modriča,Ž,20-24,654
2013,Broj,Mrkonjić Grad,Ukupno,20-24,775
2013,Broj,Mrkonjić Grad,M,20-24,407
2013,Broj,Mrkonjić Grad,Ž,20-24,368
2013,Broj,Nevesinje,Ukupno,20-24,638
2013,Broj,Nevesinje,M,20-24,339
2013,Broj,Nevesinje,Ž,20-24,299
2013,Broj,Novi Grad,Ukupno,20-24,1423
2013,Broj,Novi Grad,M,20-24,747
2013,Broj,Novi Grad,Ž,20-24,676
2013,Broj,Novo Goražde,Ukupno,20-24,185
2013,Broj,Novo Goražde,M,20-24,111
2013,Broj,Novo Goražde,Ž,20-24,74
2013,Broj,Osmaci,Ukupno,20-24,384
2013,Broj,Osmaci,M,20-24,193
2013,Broj,Osmaci,Ž,20-24,191
2013,Broj,Oštra Luka,Ukupno,20-24,107
2013,Broj,Oštra Luka,M,20-24,52
2013,Broj,Oštra Luka,Ž,20-24,55
2013,Broj,Pelagićevo,Ukupno,20-24,183
2013,Broj,Pelagićevo,M,20-24,105
2013,Broj,Pelagićevo,Ž,20-24,78
2013,Broj,Petrovac,Ukupno,20-24,10
2013,Broj,Petrovac,M,20-24,6
2013,Broj,Petrovac,Ž,20-24,4
2013,Broj,Petrovo,Ukupno,20-24,358
2013,Broj,Petrovo,M,20-24,188
2013,Broj,Petrovo,Ž,20-24,170
2013,Broj,Grad Prijedor,Ukupno,20-24,4741
2013,Broj,Grad Prijedor,M,20-24,2429
2013,Broj,Grad Prijedor,Ž,20-24,2312
2013,Broj,Prnjavor,Ukupno,20-24,1792
2013,Broj,Prnjavor,M,20-24,920
2013,Broj,Prnjavor,Ž,20-24,872
2013,Broj,Ribnik,Ukupno,20-24,279
2013,Broj,Ribnik,M,20-24,134
2013,Broj,Ribnik,Ž,20-24,145
2013,Broj,Rogatica,Ukupno,20-24,542
2013,Broj,Rogatica,M,20-24,280
2013,Broj,Rogatica,Ž,20-24,262
2013,Broj,Rudo,Ukupno,20-24,421
2013,Broj,Rudo,M,20-24,216
2013,Broj,Rudo,Ž,20-24,205
2013,Broj,Srbac,Ukupno,20-24,930
2013,Broj,Srbac,M,20-24,497
2013,Broj,Srbac,Ž,20-24,433
2013,Broj,Srebrenica,Ukupno,20-24,782
2013,Broj,Srebrenica,M,20-24,429
2013,Broj,Srebrenica,Ž,20-24,353
2013,Broj,Stanari,Ukupno,20-24,370
2013,Broj,Stanari,M,20-24,188
2013,Broj,Stanari,Ž,20-24,182
2013,Broj,Teslić,Ukupno,20-24,2082
2013,Broj,Teslić,M,20-24,1095
2013,Broj,Teslić,Ž,20-24,987
2013,Broj,Grad Trebinje,Ukupno,20-24,1469
2013,Broj,Grad Trebinje,M,20-24,792
2013,Broj,Grad Trebinje,Ž,20-24,677
2013,Broj,Ugljevik,Ukupno,20-24,977
2013,Broj,Ugljevik,M,20-24,515
2013,Broj,Ugljevik,Ž,20-24,462
2013,Broj,Foča,Ukupno,20-24,1022
2013,Broj,Foča,M,20-24,524
2013,Broj,Foča,Ž,20-24,498
2013,Broj,Han Pijesak,Ukupno,20-24,143
2013,Broj,Han Pijesak,M,20-24,85
2013,Broj,Han Pijesak,Ž,20-24,58
2013,Broj,Čajniče,Ukupno,20-24,271
2013,Broj,Čajniče,M,20-24,152
2013,Broj,Čajniče,Ž,20-24,119
2013,Broj,Čelinac,Ukupno,20-24,988
2013,Broj,Čelinac,M,20-24,511
2013,Broj,Čelinac,Ž,20-24,477
2013,Broj,Šamac,Ukupno,20-24,856
2013,Broj,Šamac,M,20-24,459
2013,Broj,Šamac,Ž,20-24,397
2013,Broj,Šekovići,Ukupno,20-24,365
2013,Broj,Šekovići,M,20-24,178
2013,Broj,Šekovići,Ž,20-24,187
2013,Broj,Šipovo,Ukupno,20-24,545
2013,Broj,Šipovo,M,20-24,290
2013,Broj,Šipovo,Ž,20-24,255
2013,Broj,Republika Srpska,Ukupno,25-29,77070
2013,Broj,Republika Srpska,M,25-29,39298
2013,Broj,Republika Srpska,Ž,25-29,37772
2013,Broj,Grad Banja Luka,Ukupno,25-29,12794
2013,Broj,Grad Banja Luka,M,25-29,6254
2013,Broj,Grad Banja Luka,Ž,25-29,6540
2013,Broj,Berkovići,Ukupno,25-29,94
2013,Broj,Berkovići,M,25-29,54
2013,Broj,Berkovići,Ž,25-29,40
2013,Broj,Grad Bijeljina,Ukupno,25-29,7021
2013,Broj,Grad Bijeljina,M,25-29,3474
2013,Broj,Grad Bijeljina,Ž,25-29,3547
2013,Broj,Bileća,Ukupno,25-29,684
2013,Broj,Bileća,M,25-29,387
2013,Broj,Bileća,Ž,25-29,297
2013,Broj,Bratunac,Ukupno,25-29,1480
2013,Broj,Bratunac,M,25-29,772
2013,Broj,Bratunac,Ž,25-29,708
2013,Broj,Brod,Ukupno,25-29,1050
2013,Broj,Brod,M,25-29,531
2013,Broj,Brod,Ž,25-29,519
2013,Broj,Višegrad,Ukupno,25-29,642
2013,Broj,Višegrad,M,25-29,342
2013,Broj,Višegrad,Ž,25-29,300
2013,Broj,Vlasenica,Ukupno,25-29,767
2013,Broj,Vlasenica,M,25-29,379
2013,Broj,Vlasenica,Ž,25-29,388
2013,Broj,Vukosavlje,Ukupno,25-29,271
2013,Broj,Vukosavlje,M,25-29,141
2013,Broj,Vukosavlje,Ž,25-29,130
2013,Broj,Gacko,Ukupno,25-29,568
2013,Broj,Gacko,M,25-29,309
2013,Broj,Gacko,Ž,25-29,259
2013,Broj,Grad Gradiška,Ukupno,25-29,2990
2013,Broj,Grad Gradiška,M,25-29,1558
2013,Broj,Grad Gradiška,Ž,25-29,1432
2013,Broj,Grad Derventa,Ukupno,25-29,1669
2013,Broj,Grad Derventa,M,25-29,851
2013,Broj,Grad Derventa,Ž,25-29,818
2013,Broj,Grad Doboj,Ukupno,25-29,3904
2013,Broj,Grad Doboj,M,25-29,2001
2013,Broj,Grad Doboj,Ž,25-29,1903
2013,Broj,Donji Žabar,Ukupno,25-29,210
2013,Broj,Donji Žabar,M,25-29,117
2013,Broj,Donji Žabar,Ž,25-29,93
2013,Broj,Grad Zvornik,Ukupno,25-29,3892
2013,Broj,Grad Zvornik,M,25-29,2002
2013,Broj,Grad Zvornik,Ž,25-29,1890
2013,Broj,Istočni Drvar,Ukupno,25-29,5
2013,Broj,Istočni Drvar,M,25-29,5
2013,Broj,Istočni Drvar,Ž,25-29,0
2013,Broj,Istočni Mostar,Ukupno,25-29,9
2013,Broj,Istočni Mostar,M,25-29,3
2013,Broj,Istočni Mostar,Ž,25-29,6
2013,Broj,Grad Istočno Sarajevo,Ukupno,25-29,4214
2013,Broj,Grad Istočno Sarajevo,M,25-29,2184
2013,Broj,Grad Istočno Sarajevo,Ž,25-29,2030
2013,Broj,Istočna Ilidža,Ukupno,25-29,1051
2013,Broj,Istočna Ilidža,M,25-29,539
2013,Broj,Istočna Ilidža,Ž,25-29,512
2013,Broj,Istočno Novo Sarajevo,Ukupno,25-29,733
2013,Broj,Istočno Novo Sarajevo,M,25-29,363
2013,Broj,Istočno Novo Sarajevo,Ž,25-29,370
2013,Broj,Istočni Stari Grad,Ukupno,25-29,63
2013,Broj,Istočni Stari Grad,M,25-29,42
2013,Broj,Istočni Stari Grad,Ž,25-29,21
2013,Broj,Pale,Ukupno,25-29,1443
2013,Broj,Pale,M,25-29,734
2013,Broj,Pale,Ž,25-29,709
2013,Broj,Sokolac,Ukupno,25-29,782
2013,Broj,Sokolac,M,25-29,431
2013,Broj,Sokolac,Ž,25-29,351
2013,Broj,Trnovo,Ukupno,25-29,142
2013,Broj,Trnovo,M,25-29,75
2013,Broj,Trnovo,Ž,25-29,67
2013,Broj,Jezero,Ukupno,25-29,70
2013,Broj,Jezero,M,25-29,45
2013,Broj,Jezero,Ž,25-29,25
2013,Broj,Kalinovik,Ukupno,25-29,122
2013,Broj,Kalinovik,M,25-29,72
2013,Broj,Kalinovik,Ž,25-29,50
2013,Broj,Kneževo,Ukupno,25-29,556
2013,Broj,Kneževo,M,25-29,282
2013,Broj,Kneževo,Ž,25-29,274
2013,Broj,Kostajnica,Ukupno,25-29,363
2013,Broj,Kostajnica,M,25-29,193
2013,Broj,Kostajnica,Ž,25-29,170
2013,Broj,Kotor Varoš,Ukupno,25-29,1309
2013,Broj,Kotor Varoš,M,25-29,680
2013,Broj,Kotor Varoš,Ž,25-29,629
2013,Broj,Kozarska Dubica,Ukupno,25-29,1330
2013,Broj,Kozarska Dubica,M,25-29,701
2013,Broj,Kozarska Dubica,Ž,25-29,629
2013,Broj,Krupa Na Uni,Ukupno,25-29,58
2013,Broj,Krupa Na Uni,M,25-29,36
2013,Broj,Krupa Na Uni,Ž,25-29,22
2013,Broj,Kupres,Ukupno,25-29,6
2013,Broj,Kupres,M,25-29,6
2013,Broj,Kupres,Ž,25-29,0
2013,Broj,Laktaši,Ukupno,25-29,2374
2013,Broj,Laktaši,M,25-29,1149
2013,Broj,Laktaši,Ž,25-29,1225
2013,Broj,Lopare,Ukupno,25-29,844
2013,Broj,Lopare,M,25-29,426
2013,Broj,Lopare,Ž,25-29,418
2013,Broj,Ljubinje,Ukupno,25-29,202
2013,Broj,Ljubinje,M,25-29,109
2013,Broj,Ljubinje,Ž,25-29,93
2013,Broj,Milići,Ukupno,25-29,825
2013,Broj,Milići,M,25-29,435
2013,Broj,Milići,Ž,25-29,390
2013,Broj,Modriča,Ukupno,25-29,1469
2013,Broj,Modriča,M,25-29,775
2013,Broj,Modriča,Ž,25-29,694
2013,Broj,Mrkonjić Grad,Ukupno,25-29,916
2013,Broj,Mrkonjić Grad,M,25-29,481
2013,Broj,Mrkonjić Grad,Ž,25-29,435
2013,Broj,Nevesinje,Ukupno,25-29,708
2013,Broj,Nevesinje,M,25-29,373
2013,Broj,Nevesinje,Ž,25-29,335
2013,Broj,Novi Grad,Ukupno,25-29,1516
2013,Broj,Novi Grad,M,25-29,795
2013,Broj,Novi Grad,Ž,25-29,721
2013,Broj,Novo Goražde,Ukupno,25-29,223
2013,Broj,Novo Goražde,M,25-29,129
2013,Broj,Novo Goražde,Ž,25-29,94
2013,Broj,Osmaci,Ukupno,25-29,378
2013,Broj,Osmaci,M,25-29,202
2013,Broj,Osmaci,Ž,25-29,176
2013,Broj,Oštra Luka,Ukupno,25-29,129
2013,Broj,Oštra Luka,M,25-29,72
2013,Broj,Oštra Luka,Ž,25-29,57
2013,Broj,Pelagićevo,Ukupno,25-29,172
2013,Broj,Pelagićevo,M,25-29,86
2013,Broj,Pelagićevo,Ž,25-29,86
2013,Broj,Petrovac,Ukupno,25-29,15
2013,Broj,Petrovac,M,25-29,4
2013,Broj,Petrovac,Ž,25-29,11
2013,Broj,Petrovo,Ukupno,25-29,402
2013,Broj,Petrovo,M,25-29,218
2013,Broj,Petrovo,Ž,25-29,184
2013,Broj,Grad Prijedor,Ukupno,25-29,5384
2013,Broj,Grad Prijedor,M,25-29,2718
2013,Broj,Grad Prijedor,Ž,25-29,2666
2013,Broj,Prnjavor,Ukupno,25-29,2008
2013,Broj,Prnjavor,M,25-29,1030
2013,Broj,Prnjavor,Ž,25-29,978
2013,Broj,Ribnik,Ukupno,25-29,280
2013,Broj,Ribnik,M,25-29,144
2013,Broj,Ribnik,Ž,25-29,136
2013,Broj,Rogatica,Ukupno,25-29,626
2013,Broj,Rogatica,M,25-29,309
2013,Broj,Rogatica,Ž,25-29,317
2013,Broj,Rudo,Ukupno,25-29,460
2013,Broj,Rudo,M,25-29,260
2013,Broj,Rudo,Ž,25-29,200
2013,Broj,Srbac,Ukupno,25-29,1009
2013,Broj,Srbac,M,25-29,518
2013,Broj,Srbac,Ž,25-29,491
2013,Broj,Srebrenica,Ukupno,25-29,912
2013,Broj,Srebrenica,M,25-29,493
2013,Broj,Srebrenica,Ž,25-29,419
2013,Broj,Stanari,Ukupno,25-29,417
